normalized_product,product_label,item_name,menu_section,price_eur,price_type,venue_name,address,city,latitude,longitude,source_platform,confidence,source_url,retrieved_at
daiquiri,Daiquiri,DAIQUIRI* (Shakerato o Frozen) — MAXI,,19.0,menu,SPRITZ NAVIGLI MILANO,"Via Bovisasca, 57/59, Milano, MI, Italia",Milano,45.510502,9.15966,leggimenu,high,https://www.leggimenu.it/menu/spritznaviglimilano/131002,2026-05-31T09:14:42Z
manhattan,Manhattan,Manhattan,,7.0,menu,Vinyl Cafè,"Via Montello 165, 20831, Seregno",Milano,45.6504215,9.2304806,leggimenu,high,https://www.leggimenu.it/menu/vinyl/154828,2026-06-01T10:25:38Z
manhattan,Manhattan,MANHATTAN,Menu,7.5,menu,Rhop,Corso Europa 142,Milano,45.5282176,9.0466645,direct_website,high,https://www.rhop.it/menu/,2026-05-30T20:54:09.877713+00:00
manhattan,Manhattan,MANHATTAN,I Grandi Classici,8.0,menu,L'APERITIVO,"Via Santa Tecla, 5, Milano, MI, Italia",Milano,45.462766,9.193529,leggimenu,high,https://www.leggimenu.it/menu/laperitivomenu/13952,2026-05-31T09:14:42Z
manhattan,Manhattan,MANHATTAN,COCKTAIL,8.0,menu,castrenze de vincenzi - Milano,Via Ezio Biondi 20154 Milano,Milano,45.487418,9.160906,leggimenu,high,https://www.leggimenu.it/menu/75q49daq7dp2/71363,2026-05-31T09:14:42Z
manhattan,Manhattan,MANHATTAN,COCKTAIL,8.0,menu,WHY NOT?,"Via Elio Adriano 94, 20128, Lombardia",Milano,45.5167178,9.2444684,leggimenu,high,https://www.leggimenu.it/menu/why-not/251400,2026-06-01T10:25:38Z
manhattan,Manhattan,MANHATTAN — REGULAR,,12.0,menu,SPRITZ NAVIGLI MILANO,"Via Bovisasca, 57/59, Milano, MI, Italia",Milano,45.510502,9.15966,leggimenu,high,https://www.leggimenu.it/menu/spritznaviglimilano/131033,2026-05-31T09:14:42Z
manhattan,Manhattan,MANHATTAN — MAXI,,15.0,menu,SPRITZ NAVIGLI MILANO,"Via Bovisasca, 57/59, Milano, MI, Italia",Milano,45.510502,9.15966,leggimenu,high,https://www.leggimenu.it/menu/spritznaviglimilano/131033,2026-05-31T09:14:42Z
manhattan,Manhattan,MANHATTAN — REGULAR,,17.0,menu,SPRITZ NAVIGLI MILANO,"Via Bovisasca, 57/59, Milano, MI, Italia",Milano,45.510502,9.15966,leggimenu,high,https://www.leggimenu.it/menu/spritznaviglimilano/131003,2026-05-31T09:14:42Z
manhattan,Manhattan,MANHATTAN — MAXI,,20.0,menu,SPRITZ NAVIGLI MILANO,"Via Bovisasca, 57/59, Milano, MI, Italia",Milano,45.510502,9.15966,leggimenu,high,https://www.leggimenu.it/menu/spritznaviglimilano/131003,2026-05-31T09:14:42Z
beer_draft_small,Birra Spina Piccola,Menù Ristorante - Norin Caffè e Bistrò Toggle navigation Menù Breakfast Ristoran,,2.5,menu,Norin Caffè Bistrot,,Milano,45.4642,9.1900,direct_website,high,https://www.pizzeriabistronorin.com/menu-ristorante-norin.php,2026-05-31T10:43:41Z
beer_draft_small,Birra Spina Piccola,IPA fürstenberg piccola,,3.5,menu,Chiosco Milano 3,"Via Bassano Porrone, 8, 20121 Milano MI, Italia",Milano,45.466125,9.186576,leggimenu,high,https://www.leggimenu.it/menu/chioscomilano3/186057,2026-05-31T09:14:42Z
beer_draft_small,Birra Spina Piccola,BULLDOG STRONG LAGER (PICCOLA),BIRRE,3.5,menu,castrenze de vincenzi - Milano,Via Ezio Biondi 20154 Milano,Milano,45.487418,9.160906,leggimenu,high,https://www.leggimenu.it/menu/75q49daq7dp2/71358,2026-05-31T09:14:42Z
beer_draft_small,Birra Spina Piccola,Birra Menabrea chiara alla spina 0.30,,3.5,menu,Moma Cafe - Milano,"Ripa di Porta Ticinese, 11, Milano, MI, Italia",Milano,45.451973,9.176506,leggimenu,high,https://www.leggimenu.it/menu/moma46/131408,2026-05-31T09:14:42Z
beer_draft_small,Birra Spina Piccola,Birra in bottiglia 33cl,,3.5,menu,Bar Taita,"Largo Oreste Murani 2, 20133, Milano",Milano,45.4730232,9.2351916,leggimenu,high,https://www.leggimenu.it/menu/bartaita/220611,2026-06-01T10:25:38Z
beer_draft_small,Birra Spina Piccola,Birra alla spina piccola,BIRRE SPINA,4.0,menu,Harp Pub Guinness,,Milano,45.4772546,9.2255218,direct_website,high,https://cdn.website.dish.co/media/78/d1/7737175/Menu-2024.pdf,2026-05-31T10:14:27Z
beer_draft_small,Birra Spina Piccola,Kozel Lager cl 33,Birre in Bottiglia,4.0,menu,Los Locos,Via Novara 196 20153 Milano,Milano,45.486303,9.080195,leggimenu,high,https://www.leggimenu.it/menu/loslocosmilano/265708,2026-05-31T09:14:42Z
beer_draft_small,Birra Spina Piccola,BIRRA IN BOTTIGLIA 33 cl,,4.0,menu,Chiosco Milano 3,"Via Bassano Porrone, 8, 20121 Milano MI, Italia",Milano,45.466125,9.186576,leggimenu,high,https://www.leggimenu.it/menu/chioscomilano3/186059,2026-05-31T09:14:42Z
beer_draft_small,Birra Spina Piccola,Lagunitas IPA(PICCOLA),BIRRE,4.0,menu,castrenze de vincenzi - Milano,Via Ezio Biondi 20154 Milano,Milano,45.487418,9.160906,leggimenu,high,https://www.leggimenu.it/menu/75q49daq7dp2/71358,2026-05-31T09:14:42Z
beer_draft_small,Birra Spina Piccola,"Birra Menabrea rossa 7,5° alla spina 0.30",,4.0,menu,Moma Cafe - Milano,"Ripa di Porta Ticinese, 11, Milano, MI, Italia",Milano,45.451973,9.176506,leggimenu,high,https://www.leggimenu.it/menu/moma46/131408,2026-05-31T09:14:42Z
beer_draft_small,Birra Spina Piccola,BIRRA zero alcol cl 33,Birre in Bottiglia,4.5,menu,Los Locos,Via Novara 196 20153 Milano,Milano,45.486303,9.080195,leggimenu,high,https://www.leggimenu.it/menu/loslocosmilano/265708,2026-05-31T09:14:42Z
beer_draft_small,Birra Spina Piccola,"Pilsner Urquell (4,2°) 33 cl",BIRRE IN BOTTIGLIA,4.5,menu,"Mulberry st, San Donato",Via Alfonsine 40 a San Donato Milanese,Milano,45.4008,9.2669,menudigitale,high,https://www.menudigitale.io/mulberry-sandonatomil-ristopub/,2026-05-31T09:40:52Z
beer_draft_small,Birra Spina Piccola,Punk IPA cl.33,Birre in Bottiglia,5.0,menu,Los Locos,Via Novara 196 20153 Milano,Milano,45.486303,9.080195,leggimenu,high,https://www.leggimenu.it/menu/loslocosmilano/265708,2026-05-31T09:14:42Z
beer_draft_small,Birra Spina Piccola,"Rabelott English IPA 33 Cl. (latt) Birrificio: Balabiott Italia Stile:(IPA) Alc: 5,60% Gusto: Amaro Colore: Ambrata B.B.(TMC): 09/06/2026 [33 cl]",IPA alta fermentazione,5.0,menu,Al Chiosco Da Giacomo Birre Artigianali,,Milano,45.445095,9.223566,leggimenu,high,https://www.leggimenu.it/menu/dagiacomocraftbeer/163787,2026-05-31T09:14:42Z
beer_draft_small,Birra Spina Piccola,"John Roda Latt. 33Cl. Triple Ipa 9,3% vol. Hop Skin ( BG) Coll. Joshua Schaner / Pizza Port Solana Beach USA [33 cl]",IPA alta fermentazione,5.3,menu,Al Chiosco Da Giacomo Birre Artigianali,,Milano,45.445095,9.223566,leggimenu,high,https://www.leggimenu.it/menu/dagiacomocraftbeer/163787,2026-05-31T09:14:42Z
beer_draft_small,Birra Spina Piccola,BIRRA ALLA SPINA,,5.5,menu,Frida,,Milano,45.4887512,9.187111,direct_website,high,https://www.fridaisola.it/documents/menu-sera-frida.pdf,2026-05-31T10:32:18Z
beer_draft_small,Birra Spina Piccola,"Bamba Latt.33cl. new england ipa 6,5%vol Prod.Mister B Paese: Mantova [33 cl]",IPA alta fermentazione,5.5,menu,Al Chiosco Da Giacomo Birre Artigianali,,Milano,45.445095,9.223566,leggimenu,high,https://www.leggimenu.it/menu/dagiacomocraftbeer/163787,2026-05-31T09:14:42Z
beer_draft_small,Birra Spina Piccola,"Vetra Black – Dark Lager Edizione Speciale Chocolate vol.6,80% cl.33 [33 cl]",Lager | Pils | Keller Bassa Fermantazione,5.8,menu,Al Chiosco Da Giacomo Birre Artigianali,,Milano,45.445095,9.223566,leggimenu,high,https://www.leggimenu.it/menu/dagiacomocraftbeer/163780,2026-05-31T09:14:42Z
beer_draft_small,Birra Spina Piccola,"Nerd choice Session IPA Vol Alc. 3,9% Cont. 330ml HOPPY | BITTER | FRUITY Ritual Lab (RM) [33 cl]",IPA alta fermentazione,6.0,menu,Al Chiosco Da Giacomo Birre Artigianali,,Milano,45.445095,9.223566,leggimenu,high,https://www.leggimenu.it/menu/dagiacomocraftbeer/163787,2026-05-31T09:14:42Z
beer_draft_small,Birra Spina Piccola,"Everlong 33 Cl. (latt) Birr: Birra dell'Eremo : Italia Stile: Imperial-Double IPA Alc: 7,60% Gusto: Amaro Colore: Bionda [33 cl]",IPA alta fermentazione,6.3,menu,Al Chiosco Da Giacomo Birre Artigianali,,Milano,45.445095,9.223566,leggimenu,high,https://www.leggimenu.it/menu/dagiacomocraftbeer/163787,2026-05-31T09:14:42Z
beer_draft_small,Birra Spina Piccola,"Mandarina 33 Cl.(latt) Birrificio: Pohjala Estonia Stile: (IPA) Alc: 5,50% Gusto: Amaro Colore: Bionda B. B. (TMC): 21/07/2026 [33 cl]",IPA alta fermentazione,6.7,menu,Al Chiosco Da Giacomo Birre Artigianali,,Milano,45.445095,9.223566,leggimenu,high,https://www.leggimenu.it/menu/dagiacomocraftbeer/163787,2026-05-31T09:14:42Z
beer_draft_small,Birra Spina Piccola,Santa Ila Bott.33cl. Scotch Ale barricata con aggiunta di legno aromatico palo santo 8%vol. Prod.Birra Perugia [33 cl],BIRRE DI NATALE,6.8,menu,Al Chiosco Da Giacomo Birre Artigianali,,Milano,45.445095,9.223566,leggimenu,high,https://www.leggimenu.it/menu/dagiacomocraftbeer/220332,2026-05-31T09:14:42Z
beer_draft_small,Birra Spina Piccola,"La Vasca Latt.33cl. Double Ipa 8,6%vol. Malaripe [33 cl]",IPA alta fermentazione,6.9,menu,Al Chiosco Da Giacomo Birre Artigianali,,Milano,45.445095,9.223566,leggimenu,high,https://www.leggimenu.it/menu/dagiacomocraftbeer/163787,2026-05-31T09:14:42Z
beer_draft_small,Birra Spina Piccola,"CHaiNaipa Gluten Free Latt.33cl. De Lab Fermentazioni Neipa Gluten Free 6,3% [33cl]",IPA alta fermentazione,7.0,menu,Al Chiosco Da Giacomo Birre Artigianali,,Milano,45.445095,9.223566,leggimenu,high,https://www.leggimenu.it/menu/dagiacomocraftbeer/163787,2026-05-31T09:14:42Z
beer_draft_small,Birra Spina Piccola,"Kakapow 33 Cl. (latt) Birr: Brewski Svezia Stile: Imperial-Double IPA Grado Alcolico: 8,00% Gusto: Amaro Colore: Bionda [33 cl]",IPA alta fermentazione,7.4,menu,Al Chiosco Da Giacomo Birre Artigianali,,Milano,45.445095,9.223566,leggimenu,high,https://www.leggimenu.it/menu/dagiacomocraftbeer/163787,2026-05-31T09:14:42Z
beer_draft_medium,Birra Spina Media,Birra Menabrea chiara alla spina 0.40,,4.5,menu,Moma Cafe - Milano,"Ripa di Porta Ticinese, 11, Milano, MI, Italia",Milano,45.451973,9.176506,leggimenu,high,https://www.leggimenu.it/menu/moma46/131408,2026-05-31T09:14:42Z
beer_draft_medium,Birra Spina Media,"Kamenice Kamenicka 12 Latt. 0,5 Cl Pivovar Pils 5,2% [cl 50]",Lager | Pils | Keller Bassa Fermantazione,5.0,menu,Al Chiosco Da Giacomo Birre Artigianali,,Milano,45.445095,9.223566,leggimenu,high,https://www.leggimenu.it/menu/dagiacomocraftbeer/163780,2026-05-31T09:14:42Z
beer_draft_medium,Birra Spina Media,"Birra Paulaner Munchner Gold alla spina — 0,2 cl",,5.0,menu,Maccheroni,"Via Edmondo de Amicis, 7, Milano, MI, Italia",Milano,45.457333,9.180572,leggimenu,high,https://www.leggimenu.it/menu/7dqkbdap7tq2/188225,2026-05-31T09:14:42Z
beer_draft_medium,Birra Spina Media,"Birra Menabrea rossa 7,5° alla spina 0.40",,5.5,menu,Moma Cafe - Milano,"Ripa di Porta Ticinese, 11, Milano, MI, Italia",Milano,45.451973,9.176506,leggimenu,high,https://www.leggimenu.it/menu/moma46/131408,2026-05-31T09:14:42Z
beer_draft_medium,Birra Spina Media,Birra alla spina media,BIRRE SPINA,6.0,menu,Harp Pub Guinness,,Milano,45.4772546,9.2255218,direct_website,high,https://cdn.website.dish.co/media/78/d1/7737175/Menu-2024.pdf,2026-05-31T10:14:27Z
beer_draft_medium,Birra Spina Media,IPA fürstenberg media,,6.0,menu,Chiosco Milano 3,"Via Bassano Porrone, 8, 20121 Milano MI, Italia",Milano,45.466125,9.186576,leggimenu,high,https://www.leggimenu.it/menu/chioscomilano3/186057,2026-05-31T09:14:42Z
beer_draft_medium,Birra Spina Media,BULLDOG STRONG LAGER (MEDIA),BIRRE,6.0,menu,castrenze de vincenzi - Milano,Via Ezio Biondi 20154 Milano,Milano,45.487418,9.160906,leggimenu,high,https://www.leggimenu.it/menu/75q49daq7dp2/71358,2026-05-31T09:14:42Z
beer_draft_medium,Birra Spina Media,Lagunitas IPA (MEDIA),BIRRE,7.0,menu,castrenze de vincenzi - Milano,Via Ezio Biondi 20154 Milano,Milano,45.487418,9.160906,leggimenu,high,https://www.leggimenu.it/menu/75q49daq7dp2/71358,2026-05-31T09:14:42Z
beer_draft_medium,Birra Spina Media,"Birra Paulaner Munchner Gold alla spina — 0,4 cl",,10.0,menu,Maccheroni,"Via Edmondo de Amicis, 7, Milano, MI, Italia",Milano,45.457333,9.180572,leggimenu,high,https://www.leggimenu.it/menu/7dqkbdap7tq2/188225,2026-05-31T09:14:42Z
beer_bottle,Birra Bottiglia,GINGER BEER,Per Dissetarvi,3.0,menu,L'APERITIVO,"Via Santa Tecla, 5, Milano, MI, Italia",Milano,45.462766,9.193529,leggimenu,high,https://www.leggimenu.it/menu/laperitivomenu/13954,2026-05-31T09:14:42Z
beer_bottle,Birra Bottiglia,BIRRA GRIMBERGEN BLANCHE [PICCOLA],BIRRE > BIRRE ALLA SPINA,3.5,menu,WHY NOT?,"Via Elio Adriano 94, 20128, Lombardia",Milano,45.5167178,9.2444684,leggimenu,high,https://www.leggimenu.it/menu/why-not/251291,2026-06-01T10:25:38Z
beer_bottle,Birra Bottiglia,Aynger pils,MERCOLEDI DA LEONI,3.5,menu,"Mulberry st, San Donato",Via Alfonsine 40 a San Donato Milanese,Milano,45.4008,9.2669,menudigitale,high,https://www.menudigitale.io/mulberry-sandonatomil-ristopub/,2026-05-31T09:40:52Z
beer_bottle,Birra Bottiglia,Birra,DRINKS,4.0,menu,Frigo Milano,"Piazza Borromeo, 5, Milan, Metropolitan City of Milan, Italy",Milano,45.463199,9.182863,leggimenu,high,https://www.leggimenu.it/menu/81p4hdai71/48344,2026-05-31T09:14:42Z
beer_bottle,Birra Bottiglia,Birra Raffo,,4.0,menu,La Vineria in Ripa,"Via Casale, 4, Milano, MI, Italia",Milano,45.451869,9.170347,leggimenu,high,https://www.leggimenu.it/menu/lavineriainripa/253952,2026-05-31T09:14:42Z
beer_bottle,Birra Bottiglia,Birra in bottiglia,,4.0,menu,Moma Cafe - Milano,"Ripa di Porta Ticinese, 11, Milano, MI, Italia",Milano,45.451973,9.176506,leggimenu,high,https://www.leggimenu.it/menu/moma46/131408,2026-05-31T09:14:42Z
beer_bottle,Birra Bottiglia,Birra in bottiglia da 66cl,,4.0,menu,Bar Taita,"Largo Oreste Murani 2, 20133, Milano",Milano,45.4730232,9.2351916,leggimenu,high,https://www.leggimenu.it/menu/bartaita/220611,2026-06-01T10:25:38Z
beer_bottle,Birra Bottiglia,Gingerbeer,,4.0,menu,Tipota,"Via Francesco Brioschi 32, 20136, Milano",Milano,45.4453487,9.1806705,leggimenu,high,https://www.leggimenu.it/menu/tipota/96827,2026-06-01T10:25:38Z
beer_bottle,Birra Bottiglia,"Birra ""Raffo""","Birra ""Messina cristalli di Sale """,4.0,menu,Corner,"Via Guido Cavalcanti, 2, 20125 Milano MI, Italia",Milano,45.4827,9.1862,menudigitale,high,https://www.menudigitale.io/smhum,2026-05-31T09:40:52Z
beer_bottle,Birra Bottiglia,Bulldog Strong Lager (8.7°) (var2),"Weisse Ayinger(5,1°)",4.0,menu,"Mulberry st, San Donato",Via Alfonsine 40 a San Donato Milanese,Milano,45.4008,9.2669,menudigitale,high,https://www.menudigitale.io/mulberry-sandonatomil-ristopub/,2026-05-31T09:40:52Z
beer_bottle,Birra Bottiglia,BIRRA BOTTIGLIA,Menu,4.0,menu,BPIÚ 1986,Via Aldo Moro 31,Milano,45.416325,9.124544,web_extract,high,https://www.bpiu1986.it/menu,2026-05-31T19:03:58.101062+00:00
beer_bottle,Birra Bottiglia,MAN BASSA PILSNER | 5° VOL. | IBU 35 [33 cl],Lager | Pils | Keller Bassa Fermantazione,4.5,menu,Al Chiosco Da Giacomo Birre Artigianali,,Milano,45.445095,9.223566,leggimenu,high,https://www.leggimenu.it/menu/dagiacomocraftbeer/163780,2026-05-31T09:14:42Z
beer_bottle,Birra Bottiglia,BIRRA BOTTIGLIA,Menu,4.5,menu,BPIÚ 1986,Via Aldo Moro 31,Milano,45.416325,9.124544,web_extract,high,https://www.bpiu1986.it/menu,2026-05-31T19:03:58.101062+00:00
beer_bottle,Birra Bottiglia,"BEVERA Pils 4,2% [33 cl]",Lager | Pils | Keller Bassa Fermantazione,4.8,menu,Al Chiosco Da Giacomo Birre Artigianali,,Milano,45.445095,9.223566,leggimenu,high,https://www.leggimenu.it/menu/dagiacomocraftbeer/163780,2026-05-31T09:14:42Z
beer_bottle,Birra Bottiglia,Birra bottiglia cena,BIBITE,5.0,menu,Lo Stacco Disco & Restaurant,"Via Noto, 10, Milano, MI, Italia",Milano,45.4307149,9.2004893,mycia,high,https://www.mycia.it/menu/milano/lo-stacco-disco-restaurant-xSZSud7tf,2026-05-30T17:27:41.691479+00:00
beer_bottle,Birra Bottiglia,33cl | 4.5% | chiara | habanero mango gose,BIRRE BOTTIGLIA,5.0,menu,Harp Pub Guinness,,Milano,45.4772546,9.2255218,direct_website,high,https://cdn.website.dish.co/media/78/d1/7737175/Menu-2024.pdf,2026-05-31T10:14:27Z
beer_bottle,Birra Bottiglia,BIRRA IN BOTTIGLIA 50cl,,5.0,menu,Chiosco Milano 3,"Via Bassano Porrone, 8, 20121 Milano MI, Italia",Milano,45.466125,9.186576,leggimenu,high,https://www.leggimenu.it/menu/chioscomilano3/186059,2026-05-31T09:14:42Z
beer_bottle,Birra Bottiglia,"UNITED DDH WEST COAST IPA | 5,8% | 40 IBU [33 cl]",Le Birre della Settimana!,5.0,menu,Al Chiosco Da Giacomo Birre Artigianali,,Milano,45.445095,9.223566,leggimenu,high,https://www.leggimenu.it/menu/dagiacomocraftbeer/167373,2026-05-31T09:14:42Z
beer_bottle,Birra Bottiglia,birra,BIRRE,5.0,menu,castrenze de vincenzi - Milano,Via Ezio Biondi 20154 Milano,Milano,45.487418,9.160906,leggimenu,high,https://www.leggimenu.it/menu/75q49daq7dp2/71358,2026-05-31T09:14:42Z
beer_bottle,Birra Bottiglia,Birra Corona,,5.0,menu,Bar Il Capitano MilANO,"Via Ascanio Sforza 31, 20136, Milano",Milano,45.4492043,9.1776156,leggimenu,high,https://www.leggimenu.it/menu/capitanomilano/210345,2026-06-01T10:25:38Z
beer_bottle,Birra Bottiglia,"Birra ""Messina cristalli di Sale ""","IPA ""Artigianale""",5.0,menu,Corner,"Via Guido Cavalcanti, 2, 20125 Milano MI, Italia",Milano,45.4827,9.1862,menudigitale,high,https://www.menudigitale.io/smhum,2026-05-31T09:40:52Z
beer_bottle,Birra Bottiglia,BIRRA BOTTIGLIA,Menu,5.0,menu,BPIÚ 1986,Via Aldo Moro 31,Milano,45.416325,9.124544,web_extract,high,https://www.bpiu1986.it/menu,2026-05-31T19:03:58.101062+00:00
beer_bottle,Birra Bottiglia,Emotional damage Italian Pilsner Gluten Free Vol. Alc. 4.9% CRISP | CLEAN | CLASSIC Formello (RM) [33 cl],Birre Senza Glutine,5.4,menu,Al Chiosco Da Giacomo Birre Artigianali,,Milano,45.445095,9.223566,leggimenu,high,https://www.leggimenu.it/menu/dagiacomocraftbeer/163791,2026-05-31T09:14:42Z
beer_bottle,Birra Bottiglia,BOSCO 21030 CHESTNUT LAGER | 6% | 20 IBU 50&50 Craft Brewery [33 cl],Lager | Pils | Keller Bassa Fermantazione,5.5,menu,Al Chiosco Da Giacomo Birre Artigianali,,Milano,45.445095,9.223566,leggimenu,high,https://www.leggimenu.it/menu/dagiacomocraftbeer/163780,2026-05-31T09:14:42Z
beer_bottle,Birra Bottiglia,HBC1183 WEST COAST IPA | 7 | 50 IBU [33 cl],IPA alta fermentazione,5.7,menu,Al Chiosco Da Giacomo Birre Artigianali,,Milano,45.445095,9.223566,leggimenu,high,https://www.leggimenu.it/menu/dagiacomocraftbeer/163787,2026-05-31T09:14:42Z
beer_bottle,Birra Bottiglia,"HANGMAN DDH DOUBLE IPA | 8,5° VOL. | IBU 80 50&50 Varese [33 cl]",IPA alta fermentazione,5.8,menu,Al Chiosco Da Giacomo Birre Artigianali,,Milano,45.445095,9.223566,leggimenu,high,https://www.leggimenu.it/menu/dagiacomocraftbeer/163787,2026-05-31T09:14:42Z
beer_bottle,Birra Bottiglia,33 cl | 6.0% | Mele e lamponi,BIRRE BOTTIGLIA,6.0,menu,Harp Pub Guinness,,Milano,45.4772546,9.2255218,direct_website,high,https://cdn.website.dish.co/media/78/d1/7737175/Menu-2024.pdf,2026-05-31T10:14:27Z
beer_bottle,Birra Bottiglia,BIRRA WEISS,,6.0,menu,Chiosco Milano 3,"Via Bassano Porrone, 8, 20121 Milano MI, Italia",Milano,45.466125,9.186576,leggimenu,high,https://www.leggimenu.it/menu/chioscomilano3/186059,2026-05-31T09:14:42Z
beer_bottle,Birra Bottiglia,KARPFEN Zwickel Pils Alc. 4.8 % vol. Prod.Alder Gusto : Amaro [44 cl],Le Birre della Settimana!,6.0,menu,Al Chiosco Da Giacomo Birre Artigianali,,Milano,45.445095,9.223566,leggimenu,high,https://www.leggimenu.it/menu/dagiacomocraftbeer/167373,2026-05-31T09:14:42Z
beer_bottle,Birra Bottiglia,"LUPULOID IPA alc.6,7%",,6.0,menu,LaStazioneDellaBirra,Via Medardo Rosso 18,Milano,45.489779,9.185159,leggimenu,high,https://www.leggimenu.it/menu/7dp4bdqq7ps2/169870,2026-05-31T09:14:42Z
beer_bottle,Birra Bottiglia,Ripasso di Valpolicella Cantina di Soave — calice,,6.0,menu,La Vineria in Ripa,"Via Casale, 4, Milano, MI, Italia",Milano,45.451869,9.170347,leggimenu,high,https://www.leggimenu.it/menu/lavineriainripa/29610,2026-05-31T09:14:42Z
beer_bottle,Birra Bottiglia,BIRRA BIONDA ICHNUSA metodo lento,,6.0,menu,Osteria dal Cornuto,"Corso Garibaldi, 75, 20121 Milano, Milano MI, Italia",Milano,45.475639,9.18367,leggimenu,high,https://www.leggimenu.it/menu/osteriadalcornuto/204252,2026-05-31T09:14:42Z
beer_bottle,Birra Bottiglia,BIRRA PACIFICO CHIARA,,6.0,menu,Santo Taco,Via Luigi Sabatelli 1,Milano,45.481064,9.168365,leggimenu,high,https://www.leggimenu.it/menu/santotaco/49701,2026-05-31T09:14:42Z
beer_bottle,Birra Bottiglia,Ipa,,6.0,menu,BRAMA,Via Borromei 13 20123 Milano,Milano,45.464067,9.18196,leggimenu,high,https://www.leggimenu.it/menu/7ds4ddaq7ls1/211031,2026-05-31T09:14:42Z
beer_bottle,Birra Bottiglia,"Maisel Ipa alc. 5,6%",,6.0,menu,SWAMI - MILANO,"Via Ponte Vetero, 14, 20121 Milano Milano, Italia",Milano,45.469581,9.18529,leggimenu,high,https://www.leggimenu.it/menu/7dpkdeah7ds1/176013,2026-05-31T09:14:42Z
beer_bottle,Birra Bottiglia,Birra Messina,,6.0,menu,Bar Il Capitano MilANO,"Via Ascanio Sforza 31, 20136, Milano",Milano,45.4492043,9.1776156,leggimenu,high,https://www.leggimenu.it/menu/capitanomilano/210345,2026-06-01T10:25:38Z
beer_bottle,Birra Bottiglia,BIRRA GRIMBERGEN BLANCHE [MEDIA],BIRRE > BIRRE ALLA SPINA,6.0,menu,WHY NOT?,"Via Elio Adriano 94, 20128, Lombardia",Milano,45.5167178,9.2444684,leggimenu,high,https://www.leggimenu.it/menu/why-not/251291,2026-06-01T10:25:38Z
beer_bottle,Birra Bottiglia,"IPA ""Artigianale""","Rossa Italiana "" Moretti """,6.0,menu,Corner,"Via Guido Cavalcanti, 2, 20125 Milano MI, Italia",Milano,45.4827,9.1862,menudigitale,high,https://www.menudigitale.io/smhum,2026-05-31T09:40:52Z
beer_bottle,Birra Bottiglia,Meters West Coast Ipa ALC 6.3° VOL Prod.Elvo/Alder Gusto Amaro Colore Bionda [33 cl],IPA alta fermentazione,6.2,menu,Al Chiosco Da Giacomo Birre Artigianali,,Milano,45.445095,9.223566,leggimenu,high,https://www.leggimenu.it/menu/dagiacomocraftbeer/163787,2026-05-31T09:14:42Z
beer_bottle,Birra Bottiglia,Astro Double American Ipa Alc. 8% HOPPY | BITTER | TROPICAL Ritual Lab Formello (RM) [33 cl],IPA alta fermentazione,6.3,menu,Al Chiosco Da Giacomo Birre Artigianali,,Milano,45.445095,9.223566,leggimenu,high,https://www.leggimenu.it/menu/dagiacomocraftbeer/163787,2026-05-31T09:14:42Z
beer_bottle,Birra Bottiglia,Yakima Trip American Ipa 7% [33 cl.],IPA alta fermentazione,6.4,menu,Al Chiosco Da Giacomo Birre Artigianali,,Milano,45.445095,9.223566,leggimenu,high,https://www.leggimenu.it/menu/dagiacomocraftbeer/163787,2026-05-31T09:14:42Z
beer_bottle,Birra Bottiglia,EI.APHUS Ipa,,6.5,menu,FOD,"Via Paolo Sarpi, 53, Milano, Italia",Milano,45.480983,9.173182,leggimenu,high,https://www.leggimenu.it/menu/barfod/8381,2026-05-31T09:14:42Z
beer_bottle,Birra Bottiglia,"Neipa Birra New England IPA - 6,5% Crak [33 cl]",IPA alta fermentazione,6.5,menu,Al Chiosco Da Giacomo Birre Artigianali,,Milano,45.445095,9.223566,leggimenu,high,https://www.leggimenu.it/menu/dagiacomocraftbeer/163787,2026-05-31T09:14:42Z
beer_bottle,Birra Bottiglia,PILSNER URQUELL,BIRRE ALLA SPINA,6.5,menu,"Mulberry st, San Donato",Via Alfonsine 40 a San Donato Milanese,Milano,45.4008,9.2669,menudigitale,high,https://www.menudigitale.io/mulberry-sandonatomil-ristopub/,2026-05-31T09:40:52Z
beer_bottle,Birra Bottiglia,Make West Coast Ipa latt Prod.Ritual Lab 6.5% vol. [33 cl],IPA alta fermentazione,6.9,menu,Al Chiosco Da Giacomo Birre Artigianali,,Milano,45.445095,9.223566,leggimenu,high,https://www.leggimenu.it/menu/dagiacomocraftbeer/163787,2026-05-31T09:14:42Z
beer_bottle,Birra Bottiglia,IPA ArtigianAli (chiedere alla cassa),Birre in Bottiglia,7.0,menu,Los Locos,Via Novara 196 20153 Milano,Milano,45.486303,9.080195,leggimenu,high,https://www.leggimenu.it/menu/loslocosmilano/265708,2026-05-31T09:14:42Z
beer_bottle,Birra Bottiglia,Stella Artois - PREMIUM LAGER 5% vol.,,7.0,menu,LiQUIDO Rooftop Bar,Via Giovanni Battista Pirelli 5B 20124 Milano,Milano,45.484065,9.196656,leggimenu,high,https://www.leggimenu.it/menu/liquido/115266,2026-05-31T09:14:42Z
beer_bottle,Birra Bottiglia,birra artigianale le Canapaie tre fiori bionda,,7.0,menu,FOD,"Via Paolo Sarpi, 53, Milano, Italia",Milano,45.480983,9.173182,leggimenu,high,https://www.leggimenu.it/menu/barfod/8381,2026-05-31T09:14:42Z
