source,venue_name,address,city,latitude,longitude,venue_type,target_classification,phone,website,opening_hours,nil_quartiere,all_names,osm_amenity
agent7_pietro,Bar Via ARIOSTO LUDOVICO 22,"Via ARIOSTO LUDOVICO 22, 20145, Milano",Milano,45.470079,9.166176,cafe,TARGET,,,Mo-Su 07:00-20:00,MAGENTA - S. VITTORE,Bar Via ARIOSTO LUDOVICO 22,
agent7_pietro,Bar Via ARSIA 7,"Via ARSIA 7, 20157, Milano",Milano,45.515529,9.127737,cafe,TARGET,,,Mo-Su 07:00-20:00,QUARTO OGGIARO - VIALBA - MUSOCCO,Bar Via ARSIA 7,
agent7_pietro,Bar Via ARZAGA 16,"Via ARZAGA 16, 20146, Milano",Milano,45.456309,9.135666,cafe,TARGET,,,Mo-Su 07:00-20:00,BANDE NERE,Bar Via ARZAGA 16,
agent7_pietro,Bar Via ASTESANI ALESSANDRO 1,"Via ASTESANI ALESSANDRO 1, 20161, Milano",Milano,45.516177,9.171927,cafe,TARGET,,,Mo-Su 07:00-20:00,AFFORI,Bar Via ASTESANI ALESSANDRO 1,
agent7_pietro,Bar Via ASTESANI ALESSANDRO 29,"Via ASTESANI ALESSANDRO 29, 20161, Milano",Milano,45.518688,9.170325,cafe,TARGET,,,Mo-Su 07:00-20:00,AFFORI,Bar Via ASTESANI ALESSANDRO 29,
agent7_pietro,Bar Via AVEZZANA GIUSEPPE 1,"Via AVEZZANA GIUSEPPE 1, 20139, Milano",Milano,45.438318,9.225594,cafe,TARGET,,,Mo-Su 07:00-20:00,LODI - CORVETTO,Bar Via AVEZZANA GIUSEPPE 1,
agent7_pietro,Bar Via BAGAROTTI MAFFEO 40,"Via BAGAROTTI MAFFEO 40, 20152, Milano",Milano,45.456282,9.091129,cafe,TARGET,,,Mo-Su 07:00-20:00,BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA,Bar Via BAGAROTTI MAFFEO 40,
agent7_pietro,Bar Via BARABINO NICOLO' 7,"Via BARABINO NICOLO' 7, 20139, Milano",Milano,45.433665,9.222525,cafe,TARGET,,,Mo-Su 07:00-20:00,LODI - CORVETTO,Bar Via BARABINO NICOLO' 7,
agent7_pietro,Bar Via BARNABA (SAN) 39,"Via BARNABA (SAN) 39, 20122, Milano",Milano,45.46008,9.202874,cafe,TARGET,,,Mo-Su 07:00-20:00,GUASTALLA,Bar Via BARNABA (SAN) 39,
agent7_pietro,Bar Via BELINZAGHI GIULIO 11,"Via BELINZAGHI GIULIO 11, 20159, Milano",Milano,45.495891,9.18779,cafe,TARGET,,,Mo-Su 07:00-20:00,ISOLA,Bar Via BELINZAGHI GIULIO 11,
agent7_pietro,Bar Via BELLINI GENTILE 2,"Via BELLINI GENTILE 2, 20146, Milano",Milano,45.450963,9.142695,cafe,TARGET,,,Mo-Su 07:00-20:00,GIAMBELLINO,Bar Via BELLINI GENTILE 2,
agent7_pietro,Bar Via BENACO 32,"Via BENACO 32, 20139, Milano",Milano,45.442134,9.212773,cafe,TARGET,,,Mo-Su 07:00-20:00,SCALO ROMANA,Bar Via BENACO 32,
agent7_pietro,Bar Via BERGAMO 12A,"Via BERGAMO 12A, 20135, Milano",Milano,45.45657,9.208462,cafe,TARGET,,,Mo-Su 07:00-20:00,XXII MARZO,Bar Via BERGAMO 12A,
agent7_pietro,Bar Via BERTACCHI GIOVANNI 2,"Via BERTACCHI GIOVANNI 2, 20136, Milano",Milano,45.44955,9.180279,cafe,TARGET,,,Mo-Su 07:00-20:00,PORTA TICINESE - CONCA DEL NAVIGLIO,Bar Via BERTACCHI GIOVANNI 2,
agent7_pietro,Bar Via BESSARIONE 12,"Via BESSARIONE 12, 20139, Milano",Milano,45.439839,9.215793,cafe,TARGET,,,Mo-Su 07:00-20:00,LODI - CORVETTO,Bar Via BESSARIONE 12,
agent7_pietro,Bar Via BIANCA DI SAVOIA 19,"Via BIANCA DI SAVOIA 19, 20122, Milano",Milano,45.452214,9.191232,cafe,TARGET,,,Mo-Su 07:00-20:00,PORTA VIGENTINA - PORTA LODOVICA,Bar Via BIANCA DI SAVOIA 19,
agent7_pietro,Bar Via BIONDI EZIO 5,"Via BIONDI EZIO 5, 20154, Milano",Milano,45.48726,9.160367,cafe,TARGET,,,Mo-Su 07:00-20:00,SARPI,Bar Via BIONDI EZIO 5,
agent7_pietro,Bar Via BISCEGLIE,"Via BISCEGLIE, 20152, Milano",Milano,45.448215,9.119674,cafe,TARGET,,,Mo-Su 07:00-20:00,LORENTEGGIO,Bar Via BISCEGLIE,
agent7_pietro,Bar Via BOIFAVA PIETRO 74A,"Via BOIFAVA PIETRO 74A, 20142, Milano",Milano,45.426231,9.176126,cafe,TARGET,,,Mo-Su 07:00-20:00,STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA,Bar Via BOIFAVA PIETRO 74A,
agent7_pietro,Bar Via BOTTICELLI SANDRO 6,"Via BOTTICELLI SANDRO 6, 20133, Milano",Milano,45.473256,9.22536,cafe,TARGET,,,Mo-Su 07:00-20:00,CITTA' STUDI,Bar Via BOTTICELLI SANDRO 6,
agent7_pietro,Bar Via BRAGA GAETANO 2,"Via BRAGA GAETANO 2, 20125, Milano",Milano,45.492876,9.206226,cafe,TARGET,,,Mo-Su 07:00-20:00,STAZIONE CENTRALE - PONTE SEVESO,Bar Via BRAGA GAETANO 2,
agent7_pietro,Bar Via BRAIDA (DELLA) 5,"Via BRAIDA (DELLA) 5, 20122, Milano",Milano,45.454401,9.202059,cafe,TARGET,,,Mo-Su 07:00-20:00,GUASTALLA,Bar Via BRAIDA (DELLA) 5,
agent7_pietro,Bar Via BRESSANONE 8P01,"Via BRESSANONE 8P01, 20151, Milano",Milano,45.498681,9.129209,cafe,TARGET,,,Mo-Su 07:00-20:00,MAGGIORE - MUSOCCO - CERTOSA,Bar Via BRESSANONE 8 | Bar Via BRESSANONE 8P01,
agent7_pietro,Bar Via BRIOSCHI FRANCESCO 100,"Via BRIOSCHI FRANCESCO 100, 20141, Milano",Milano,45.438152,9.181991,cafe,TARGET,,,Mo-Su 07:00-20:00,TIBALDI,Bar Via BRIOSCHI FRANCESCO 93 | Bar Via BRIOSCHI FRANCESCO 100,
agent7_pietro,Bar Via BRIOSCHI FRANCESCO 42,"Via BRIOSCHI FRANCESCO 42, 20136, Milano",Milano,45.44406,9.180891,cafe,TARGET,,,Mo-Su 07:00-20:00,PORTA TICINESE - CONCA DEL NAVIGLIO,Bar Via BRIOSCHI FRANCESCO 42,
agent7_pietro,Bar Via BRIZI EUGENIO 4,"Via BRIZI EUGENIO 4, 20139, Milano",Milano,45.438048,9.229059,cafe,TARGET,,,Mo-Su 07:00-20:00,LODI - CORVETTO,Bar Via BRIZI EUGENIO 4,
agent7_pietro,Bar Via BRONZINO 21,"Via BRONZINO 21, 20133, Milano",Milano,45.477603,9.219299,cafe,TARGET,,,Mo-Su 07:00-20:00,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE,Bar Via BRONZINO 21,
agent7_pietro,Bar Via BRONZINO 7,"Via BRONZINO 7, 20133, Milano",Milano,45.476136,9.21933,cafe,TARGET,,,Mo-Su 07:00-20:00,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE,Bar Via BRONZINO 7,
agent7_pietro,Bar Via BUSONI FERRUCCIO 12,"Via BUSONI FERRUCCIO 12, 20137, Milano",Milano,45.458478,9.222867,cafe,TARGET,,,Mo-Su 07:00-20:00,UMBRIA - MOLISE - CALVAIRATE,Bar Via BUSONI FERRUCCIO 12,
agent7_pietro,Bar Via CABELLA BARTOLOMEO 51,"Via CABELLA BARTOLOMEO 51, 20152, Milano",Milano,45.45819,9.09036,cafe,TARGET,,,Mo-Su 07:00-20:00,BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA,Bar Via CABELLA BARTOLOMEO 51,
agent7_pietro,Bar Via CABELLA BARTOLOMEO 6,"Via CABELLA BARTOLOMEO 6, 20152, Milano",Milano,45.45981,9.095009,cafe,TARGET,,,Mo-Su 07:00-20:00,BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA,Bar Via CABELLA BARTOLOMEO 6,
agent7_pietro,Bar Via CADIBONA 16,"Via CADIBONA 16, 20137, Milano",Milano,45.453519,9.226184,cafe,TARGET,,,Mo-Su 07:00-20:00,ORTOMERCATO,Bar Via CADIBONA 16,
agent7_pietro,Bar Via CADOLINI GIOVANNI 39,"Via CADOLINI GIOVANNI 39, 20137, Milano",Milano,45.446976,9.221558,cafe,TARGET,,,Mo-Su 07:00-20:00,UMBRIA - MOLISE - CALVAIRATE,Bar Via CADOLINI GIOVANNI 39,
agent7_pietro,Bar Via CADORE 22,"Via CADORE 22, 20135, Milano",Milano,45.458523,9.212863,cafe,TARGET,,,Mo-Su 07:00-20:00,XXII MARZO,Bar Via CADORE 22,
agent7_pietro,Bar Via CALDERA 21,"Via CALDERA 21, 20153, Milano",Milano,45.477999,9.101871,cafe,TARGET,,,Mo-Su 07:00-20:00,QUARTO CAGNINO,Bar Via CALDERA 21,
agent7_pietro,Bar Via CALINDRI ERNESTO 6,"Via CALINDRI ERNESTO 6, 20143, Milano",Milano,45.442413,9.161383,cafe,TARGET,,,Mo-Su 07:00-20:00,MONCUCCO - SAN CRISTOFORO,Bar Via CALINDRI ERNESTO 6,
agent7_pietro,Bar Via CANALETTO 11,"Via CANALETTO 11, 20133, Milano",Milano,45.469359,9.228591,cafe,TARGET,,,Mo-Su 07:00-20:00,CITTA' STUDI,Bar Via CANALETTO 11,
agent7_pietro,Bar Via CAPECELATRO ALFONSO 55,"Via CAPECELATRO ALFONSO 55, 20148, Milano",Milano,45.47232,9.128057,cafe,TARGET,,,Mo-Su 07:00-20:00,STADIO - IPPODROMI,Bar Via CAPECELATRO ALFONSO 55,
agent7_pietro,Bar Via CAPECELATRO ALFONSO 81,"Via CAPECELATRO ALFONSO 81, 20148, Milano",Milano,45.474237,9.125312,cafe,TARGET,,,Mo-Su 07:00-20:00,STADIO - IPPODROMI,Bar Via CAPECELATRO ALFONSO 81,
agent7_pietro,Bar Via CARACCIOLO FRANCESCO 62,"Via CARACCIOLO FRANCESCO 62, 20155, Milano",Milano,45.490932,9.161298,cafe,TARGET,,,Mo-Su 07:00-20:00,GHISOLFA,Bar Via CARACCIOLO FRANCESCO 62,
agent7_pietro,Bar Via CARACCIOLO FRANCESCO 90,"Via CARACCIOLO FRANCESCO 90, 20155, Milano",Milano,45.492831,9.164209,cafe,TARGET,,,Mo-Su 07:00-20:00,GHISOLFA,Bar Via CARACCIOLO FRANCESCO 90,
agent7_pietro,Bar Via CARDINALE MEZZOFANTI 20,"Via CARDINALE MEZZOFANTI 20, 20133, Milano",Milano,45.463851,9.235305,cafe,TARGET,,,Mo-Su 07:00-20:00,CORSICA,Bar Via CARDINALE MEZZOFANTI 20,
agent7_pietro,Bar Via CARDINALE MEZZOFANTI 29,"Via CARDINALE MEZZOFANTI 29, 20133, Milano",Milano,45.465174,9.234959,cafe,TARGET,,,Mo-Su 07:00-20:00,CORSICA,Bar Via CARDINALE MEZZOFANTI 29,
agent7_pietro,Bar Via CARDINALE MEZZOFANTI 4,"Via CARDINALE MEZZOFANTI 4, 20133, Milano",Milano,45.462663,9.235305,cafe,TARGET,,,Mo-Su 07:00-20:00,CORSICA,Bar Via CARDINALE MEZZOFANTI 4,
agent7_pietro,Bar Via CARNEVALI ANTONIO 84,"Via CARNEVALI ANTONIO 84, 20158, Milano",Milano,45.502596,9.168935,cafe,TARGET,,,Mo-Su 07:00-20:00,BOVISA,Bar Via CARNEVALI ANTONIO 84,
agent7_pietro,Bar Via CARPI EUGENIO 24,"Via CARPI EUGENIO 24, 20131, Milano",Milano,45.487548,9.233361,cafe,TARGET,,,Mo-Su 07:00-20:00,LORETO - CASORETTO - NOLO,Bar Via CARPI EUGENIO 24,
agent7_pietro,Bar Via CASATI FELICE 1,"Via CASATI FELICE 1, 20124, Milano",Milano,45.477153,9.206906,cafe,TARGET,,,Mo-Su 07:00-20:00,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE,Bar Via CASATI FELICE 1,
agent7_pietro,Bar Via CASCINA BAROCCO 1,"Via CASCINA BAROCCO 1, 20152, Milano",Milano,45.460737,9.108758,cafe,TARGET,,,Mo-Su 07:00-20:00,FORZE ARMATE,Bar Via CASCINA BAROCCO 1 | Bar Via CASCINA BAROCCO 3,
agent7_pietro,Bar Via CASCINA BAROCCO 9,"Via CASCINA BAROCCO 9, 20152, Milano",Milano,45.461592,9.108437,cafe,TARGET,,,Mo-Su 07:00-20:00,FORZE ARMATE,Bar Via CASCINA BAROCCO 9,
agent7_pietro,Bar Via CASTELBARCO GIAN CARLO 3,"Via CASTELBARCO GIAN CARLO 3, 20136, Milano",Milano,45.449469,9.186165,cafe,TARGET,,,Mo-Su 07:00-20:00,PORTA VIGENTINA - PORTA LODOVICA,Bar Via CASTELBARCO GIAN CARLO 3,
agent7_pietro,Bar Via CASTELLANZA 10,"Via CASTELLANZA 10, 20151, Milano",Milano,45.500346,9.110174,cafe,TARGET,,,Mo-Su 07:00-20:00,Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO,Bar Via CASTELLANZA 10,
agent7_pietro,Bar Via CENNI QUINTO 11,"Via CENNI QUINTO 11, 20147, Milano",Milano,45.468828,9.123881,cafe,TARGET,,,Mo-Su 07:00-20:00,FORZE ARMATE,Bar Via CENNI QUINTO 11,
agent7_pietro,Bar Via CEVEDALE,"Via CEVEDALE, 20158, Milano",Milano,45.507496,9.170818,cafe,TARGET,,,Mo-Su 07:00-20:00,DERGANO,Bar Via CEVEDALE,
agent7_pietro,Bar Via CHERUBINI FRANCESCO 3N09,"Via CHERUBINI FRANCESCO 3N09, 20145, Milano",Milano,45.467217,9.159219,cafe,TARGET,,,Mo-Su 07:00-20:00,PAGANO,Bar Via CHERUBINI FRANCESCO 3N09,
agent7_pietro,Bar Via CHIESA ROSSA (DELLA) 53,"Via CHIESA ROSSA (DELLA) 53, 20142, Milano",Milano,45.431667,9.17298,cafe,TARGET,,,Mo-Su 07:00-20:00,STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA,Bar Via CHIESA ROSSA (DELLA) 53,
agent7_pietro,Bar Via CHOPIN FEDERICO 111,"Via CHOPIN FEDERICO 111, 20141, Milano",Milano,45.425385,9.203836,cafe,TARGET,,,Mo-Su 07:00-20:00,VIGENTINO - Q.RE FATIMA,Bar Via CHOPIN FEDERICO 111,
agent7_pietro,Bar Via CICERI VISCONTI LAURA 6,"Via CICERI VISCONTI LAURA 6, 20137, Milano",Milano,45.454968,9.220171,cafe,TARGET,,,Mo-Su 07:00-20:00,UMBRIA - MOLISE - CALVAIRATE,Bar Via CICERI VISCONTI LAURA 6,
agent7_pietro,Bar Via CICLAMINI (DEI) 23,"Via CICLAMINI (DEI) 23, 20147, Milano",Milano,45.455418,9.128389,cafe,TARGET,,,Mo-Su 07:00-20:00,LORENTEGGIO,Bar Via CICLAMINI (DEI) 23,
agent7_pietro,Bar Via CIGNOLI (DEI) 1,"Via CIGNOLI (DEI) 1, 20151, Milano",Milano,45.495594,9.134078,cafe,TARGET,,,Mo-Su 07:00-20:00,VILLAPIZZONE - CAGNOLA - BOLDINASCO,Bar Via CIGNOLI (DEI) 1,
agent7_pietro,Bar Via CINQUE MAGGIO 11,"Via CINQUE MAGGIO 11, 20157, Milano",Milano,45.509751,9.132638,cafe,TARGET,,,Mo-Su 07:00-20:00,QUARTO OGGIARO - VIALBA - MUSOCCO,Bar Via CINQUE MAGGIO 11,
agent7_pietro,Bar Via COLLEONI BARTOLOMEO 14,"Via COLLEONI BARTOLOMEO 14, 20149, Milano",Milano,45.482256,9.152622,cafe,TARGET,,,Mo-Su 07:00-20:00,PORTELLO,Bar Via COLLEONI BARTOLOMEO 14,
agent7_pietro,Bar Via COMASINA 115,"Via COMASINA 115, 20161, Milano",Milano,45.530874,9.162036,cafe,TARGET,,,Mo-Su 07:00-20:00,COMASINA,Bar Via COMASINA 115,
agent7_pietro,Bar Via COMPAGNONI GIUSEPPE 10,"Via COMPAGNONI GIUSEPPE 10, 20129, Milano",Milano,45.464319,9.221656,cafe,TARGET,,,Mo-Su 07:00-20:00,XXII MARZO,Bar Via COMPAGNONI GIUSEPPE 10,
agent7_pietro,Bar Via COMPAGNONI GIUSEPPE 8,"Via COMPAGNONI GIUSEPPE 8, 20129, Milano",Milano,45.463932,9.221652,cafe,TARGET,,,Mo-Su 07:00-20:00,XXII MARZO,Bar Via COMPAGNONI GIUSEPPE 8,
agent7_pietro,Bar Via CORELLI ARCANGELO 56,"Via CORELLI ARCANGELO 56, 20134, Milano",Milano,45.47102,9.253343,cafe,TARGET,,,Mo-Su 07:00-20:00,PARCO FORLANINI - CAVRIANO,Bar Via CORELLI ARCANGELO 56 | Bar Via CORELLI ARCANGELO 42,
agent7_pietro,Bar Via COSENZ ENRICO 54,"Via COSENZ ENRICO 54, 20158, Milano",Milano,45.507492,9.162378,cafe,TARGET,,,Mo-Su 07:00-20:00,BOVISA,Bar Via COSENZ ENRICO 54,
agent7_pietro,Bar Via COSTA ANDREA 21,"Via COSTA ANDREA 21, 20131, Milano",Milano,45.487746,9.220711,cafe,TARGET,,,Mo-Su 07:00-20:00,LORETO - CASORETTO - NOLO,Bar Via COSTA ANDREA 21,
agent7_pietro,Bar Via COZZI ROBERTO 3,"Via COZZI ROBERTO 3, 20125, Milano",Milano,45.507852,9.207734,cafe,TARGET,,,Mo-Su 07:00-20:00,GRECO - SEGNANO,Bar Via COZZI ROBERTO 3,
agent7_pietro,Bar Via CRISTOFORO FRA' 1,"Via CRISTOFORO FRA' 1, 20142, Milano",Milano,45.436248,9.173718,cafe,TARGET,,,Mo-Su 07:00-20:00,STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA,Bar Via CRISTOFORO FRA' 1,
agent7_pietro,Bar Via CUORE IMMACOLATO DI MARIA 12A,"Via CUORE IMMACOLATO DI MARIA 12A, 20141, Milano",Milano,45.435906,9.195516,cafe,TARGET,,,Mo-Su 07:00-20:00,VIGENTINO - Q.RE FATIMA,Bar Via CUORE IMMACOLATO DI MARIA 12A,
agent7_pietro,Bar Via CUSAGO 47,"Via CUSAGO 47, 20153, Milano",Milano,45.461358,9.083322,cafe,TARGET,,,Mo-Su 07:00-20:00,BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA,Bar Via CUSAGO 47,
agent7_pietro,Bar Via DE ANGELIS MICHELE 15,"Via DE ANGELIS MICHELE 15, 20162, Milano",Milano,45.506754,9.193217,cafe,TARGET,,,Mo-Su 07:00-20:00,NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI,Bar Via DE ANGELIS MICHELE 15,
agent7_pietro,Bar Via DE CRISTOFORIS CARLO,"Via DE CRISTOFORIS CARLO, 20124, Milano",Milano,45.481638,9.18937,cafe,TARGET,,,Mo-Su 07:00-20:00,PORTA GARIBALDI - PORTA NUOVA,Bar Via DE CRISTOFORIS CARLO,
agent7_pietro,Bar Via DE MARCHI EMILIO 59,"Via DE MARCHI EMILIO 59, 20125, Milano",Milano,45.503685,9.21146,cafe,TARGET,,,Mo-Su 07:00-20:00,GRECO - SEGNANO,Bar Via DE MARCHI EMILIO 59,
agent7_pietro,Bar Via DE SANCTIS FRANCESCO 74,"Via DE SANCTIS FRANCESCO 74, 20141, Milano",Milano,45.435996,9.184113,cafe,TARGET,,,Mo-Su 07:00-20:00,STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA,Bar Via DE SANCTIS FRANCESCO 74,
agent7_pietro,Bar Via DELFICO MELCHIORRE 31,"Via DELFICO MELCHIORRE 31, 20155, Milano",Milano,45.494388,9.162769,cafe,TARGET,,,Mo-Su 07:00-20:00,GHISOLFA,Bar Via DELFICO MELCHIORRE 31,
agent7_pietro,Bar Via DOBERDO' 19,"Via DOBERDO' 19, 20126, Milano",Milano,45.519021,9.223884,cafe,TARGET,,,Mo-Su 07:00-20:00,GORLA - PRECOTTO,Bar Via DOBERDO' 19,
agent7_pietro,Bar Via DOMOKOS 4,"Via DOMOKOS 4, 20147, Milano",Milano,45.468477,9.125672,cafe,TARGET,,,Mo-Su 07:00-20:00,FORZE ARMATE,Bar Via DOMOKOS 4,
agent7_pietro,Bar Via DON RODRIGO 6,"Via DON RODRIGO 6, 20142, Milano",Milano,45.433863,9.172156,cafe,TARGET,,,Mo-Su 07:00-20:00,STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA,Bar Via DON RODRIGO 6,
agent7_pietro,Bar Via EDOLO 28,"Via EDOLO 28, 20125, Milano",Milano,45.493641,9.207005,cafe,TARGET,,,Mo-Su 07:00-20:00,STAZIONE CENTRALE - PONTE SEVESO,Bar Via EDOLO 28,
agent7_pietro,Bar Via EL ALAMEIN 24,"Via EL ALAMEIN 24, 20157, Milano",Milano,45.516663,9.15552,cafe,TARGET,,,Mo-Su 07:00-20:00,BOVISASCA,Bar Via EL ALAMEIN 24,
agent7_pietro,Bar Via ERITREA 64N03,"Via ERITREA 64N03, 20157, Milano",Milano,45.512559,9.137241,cafe,TARGET,,,Mo-Su 07:00-20:00,QUARTO OGGIARO - VIALBA - MUSOCCO,Bar Via ERITREA 64N03,
agent7_pietro,Bar Via EUSTACHI BARTOLOMEO 28,"Via EUSTACHI BARTOLOMEO 28, 20129, Milano",Milano,45.476658,9.214969,cafe,TARGET,,,Mo-Su 07:00-20:00,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE,Bar Via EUSTACHI BARTOLOMEO 28,
agent7_pietro,Bar Via EUSTACHI BARTOLOMEO 32,"Via EUSTACHI BARTOLOMEO 32, 20129, Milano",Milano,45.476952,9.214674,cafe,TARGET,,,Mo-Su 07:00-20:00,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE,Bar Via EUSTACHI BARTOLOMEO 32 | Bar Via EUSTACHI BARTOLOMEO 25,
agent7_pietro,Bar Via FAA' DI BRUNO EMILIO 20,"Via FAA' DI BRUNO EMILIO 20, 20137, Milano",Milano,45.451296,9.223182,cafe,TARGET,,,Mo-Su 07:00-20:00,UMBRIA - MOLISE - CALVAIRATE,Bar Via FAA' DI BRUNO EMILIO 20,
agent7_pietro,Bar Via FABRIANO 3,"Via FABRIANO 3, 20161, Milano",Milano,45.515466,9.176211,cafe,TARGET,,,Mo-Su 07:00-20:00,AFFORI,Bar Via FABRIANO 3,
agent7_pietro,Bar Via FARINI CARLO 63,"Via FARINI CARLO 63, 20159, Milano",Milano,45.492867,9.18445,cafe,TARGET,,,Mo-Su 07:00-20:00,ISOLA,Bar Via FARINI CARLO 63,
agent7_pietro,Bar Via FARINI CARLO 93,"Via FARINI CARLO 93, 20159, Milano",Milano,45.497124,9.186291,cafe,TARGET,,,Mo-Su 07:00-20:00,ISOLA,Bar Via FARINI CARLO 93,
agent7_pietro,Bar Via FARUFFINI FEDERICO 3,"Via FARUFFINI FEDERICO 3, 20149, Milano",Milano,45.466992,9.149544,cafe,TARGET,,,Mo-Su 07:00-20:00,DE ANGELI - MONTE ROSA,Bar Via FARUFFINI FEDERICO 3,
agent7_pietro,Bar Via FARUFFINI FEDERICO 43,"Via FARUFFINI FEDERICO 43, 20149, Milano",Milano,45.469845,9.145791,cafe,TARGET,,,Mo-Su 07:00-20:00,DE ANGELI - MONTE ROSA,Bar Via FARUFFINI FEDERICO 43,
agent7_pietro,Bar Via FAVRETTO GIACOMO 15,"Via FAVRETTO GIACOMO 15, 20146, Milano",Milano,45.45765,9.151655,cafe,TARGET,,,Mo-Su 07:00-20:00,PORTA MAGENTA,Bar Via FAVRETTO GIACOMO 15,
agent7_pietro,Bar Via FERABOLI ACHILLE 15,"Via FERABOLI ACHILLE 15, 20142, Milano",Milano,45.413784,9.173317,cafe,TARGET,,,Mo-Su 07:00-20:00,GRATOSOGLIO - Q.RE MISSAGLIA - Q.RE TERRAZZE,Bar Via FERABOLI ACHILLE 15,
agent7_pietro,Bar Via FERRERA (DELLA) 18,"Via FERRERA (DELLA) 18, 20142, Milano",Milano,45.440577,9.135702,cafe,TARGET,,,Mo-Su 07:00-20:00,RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO,Bar Via FERRERA (DELLA) 18,
agent7_pietro,Bar Via FERRIERI ENZO 16,"Via FERRIERI ENZO 16, 20153, Milano",Milano,45.477504,9.090945,cafe,TARGET,,,Mo-Su 07:00-20:00,QUINTO ROMANO,Bar Via FERRIERI ENZO 16,
agent7_pietro,Bar Via FIAMMA GALVANO 40,"Via FIAMMA GALVANO 40, 20129, Milano",Milano,45.466938,9.211419,cafe,TARGET,,,Mo-Su 07:00-20:00,XXII MARZO,Bar Via FIAMMA GALVANO 40,
agent7_pietro,Bar Via FIORDALISI (DEI) 2,"Via FIORDALISI (DEI) 2, 20146, Milano",Milano,45.450486,9.137282,cafe,TARGET,,,Mo-Su 07:00-20:00,BANDE NERE,Bar Via FIORDALISI (DEI) 2,
agent7_pietro,Bar Via FOLLI EGIDIO 43,"Via FOLLI EGIDIO 43, 20134, Milano",Milano,45.486027,9.248333,cafe,TARGET,,,Mo-Su 07:00-20:00,LAMBRATE - ORTICA,Bar Via FOLLI EGIDIO 43,
agent7_pietro,Bar Via FOLLI EGIDIO 6,"Via FOLLI EGIDIO 6, 20134, Milano",Milano,45.485658,9.244116,cafe,TARGET,,,Mo-Su 07:00-20:00,LAMBRATE - ORTICA,Bar Via FOLLI EGIDIO 6,
agent7_pietro,Bar Via FONTANA 3,"Via FONTANA 3, 20122, Milano",Milano,45.461997,9.203814,cafe,TARGET,,,Mo-Su 07:00-20:00,GUASTALLA,Bar Via FONTANA 3,
agent7_pietro,Bar Via FONTANELLI ACHILLE 9,"Via FONTANELLI ACHILLE 9, 20161, Milano",Milano,45.524727,9.173966,cafe,TARGET,,,Mo-Su 07:00-20:00,BRUZZANO,Bar Via FONTANELLI ACHILLE 9,
agent7_pietro,Bar Via FONTANILI (DEI) 26,"Via FONTANILI (DEI) 26, 20141, Milano",Milano,45.440586,9.192132,cafe,TARGET,,,Mo-Su 07:00-20:00,MORIVIONE,Bar Via FONTANILI (DEI) 26,
agent7_pietro,Bar Via FORLANINI CARLO 20,"Via FORLANINI CARLO 20, 20133, Milano",Milano,45.471726,9.232839,cafe,TARGET,,,Mo-Su 07:00-20:00,CITTA' STUDI,Bar Via FORLANINI CARLO 20,
agent7_pietro,Bar Via FORLANINI CARLO 5,"Via FORLANINI CARLO 5, 20133, Milano",Milano,45.471879,9.231156,cafe,TARGET,,,Mo-Su 07:00-20:00,CITTA' STUDI,Bar Via FORLANINI CARLO 5,
agent7_pietro,Bar Via FORNARI PASQUALE 44,"Via FORNARI PASQUALE 44, 20146, Milano",Milano,45.461466,9.144752,cafe,TARGET,,,Mo-Su 07:00-20:00,BANDE NERE,Bar Via FORNARI PASQUALE 44,
agent7_pietro,Bar Via FORZE ARMATE (DELLE) 19,"Via FORZE ARMATE (DELLE) 19, 20147, Milano",Milano,45.463302,9.137583,cafe,TARGET,,,Mo-Su 07:00-20:00,BANDE NERE,Bar Via FORZE ARMATE (DELLE) 19,
agent7_pietro,Bar Via FORZE ARMATE (DELLE) 246,"Via FORZE ARMATE (DELLE) 246, 20152, Milano",Milano,45.460431,9.108122,cafe,TARGET,,,Mo-Su 07:00-20:00,FORZE ARMATE,Bar Via FORZE ARMATE (DELLE) 246,
agent7_pietro,Bar Via FORZE ARMATE (DELLE) 260,"Via FORZE ARMATE (DELLE) 260, 20152, Milano",Milano,45.459909,9.104967,cafe,TARGET,,,Mo-Su 07:00-20:00,FORZE ARMATE,Bar Via FORZE ARMATE (DELLE) 260,
