source_platform,source_venue_id,venue_name,venue_url,address,city,province,region,postal_code,latitude,longitude,categories,barber_category,price_tier,rating,rating_count,phone,website,booking_provider,extraction_status,retrieved_at,vertical
fresha,linda-piscopo-make-up-artist-arzano-via-alfredo-pecchia-160-x4s0vsmm,Linda Piscopo Make Up Artist,https://www.fresha.com/a/linda-piscopo-make-up-artist-arzano-via-alfredo-pecchia-160-x4s0vsmm,Via Alfredo Pecchia 160,Arzano,,Campania,,40.91717529296875,14.2672758102417,Sopracciglia e ciglia,unisex,,,,+39 379 123 9874,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,little-beauty-campo-di-marte-firenze-via-castelfidardo-yngzjepi,Little Beauty - Campo di Marte,https://www.fresha.com/a/little-beauty-campo-di-marte-firenze-via-castelfidardo-yngzjepi,Via Castelfidardo,Firenze,,Toscana,,43.78226089477539,11.289142608642578,Salone di bellezza,unisex,,5,89,+39 055 269 7146,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,little-beauty-firenze-centro-firenze-via-ventisette-aprile-49r-xkjapfyu,Little Beauty - Firenze Centro,https://www.fresha.com/a/little-beauty-firenze-centro-firenze-via-ventisette-aprile-49r-xkjapfyu,Via Ventisette Aprile 49R,Firenze,,Toscana,,43.77937698364258,11.254877090454102,Unghie,unisex,,4.9,112,+39 055 010 7190,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,little-beauty-porta-romana-firenze-via-senese-hfvv5m6g,Little Beauty - Porta Romana,https://www.fresha.com/a/little-beauty-porta-romana-firenze-via-senese-hfvv5m6g,Via Senese,Firenze,,Toscana,,43.759521484375,11.241491317749023,Salone di bellezza,unisex,,5,20,+39 055 010 8568,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,livorno-dread-barber-studio-livorno-piazza-della-repubblica-cyckeint,Livorno/ Dread Barber Studio,https://www.fresha.com/a/livorno-dread-barber-studio-livorno-piazza-della-repubblica-cyckeint,Piazza della Repubblica,Livorno,,Toscana,,43.55238723754883,10.313721656799316,Barbiere,barber,,4.9,469,+39 0586 424076,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,locarno-siam-massage-locarno-via-bernardino-luini-18-btyx1oe5,Locarno Siam Massage,https://www.fresha.com/a/locarno-siam-massage-locarno-via-bernardino-luini-18-btyx1oe5,Via Bernardino Luini 18,Locarno,,Ticino,,46.16823196411133,8.796845436096191,Massaggi,unisex,,4.9,226,+41 77 423 53 84,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,lofficina-del-capello-sanremo-corso-guglielmo-marconi-p2kuc6z2,L’officina Del Capello,https://www.fresha.com/a/lofficina-del-capello-sanremo-corso-guglielmo-marconi-p2kuc6z2,Corso Guglielmo Marconi,Sanremo,,Liguria,,43.80534362792969,7.7483110427856445,Parrucchiere,unisex,,5,39,+39 338 920 7619,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,lonato-cc-il-leone-little-italy-barbershop-lonato-via-mantova-cq3at6p4,Lonato - cc Il Leone | Little Italy Barbershop,https://www.fresha.com/a/lonato-cc-il-leone-little-italy-barbershop-lonato-via-mantova-cq3at6p4,Via Mantova,Lonato,,Lombardia,,45.431644439697266,10.51468276977539,Barbiere,barber,,4.9,2540,+39 030 915 8101,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,angel-face-wellness-milano-via-gaspare-spontini-3-zugvre2e,Angel Face & Wellness,https://www.fresha.com/a/angel-face-wellness-milano-via-gaspare-spontini-3-zugvre2e,Via Gaspare Spontini 3,Milano,,Lombardia,,45.48209762573242,9.213308334350586,Sopracciglia e ciglia,unisex,,5,1,+39 327 349 7958,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,angela-airtouch-modena-viale-l-a-muratori-141-mf82lrvt,Angela_Airtouch,https://www.fresha.com/a/angela-airtouch-modena-viale-l-a-muratori-141-mf82lrvt,Viale L. A. Muratori 141,Modena,,Emilia-romagna,,44.639801025390625,10.929657936096191,Parrucchiere,unisex,,,,+39 351 975 8126,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,angelarobustellihair-castel-san-giorgio-sa-via-francesco-iannello-qemdx2fs,Angelarobustellihair,https://www.fresha.com/a/angelarobustellihair-castel-san-giorgio-sa-via-francesco-iannello-qemdx2fs,Via Francesco Iannello,Castel San Giorgio SA,,Campania,,40.78106689453125,14.6986083984375,Parrucchiere,unisex,,,,+39 377 331 7266,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,animo-nails-studio-bassano-del-grappa-bassano-del-grappa-strada-marchesane-81-kfrmswx3,ANIMO NAILS STUDIO,https://www.fresha.com/a/animo-nails-studio-bassano-del-grappa-bassano-del-grappa-strada-marchesane-81-kfrmswx3,"Bassano del Grappa, Strada Marchesane 81",Bassano Del Grappa,,Veneto,,45.75517654418945,11.70324420928955,Unghie,unisex,,5,100,+39 388 401 7536,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,anna-franciosi-hair-spa-beauty-roma-via-farsalo-24-yak152vd,Anna Franciosi Hair Spa & Beauty,https://www.fresha.com/a/anna-franciosi-hair-spa-beauty-roma-via-farsalo-24-yak152vd,Via Farsalo 24,Roma,,Lazio,,41.88315200805664,12.504178047180176,Parrucchiere,unisex,,,,+39 348 918 4490,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,annamaria-hairdresser-siracusa-viale-zecchino-l7udzbtr,Annamaria Hairdresser,https://www.fresha.com/a/annamaria-hairdresser-siracusa-viale-zecchino-l7udzbtr,Viale Zecchino ,Siracusa,,Sicilia,,37.086185455322266,15.285141944885254,Parrucchiere,unisex,,4.9,54,+39 391 380 6137,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,annarosa-estetica-femminile-arzano-traversa-iii-sette-re-15-17-onwxhcgu,AnnaRosa Estetica Femminile,https://www.fresha.com/a/annarosa-estetica-femminile-arzano-traversa-iii-sette-re-15-17-onwxhcgu,Traversa III Sette Re 15/17,Arzano,,Campania,,40.917362213134766,14.270767211914062,Salone di bellezza,salon_donna,,5,32,+39 351 349 0252,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,anthea-mulier-hair-beauty-corsico-via-alessandro-volta-o64eeret,Anthea Mulier - Hair & Beauty,https://www.fresha.com/a/anthea-mulier-hair-beauty-corsico-via-alessandro-volta-o64eeret,Via Alessandro Volta,Corsico,,Lombardia,,45.44472122192383,9.105025291442871,Parrucchiere,unisex,,5,1553,+39 02 450 3710,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,antonio-cecco-barber-torre-annunziata-via-terragneta-ks2rdbrx,antonio cecco barber,https://www.fresha.com/a/antonio-cecco-barber-torre-annunziata-via-terragneta-ks2rdbrx,Via Terragneta,Torre Annunziata,,Campania,,40.745361328125,14.465472221374512,Barbiere,barber,,5,1,+39 346 513 1071,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,antonio-dantonio-massaggiatore-olistico-lazio-via-tommaso-traetta-5b0b8z6u,Antonio D'Antonio Massaggiatore Olistico,https://www.fresha.com/a/antonio-dantonio-massaggiatore-olistico-lazio-via-tommaso-traetta-5b0b8z6u,Via Tommaso Traetta,Lazio,,Lazio,,41.75526809692383,12.380219459533691,Massaggi,unisex,,5,166,+39 375 621 9812,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,antonio-dantonio-via-attio-labeone-26-tuscolana-roma-via-attio-labeone-f54qpzic,"Antonio D'Antonio via Attio Labeone 26, Tuscolana",https://www.fresha.com/a/antonio-dantonio-via-attio-labeone-26-tuscolana-roma-via-attio-labeone-f54qpzic,Via Attio Labeone,Roma,,Lazio,,41.85326385498047,12.565425872802734,Massaggi,unisex,,5,62,+39 375 621 9812,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,argentino-il-barbiere-cercola-corso-domenico-riccardi-l8oilfue,Argentino Il Barbiere,https://www.fresha.com/a/argentino-il-barbiere-cercola-corso-domenico-riccardi-l8oilfue,Corso Domenico Riccardi,Cercola,,Campania,,40.857276916503906,14.352787971496582,Barbiere,barber,,5,205,+39 338 885 9365,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,argentino-parrucchieri-cercola-corso-domenico-riccardi-aqo0jp20,ARGENTINO PARRUCCHIERI,https://www.fresha.com/a/argentino-parrucchieri-cercola-corso-domenico-riccardi-aqo0jp20,corso Domenico Riccardi,Cercola,,Napoli,,40.85049819946289,14.353516578674316,Parrucchiere,unisex,,4.8,63,+39 333 865 7104,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,aria-beauty-nails-grottaglie-via-piero-gobetti-2a-cudljf8w,Aria Beauty & Nails,https://www.fresha.com/a/aria-beauty-nails-grottaglie-via-piero-gobetti-2a-cudljf8w,Via Piero Gobetti 2a,Grottaglie,,Puglia,,40.53668212890625,17.440622329711914,Unghie,unisex,,5,426,+39 099 450 5269,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,arii-nails-trecastagni-via-arcangelo-reitano-13-bxt37n0l,arii.nails__,https://www.fresha.com/a/arii-nails-trecastagni-via-arcangelo-reitano-13-bxt37n0l,Via Arcangelo Reitano 13,Trecastagni,,Sicilia,,37.6180305480957,15.078373908996582,Unghie,unisex,,,,+39 389 135 6690,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,armonia-di-un-massaggio-bastia-umbra-via-bastiola-lp4mszdl,Armonia Di Un Massaggio,https://www.fresha.com/a/armonia-di-un-massaggio-bastia-umbra-via-bastiola-lp4mszdl,Via Bastiola,Bastia Umbra,,Umbria,,43.075714111328125,12.547094345092773,Salone di bellezza,unisex,,,,+39 333 944 3018,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,armonia-parrucchieri-ossi-ossi-via-muros-128-n7c0dium,Armonia Parrucchieri Ossi,https://www.fresha.com/a/armonia-parrucchieri-ossi-ossi-via-muros-128-n7c0dium,Via Muros 128,Ossi,,Sardegna,,40.67087173461914,8.598820686340332,Parrucchiere,unisex,,5,71,+39 351 555 2509,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,ars-beautyhouse-roma-via-gadames-11-citwe06m,ARS Beautyhouse,https://www.fresha.com/a/ars-beautyhouse-roma-via-gadames-11-citwe06m,Via Gadames 11,Roma,,Lazio,,41.93097686767578,12.519281387329102,Parrucchiere,unisex,,5,1,+39 329 351 0635,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,art-de-venus-imola-via-serraglio-19-lq5xg8g2,Art De Venus,https://www.fresha.com/a/art-de-venus-imola-via-serraglio-19-lq5xg8g2,Via Serraglio 19,Imola,,Emilia-romagna,,44.36625289916992,11.725006103515625,Salone di bellezza,unisex,,5,2,+39 327 611 5917,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,artehair-parrucchieri-morlupo-via-antonio-gramsci-via-a-gramsci-otdr0vhw,Artehair Parrucchieri,https://www.fresha.com/a/artehair-parrucchieri-morlupo-via-antonio-gramsci-via-a-gramsci-otdr0vhw,"Via Antonio Gramsci, Via A. Gramsci ",Morlupo,,Lazio,,42.147186279296875,12.500329971313477,Parrucchiere,unisex,,4.9,22,+39 379 174 2205,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,artehair-parrucchieri-roma-via-ezio-sciamanna-can5cle0,Artehair Parrucchieri,https://www.fresha.com/a/artehair-parrucchieri-roma-via-ezio-sciamanna-can5cle0,Via Ezio Sciamanna,Roma,,Lazio,,41.92107009887695,12.417649269104004,Parrucchiere,unisex,,5,13,+39 379 326 0526,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,artemis-beauty-tattoo-studio-di-peirone-diana-cuneo-via-gustavo-ponza-di-san-martino-6-kckb5z33,Artemis Beauty Tattoo Studio di Peirone Diana ,https://www.fresha.com/a/artemis-beauty-tattoo-studio-di-peirone-diana-cuneo-via-gustavo-ponza-di-san-martino-6-kckb5z33,Via Gustavo Ponza di San Martino 6,Cuneo,,Piemonte,,44.39034652709961,7.547171115875244,Tatuaggi e piercing,unisex,,5,106,+39 346 647 3858,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,artestetica-sagl-lugano-via-zurigo-d4jz6qc5,Artestetica Sagl,https://www.fresha.com/a/artestetica-sagl-lugano-via-zurigo-d4jz6qc5,Via Zurigo,Lugano,,Ticino,,46.011714935302734,8.954066276550293,MedSpa,unisex,,5,161,+41 91 921 40 30,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,artist-lab-parrucchieri-nardo-via-concordato-uaflx89u,Artist Lab Parrucchieri,https://www.fresha.com/a/artist-lab-parrucchieri-nardo-via-concordato-uaflx89u,Via Concordato,Nardò,,Puglia,,40.1750602722168,18.02734375,Parrucchiere,unisex,,5,471,+39 0833 572056,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,arya-hair-salon-triggiano-via-cesare-battisti-225-vdy4o1mp,Arya Hair Salon,https://www.fresha.com/a/arya-hair-salon-triggiano-via-cesare-battisti-225-vdy4o1mp,Via Cesare Battisti 225,Triggiano,,Puglia,,41.06120681762695,16.928430557250977,Barbiere,barber,,5,10,+39 347 411 8716,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,ascona-siam-massage-spa-ascona-viale-monte-verita-10-znjuqc1f,Ascona Siam Massage Spa,https://www.fresha.com/a/ascona-siam-massage-spa-ascona-viale-monte-verita-10-znjuqc1f,Viale Monte Verità 10,Ascona,,Ticino,,46.15708541870117,8.770166397094727,Massaggi,unisex,,5,411,+41 77 423 53 84,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,asia-nails-san-martino-in-strada-san-martino-in-strada-via-vittorio-emanuele-n1o86ult,Asia Nails,https://www.fresha.com/a/asia-nails-san-martino-in-strada-san-martino-in-strada-via-vittorio-emanuele-n1o86ult,"San Martino in Strada, Via Vittorio Emanuele",San Martino In Strada,,Lombardia,,45.269317626953125,9.52956485748291,Unghie,unisex,,,,+39 324 846 9347,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,atelier-di-bellezza-pistoia-via-padre-giovanni-antonelli-434-o9t805le,Atelier Di Bellezza,https://www.fresha.com/a/atelier-di-bellezza-pistoia-via-padre-giovanni-antonelli-434-o9t805le,Via Padre Giovanni Antonelli 434,Pistoia,,Toscana,,43.95133972167969,10.939148902893066,Salone di bellezza,unisex,,,,+39 391 478 8380,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,aurea-estetica-benessere-napoli-via-canzanella-vecchia-58-jsj88wiu,Aurea estetica & benessere,https://www.fresha.com/a/aurea-estetica-benessere-napoli-via-canzanella-vecchia-58-jsj88wiu,Via Canzanella Vecchia 58,Napoli,,Campania,,40.82988357543945,14.205190658569336,Unghie,unisex,,,,+39 331 528 5168,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,aurum-estetica-esclusiva-lunico-centro-specializzato-babyboomer-in-ticino-muralto-via-san-gottardo-20-vfzyeff5,Aurum Estetica Esclusiva | L'Unico Centro Specializzato Babyboomer in Ticino,https://www.fresha.com/a/aurum-estetica-esclusiva-lunico-centro-specializzato-babyboomer-in-ticino-muralto-via-san-gottardo-20-vfzyeff5,Via San Gottardo 20,Muralto,,Ticino,,46.17411804199219,8.806334495544434,Unghie,unisex,,5,66,+41 77 498 12 43,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,avelino-barbershop-centro-parma-strada-della-repubblica-48-qzz0n2gp,AVELINO Barbershop CENTRO,https://www.fresha.com/a/avelino-barbershop-centro-parma-strada-della-repubblica-48-qzz0n2gp,Strada della Repubblica 48,Parma,,Emilia-romagna,,44.800514221191406,10.333284378051758,Barbiere,barber,,5,406,+39 351 425 0398,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,avelino-barbershop-lemignano-lemignano-via-giuseppe-di-vittorio-50-ix4goeqd,AVELINO Barbershop LEMIGNANO,https://www.fresha.com/a/avelino-barbershop-lemignano-lemignano-via-giuseppe-di-vittorio-50-ix4goeqd,Via Giuseppe di Vittorio 50,Lemignano,,Emilia-romagna,,44.7716178894043,10.264410018920898,Barbiere,barber,,5,593,+39 351 425 0398,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,b-g-il-barbiere-bergamo-via-giovanni-battista-moroni-nzk810wq,B.G. Il barbiere,https://www.fresha.com/a/b-g-il-barbiere-bergamo-via-giovanni-battista-moroni-nzk810wq,Via Giovanni Battista Moroni,Bergamo,,Lombardia,,45.68520736694336,9.657368659973145,Barbiere,barber,,5,300,+39 348 121 2736,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,bad-boys-barbers-modena-calle-di-luca-17-nefwsa1h,Bad Boys Barbers,https://www.fresha.com/a/bad-boys-barbers-modena-calle-di-luca-17-nefwsa1h,Calle di Luca 17,Modena,,Emilia-romagna,,44.64344787597656,10.920869827270508,Barbiere,barber,,,,+39 389 880 5784,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,balance-acconia-via-giovanni-pascoli-59-qzgth3iv,Balance,https://www.fresha.com/a/balance-acconia-via-giovanni-pascoli-59-qzgth3iv,Via Giovanni Pascoli 59,Acconia,,Calabria,,38.835811614990234,16.263216018676758,Barbiere,barber,,,,+39 351 318 6082,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,baldini-parrucchieri-milano-via-rembrandt-9-qp4lpad4,Baldini parrucchieri,https://www.fresha.com/a/baldini-parrucchieri-milano-via-rembrandt-9-qp4lpad4,Via Rembrandt 9,Milano,,Lombardia,,45.467201232910156,9.138567924499512,Parrucchiere,unisex,,,,+39 380 647 7380,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,balestra-beauty-forme-ferrara-viale-cavour-pycbl5f3,Balestra Beauty ForMe,https://www.fresha.com/a/balestra-beauty-forme-ferrara-viale-cavour-pycbl5f3,Viale Cavour,Ferrara,,Emilia-romagna,,44.842857360839844,11.60959243774414,Salone di bellezza,unisex,,5,26,+39 0532 095210,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,elite-beauty-salon-roma-via-veientana-vetere-255-zrhh0dd4,Èlite beauty Salon,https://www.fresha.com/a/elite-beauty-salon-roma-via-veientana-vetere-255-zrhh0dd4,Via Veientana Vetere 255,Roma,,Lazio,,41.98960876464844,12.486005783081055,Parrucchiere,unisex,,4.8,6,+39 06 6921 6219,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,elite-laser-de-angeli-milano-via-parmigianino-17-kll405wp,Elite Laser De Angeli,https://www.fresha.com/a/elite-laser-de-angeli-milano-via-parmigianino-17-kll405wp,Via Parmigianino 17,Milano,,Lombardia,,45.4670524597168,9.146806716918945,Centro epilazione,unisex,,4.9,64,+39 392 153 0190,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,elite-nails-monterotondo-monterotondo-metropolitan-city-of-rome-capital-via-salaria-234-m974zzd0,Elite Nails Monterotondo,https://www.fresha.com/a/elite-nails-monterotondo-monterotondo-metropolitan-city-of-rome-capital-via-salaria-234-m974zzd0,"Metropolitan City of Rome Capital, Via Salaria 234",Monterotondo,,Lazio,,42.05693817138672,12.581135749816895,Salone di bellezza,unisex,,4.9,13,+39 392 074 7908,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,elite-nails-morlupo-morlupo-via-san-pellegrino-8-zv0hkvf7,Elite Nails Morlupo,https://www.fresha.com/a/elite-nails-morlupo-morlupo-via-san-pellegrino-8-zv0hkvf7,Via San Pellegrino 8,Morlupo,,Lazio,,42.144500732421875,12.491003036499023,Unghie,unisex,,5,23,+39 351 776 6476,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,elite-soave-via-san-lorenzo-msv5wozq,Elite,https://www.fresha.com/a/elite-soave-via-san-lorenzo-msv5wozq,Via San Lorenzo,soave,,Veneto,,45.414634704589844,11.254396438598633,MedSpa,unisex,,5,401,+39 392 014 8219,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,elixhair-cagliari-via-pasquale-tola-5-uwbr9p4a,Elixhair,https://www.fresha.com/a/elixhair-cagliari-via-pasquale-tola-5-uwbr9p4a,Via Pasquale Tola 5,Cagliari,,Sardegna,,39.21984100341797,9.124192237854004,Parrucchiere,unisex,,5,169,+39 070 349 5247,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,elixir-estetica-beauty-firenze-piazza-giampietro-vieusseux-ce6z9nvp,Elixir - Estetica & Beauty,https://www.fresha.com/a/elixir-estetica-beauty-firenze-piazza-giampietro-vieusseux-ce6z9nvp,Piazza Giampietro Vieusseux,Firenze,,Toscana,,43.78969192504883,11.248363494873047,Unghie,unisex,,4.9,107,+39 055 019 5866,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,emanuele-capasso-santanastasia-piazza-madonna-dellarco-wh4tk3gl,Emanuele Capasso,https://www.fresha.com/a/emanuele-capasso-santanastasia-piazza-madonna-dellarco-wh4tk3gl,Piazza Madonna dell'Arco,Sant'anastasia,,Campania,,40.87021255493164,14.390435218811035,Barbiere,barber,,5,19,+39 351 267 4381,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,emma-make-up-and-brow-studio-san-zeno-naviglio-viale-sandro-pertini-28-fyzty8rr,Emma Make Up And Brow Studio,https://www.fresha.com/a/emma-make-up-and-brow-studio-san-zeno-naviglio-viale-sandro-pertini-28-fyzty8rr,Viale Sandro Pertini 28,San Zeno Naviglio,,Lombardia,,45.49394226074219,10.215215682983398,Sopracciglia e ciglia,unisex,,,,+39 334 136 2498,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,emmecisport-roma-rome-metropolitan-city-of-rome-capital-via-pellaro-1-aw3oqeug,EmmeciSport,https://www.fresha.com/a/emmecisport-roma-rome-metropolitan-city-of-rome-capital-via-pellaro-1-aw3oqeug,"Rome, Metropolitan City of Rome Capital, Via Pellaro 1",Roma,,Lazio,,41.83393096923828,12.575984954833984,Massaggi,unisex,,5,4,+39 333 544 7179,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,encapture-hair-salon-more-como-via-cinque-giornate-10-fyyyzyv4,Encapture Hair Salon More,https://www.fresha.com/a/encapture-hair-salon-more-como-via-cinque-giornate-10-fyyyzyv4,Via Cinque Giornate 10,Como,,Lombardia,,45.81123733520508,9.082733154296875,Parrucchiere,unisex,,5,12,+39 031 718 5961,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,enza-costantino-salon-beauty-carlentini-nord-via-etnea-208-210-w5pqj8qs,Enza Costantino Salon Beauty,https://www.fresha.com/a/enza-costantino-salon-beauty-carlentini-nord-via-etnea-208-210-w5pqj8qs,Via Etnea 208-210,Carlentini Nord,,Sicilia,,37.292503356933594,15.001180648803711,Parrucchiere,unisex,,5,61,+39 095 883 5380,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,enzoizz-napoli-viale-aldo-merola-czzh8tq0,Enzoizz,https://www.fresha.com/a/enzoizz-napoli-viale-aldo-merola-czzh8tq0,Viale Aldo Merola,Napoli,,Campania,,40.85911178588867,14.34261417388916,Barbiere,barber,,,,+39 351 060 5052,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,ep-barber-deluxe-fiuggi-via-capo-i-prati-fc2u691n,EP BARBER DELUXE,https://www.fresha.com/a/ep-barber-deluxe-fiuggi-via-capo-i-prati-fc2u691n,Via Capo i Prati,Fiuggi,,Lazio,,41.78443908691406,13.232733726501465,Barbiere,barber,,,,+39 334 948 3284,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,epilea-milano-milano-via-bergognone-lqcm2zfh,Epilea Milano,https://www.fresha.com/a/epilea-milano-milano-via-bergognone-lqcm2zfh,Via Bergognone,Milano,,Lombardia,,45.45585250854492,9.162652969360352,MedSpa,unisex,,,,+39 335 600 3536,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,epilnails-mantova-mantova-viale-gorizia-9-tds1sj3f,Epilnails Mantova,https://www.fresha.com/a/epilnails-mantova-mantova-viale-gorizia-9-tds1sj3f,Viale Gorizia 9,Mantova,,Lombardia,,45.15125274658203,10.779254913330078,Spa e sauna,unisex,,,,+39 0376 324074,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,epnails-san-biagio-via-giovanni-amendola-sv0p4zin,EpNails,https://www.fresha.com/a/epnails-san-biagio-via-giovanni-amendola-sv0p4zin,Via Giovanni Amendola,San Biagio,,Emilia-romagna,,44.58414077758789,11.864283561706543,Unghie,unisex,,5,96,+39 320 901 6407,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,eq-nails-fondi-via-vincenzo-gioberti-hm93bu06,EQ Nails,https://www.fresha.com/a/eq-nails-fondi-via-vincenzo-gioberti-hm93bu06,Via Vincenzo Gioberti,Fondi,,Lazio,,41.353919982910156,13.432589530944824,Unghie,unisex,,,,+39 351 911 7767,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,era-male-image-parma-via-michelangelo-anselmi-qrp9d11b,.ERA Male Image,https://www.fresha.com/a/era-male-image-parma-via-michelangelo-anselmi-qrp9d11b,Via Michelangelo Anselmi,Parma,,Emilia-romagna,,44.81178665161133,10.317633628845215,Barbiere,barber,,5,1251,+39 346 984 8916,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,erik-barbershop-dro-piazza-repubblica-vyqc7xt2,Erik Barbershop,https://www.fresha.com/a/erik-barbershop-dro-piazza-repubblica-vyqc7xt2,Piazza Repubblica,Dro,,Trentino-alto Adige,,45.95497512817383,10.90908432006836,Parrucchiere,barber,,,,+39 349 733 7728,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,errenne-hair-evo-tricarico-via-pie-del-prato-wkee0b0p,Errenne Hair Evo,https://www.fresha.com/a/errenne-hair-evo-tricarico-via-pie-del-prato-wkee0b0p,Via piè del prato,Tricarico,,Basilicata,,40.622222900390625,16.14645767211914,Barbiere,barber,,,,+39 329 589 8480,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,ess-centro-estetico-catania-viale-alcide-de-gasperi-y5v6qm3j,ESS CENTRO ESTETICO,https://www.fresha.com/a/ess-centro-estetico-catania-viale-alcide-de-gasperi-y5v6qm3j,Viale Alcide De Gasperi ,Catania,,Sicilia,,37.5210075378418,15.109597206115723,Unghie,unisex,,5,221,+39 349 496 6409,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,essence-beauty-paradiso-via-delle-scuole-dmstnjn9,Essence Beauty,https://www.fresha.com/a/essence-beauty-paradiso-via-delle-scuole-dmstnjn9,Via Delle Scuole ,Paradiso,,Ticino,,45.98814010620117,8.944994926452637,MedSpa,unisex,,4.9,58,+41 76 281 45 90,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,este-beauty-point-catania-piazza-europa-o22g9290,EstÈ beauty point,https://www.fresha.com/a/este-beauty-point-catania-piazza-europa-o22g9290,Piazza Europa,Catania,,Sicilia,,37.51710510253906,15.10495662689209,Massaggi,unisex,,,,+39 392 146 3889,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,estetica-beauty-and-care-losone-via-locarno-58-jwl8ceyb,Estetica Beauty and Care,https://www.fresha.com/a/estetica-beauty-and-care-losone-via-locarno-58-jwl8ceyb,Via Locarno 58,Losone,,Ticino,,46.16498565673828,8.767815589904785,Spa e sauna,unisex,,4.8,18,+41 79 649 40 05,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,estetica-beauty-palace-rimini-via-gaspare-broglio-ahywz2ut,Estetica Beauty Palace,https://www.fresha.com/a/estetica-beauty-palace-rimini-via-gaspare-broglio-ahywz2ut,Via Gaspare Broglio,Rimini,,Emilia-romagna,,44.05549621582031,12.555495262145996,Salone di bellezza,unisex,,,,+39 389 615 2209,,fresha,ok,2026-06-02T12:56:20Z,barber
