venue_id,venue_name,venue_url,menu_url,address,city,latitude,longitude,categories,price_tier,rating,opening_hours,extraction_status,source_provider,retrieved_at
gV3iU9sC6,Eppol,https://www.mycia.it/menu/milano/eppol-gV3iU9sC6,https://www.mycia.it/menu/milano/eppol-gV3iU9sC6,"Via Marcello Malpighi, 7, Milano, MI, Italia",Milano,45.4748433,9.2074628,PREMIUM COCKTAIL BAR,€€,,Lunedì 07:30 - 01:00 | Martedì 07:30 - 01:00 | Mercoledì 07:30 - 01:00 | Giovedì 07:30 - 01:00 | Venerdì 07:30 - 01:00 | Sabato 08:30 - 01:00 | Domenica 08:30 - 01:00,ok_with_menu,mycia,2026-05-30T17:23:43.578824+00:00
Gs1yT8yar,Estilo Livre,https://www.mycia.it/menu/milano/estilo-livre-Gs1yT8yar,https://www.mycia.it/menu/milano/estilo-livre-Gs1yT8yar,"Via Lecco, 22, 20124 Milano, Milano MI, Italia",Milano,45.4785924,9.2059872,Bistrot,€€,,Lunedì 12:00 - 14:30 / 18:00 - 00:00 | Martedì 12:00 - 14:30 / 18:00 - 23:30 | Mercoledì 12:00 - 14:30 / 18:00 - 23:30 | Giovedì 12:00 - 14:30 / 18:00 - 23:30 | Venerdì 12:00 - 14:30 / 18:00 - 23:30 | Sabato 12:00 - 14:30 / 18:00 - 23:30 | Domenica Chiuso,filtered_out,mycia,2026-05-30T17:23:45.204901+00:00
bea0fb149,Eugenio Boer Ristorante Bu:r,https://www.mycia.it/menu/milano/eugenio-boer-ristorante-bu-r-bea0fb149,https://www.mycia.it/menu/milano/eugenio-boer-ristorante-bu-r-bea0fb149,"Via Giuseppe Mercalli, 22, 20122 Milano MI, Italia",Milano,45.4553556,9.1895245,Ristorante,€€,,Lunedì Chiuso | Martedì 19:30 - 22:30 | Mercoledì 19:30 - 22:30 | Giovedì 19:30 - 22:30 | Venerdì 19:30 - 22:30 | Sabato 19:30 - 22:30 | Domenica 19:30 - 22:30,filtered_out,mycia,2026-05-30T17:23:46.743266+00:00
llBQ6zJf8,Fabbrica del Grano,https://www.mycia.it/menu/milano/fabbrica-del-grano-llBQ6zJf8,https://www.mycia.it/menu/milano/fabbrica-del-grano-llBQ6zJf8,"Corso Garibaldi, 26, 20121 Milano, MI, Italia",Milano,45.4739576,9.1836804,Ristorante,€€,,Lunedì Chiuso | Martedì 10:00 - 22:00 | Mercoledì 10:00 - 22:00 | Giovedì 10:00 - 22:00 | Venerdì 10:00 - 22:00 | Sabato 10:00 - 22:00 | Domenica 10:00 - 18:00,filtered_out,mycia,2026-05-30T17:23:48.281622+00:00
o0a6CStJu,Fabbrica Pizzeria,https://www.mycia.it/menu/milano/fabbrica-pizzeria-o0a6CStJu,https://www.mycia.it/menu/milano/fabbrica-pizzeria-o0a6CStJu,"Alzaia Naviglio Grande, 70, 20144 Milano, Italia",Milano,45.4509143,9.1692193,Pizzeria,€,,Lunedì 12:00 - 15:00 / 19:00 - 01:00 | Martedì 12:00 - 15:00 / 19:00 - 01:00 | Mercoledì 12:00 - 15:00 / 19:00 - 01:00 | Giovedì 12:00 - 15:00 / 19:00 - 01:00 | Venerdì 12:00 - 15:00 / 19:00 - 01:00 | Sabato 12:00 - 15:00 / 19:00 - 01:00 | Domenica 12:00 - 15:00 / 19:00 - 01:00,filtered_out,mycia,2026-05-30T17:23:49.828148+00:00
53Vy8HanS,Fairouz - Buonarroti,https://www.mycia.it/menu/milano/fairouz-buonarroti-53Vy8HanS,https://www.mycia.it/menu/milano/fairouz-buonarroti-53Vy8HanS,"Via Michelangelo Buonarroti, 16, Milano, MI, Italia",Milano,45.4690934,9.1558082,Ristorante,€€,,Lunedì 12:00 - 15:00 / 19:00 - 23:30 | Martedì Chiuso | Mercoledì 12:00 - 15:00 / 19:00 - 23:30 | Giovedì 12:00 - 15:00 / 19:00 - 23:30 | Venerdì 12:00 - 15:00 / 19:00 - 23:30 | Sabato 12:00 - 15:00 / 19:00 - 23:30 | Domenica 12:00 - 15:00 / 19:00 - 23:30,filtered_out,mycia,2026-05-30T17:23:51.369013+00:00
qeXAdAnRc,Fairouz - Cornalia,https://www.mycia.it/menu/milano/fairouz-cornalia-qeXAdAnRc,https://www.mycia.it/menu/milano/fairouz-cornalia-qeXAdAnRc,"Via Emilio Cornalia, 12, 20124 Milano, MI, Italia",Milano,45.4829432,9.1972498,Ristorante,€€,,Lunedì Chiuso | Martedì 12:00 - 15:00 / 19:00 - 23:30 | Mercoledì 12:00 - 15:00 / 19:00 - 23:30 | Giovedì 12:00 - 15:00 / 19:00 - 23:30 | Venerdì 12:00 - 15:00 / 19:00 - 23:30 | Sabato 12:00 - 15:00 / 19:00 - 23:30 | Domenica 12:00 - 15:00 / 19:00 - 23:30,filtered_out,mycia,2026-05-30T17:23:52.912980+00:00
5QAwmlvfg,Famoso Fusion dal 1988,https://www.mycia.it/menu/milano/famoso-fusion-dal-1988-5QAwmlvfg,https://www.mycia.it/menu/milano/famoso-fusion-dal-1988-5QAwmlvfg,"Viale Abruzzi, 76, 20131 Milano, Milano MI, Italia",Milano,45.4830969,9.2173347,"Ristorante, Sushi",€€,,Lunedì Chiuso | Martedì 12:00 - 14:30 / 19:00 - 23:00 | Mercoledì 12:00 - 14:30 / 19:00 - 23:00 | Giovedì 12:00 - 14:30 / 19:00 - 23:00 | Venerdì 12:00 - 14:30 / 19:00 - 23:00 | Sabato 12:00 - 14:30 / 19:00 - 23:00 | Domenica 12:00 - 14:30 / 19:00 - 23:00,filtered_out,mycia,2026-05-30T17:23:54.468965+00:00
DCrCb8XWJ,Felice a Testaccio,https://www.mycia.it/menu/milano/felice-a-testaccio-DCrCb8XWJ,https://www.mycia.it/menu/milano/felice-a-testaccio-DCrCb8XWJ,"Via del Torchio, 4, 20123 Milano, Milano MI, Italia",Milano,45.4603697,9.1809017,"Ristorante, Trattoria",€€,,Lunedì 12:30 - 15:00 / 19:15 - 22:15 | Martedì 12:30 - 15:00 / 19:15 - 22:15 | Mercoledì 12:30 - 15:00 / 19:15 - 22:15 | Giovedì 12:30 - 15:00 / 19:15 - 22:15 | Venerdì 12:30 - 15:00 / 19:15 - 22:15 | Sabato 12:30 - 15:00 / 19:15 - 22:15 | Domenica 12:30 - 15:00 / 19:15 - 22:15,filtered_out,mycia,2026-05-30T17:23:56.007538+00:00
0fzQK2uNG,Felix,https://www.mycia.it/menu/milano/felix-0fzQK2uNG,https://www.mycia.it/menu/milano/felix-0fzQK2uNG,"Via Filippo Argelati, 1, Milano, MI, Italia",Milano,45.4514483,9.1743036,"Cafè, Cocktail Bar, Pub",€€,,Lunedì 08:00 - 02:00 | Martedì 08:00 - 02:00 | Mercoledì 08:00 - 02:00 | Giovedì 08:00 - 02:00 | Venerdì 08:00 - 02:00 | Sabato 08:00 - 02:00 | Domenica 08:00 - 02:00,ok_no_menu,mycia,2026-05-30T17:23:57.545421+00:00
gfbFV9YZM,FìGod Save The Food Duomo,https://www.mycia.it/menu/milano/figod-save-the-food-duomo-gfbFV9YZM,https://www.mycia.it/menu/milano/figod-save-the-food-duomo-gfbFV9YZM,"Piazza del Duomo, 20122 Milano MI, Italia",Milano,45.4646927,9.1889986,"Cocktail Bar, Ristorante",€€,,Lunedì 09:30 - 22:00 | Martedì 09:30 - 22:00 | Mercoledì 09:30 - 22:00 | Giovedì 09:30 - 22:00 | Venerdì 09:30 - 22:00 | Sabato 09:30 - 22:00 | Domenica 10:00 - 22:00,ok_with_menu,mycia,2026-05-30T17:23:59.084670+00:00
oYOYIhF3O,Finger's Garden,https://www.mycia.it/menu/milano/finger-s-garden-oYOYIhF3O,https://www.mycia.it/menu/milano/finger-s-garden-oYOYIhF3O,"Via Giovanni Keplero, 2, 20124 Milano, MI, Italia",Milano,45.4927728,9.1988059,Sushi,€€€€,,Lunedì 20:00 - 23:00 | Martedì 20:00 - 23:00 | Mercoledì 20:00 - 23:00 | Giovedì 20:00 - 23:00 | Venerdì 20:00 - 23:00 | Sabato 20:00 - 00:00 | Domenica 20:00 - 23:45,filtered_out,mycia,2026-05-30T17:24:00.633326+00:00
d10d74ee3,FininFondo,https://www.mycia.it/menu/milano/fininfondo-d10d74ee3,https://www.mycia.it/menu/milano/fininfondo-d10d74ee3,"Ripa di Porta Ticinese, 69, 20143 Milano, MI, Italia",Milano,45.4504031,9.1693498,"Cocktail Bar, Ristorante",€€,,Lunedì 12:00 - 15:00 / 17:30 - 00:00 | Martedì 12:00 - 15:00 / 17:30 - 00:00 | Mercoledì 12:00 - 15:00 / 17:30 - 00:00 | Giovedì 12:00 - 15:00 / 17:30 - 00:00 | Venerdì 12:00 - 15:00 / 17:30 - 00:00 | Sabato 19:00 - 00:00 | Domenica 12:00 - 00:00,ok_with_menu,mycia,2026-05-30T17:24:02.172187+00:00
tRWyTLkkq,Fiore Di Mare,https://www.mycia.it/menu/milano/fiore-di-mare-tRWyTLkkq,https://www.mycia.it/menu/milano/fiore-di-mare-tRWyTLkkq,"Via Sardegna, 26, 20146 Milano, MI, Italia",Milano,45.463086,9.1516443,"Pizzeria, Ristorante, Steak House",€€,,Lunedì 12:00 - 15:00 / 19:00 - 23:00 | Martedì 12:00 - 15:00 / 19:00 - 23:00 | Mercoledì 12:00 - 15:00 / 19:00 - 23:00 | Giovedì 12:00 - 15:00 / 19:00 - 23:00 | Venerdì 12:00 - 15:00 / 19:00 - 23:00 | Sabato 12:00 - 15:00 / 19:00 - 23:00 | Domenica 12:00 - 15:00 / 19:00 - 23:00,filtered_out,mycia,2026-05-30T17:24:03.723173+00:00
YlYoNk2UD,Fishbar de Milan,https://www.mycia.it/menu/milano/fishbar-de-milan-YlYoNk2UD,https://www.mycia.it/menu/milano/fishbar-de-milan-YlYoNk2UD,"Via Montebello, 7, Milano, MI, Italia",Milano,45.4752888,9.1891169,Ristorante,€€€€,,Lunedì 12:00 - 15:00 / 20:00 - 00:00 | Martedì 12:00 - 15:00 / 20:00 - 00:00 | Mercoledì 12:00 - 15:00 / 20:00 - 00:00 | Giovedì 12:00 - 15:00 / 20:00 - 00:00 | Venerdì 12:00 - 15:00 / 20:00 - 00:00 | Sabato 12:00 - 15:00 / 20:00 - 00:00 | Domenica 12:00 - 15:00 / 20:00 - 00:00,filtered_out,mycia,2026-05-30T17:24:05.263361+00:00
W2qImknXS,MyCIA,https://www.mycia.it/menu/milano/flagship-W2qImknXS,https://www.mycia.it/menu/milano/flagship-W2qImknXS,,Milano,,,,,,,no_category,mycia,2026-05-30T17:24:06.793081+00:00
AFJlGsF1t,Flow Milano,https://www.mycia.it/menu/milano/flow-milano-AFJlGsF1t,https://www.mycia.it/menu/milano/flow-milano-AFJlGsF1t,"Piazza Borromeo, 5, Milan, Metropolitan City of Milan, Italy",Milano,45.463152,9.1828192,"Bar, Cocktail Bar, Ristorante",€€,,Lunedì 08:00 - 01:00 | Martedì 08:00 - 01:00 | Mercoledì 08:00 - 01:00 | Giovedì 08:00 - 01:00 | Venerdì 08:00 - 02:00 | Sabato 09:00 - 02:00 | Domenica 09:00 - 01:00,ok_with_menu,mycia,2026-05-30T17:24:08.330565+00:00
JnsoKEb1X,FloWine,https://www.mycia.it/menu/milano/flowine-JnsoKEb1X,https://www.mycia.it/menu/milano/flowine-JnsoKEb1X,"Piazza Borromeo, 5, Milano, MI, Italia",Milano,45.4631787,9.1827878,Enoteca,€€,,Lunedì 12:00 - 15:00 / 17:00 - 01:00 | Martedì 12:00 - 15:00 / 17:00 - 01:00 | Mercoledì 12:00 - 15:00 / 17:00 - 01:00 | Giovedì 12:00 - 15:00 / 17:00 - 01:00 | Venerdì 12:00 - 15:00 / 17:00 - 01:00 | Sabato 12:00 - 15:00 / 17:00 - 01:00 | Domenica 12:00 - 15:00 / 17:00 - 01:00,ok_with_menu,mycia,2026-05-30T17:24:09.878332+00:00
7FibI8GYY,Focus - Bracerie Italiane,https://www.mycia.it/menu/milano/focus-bracerie-italiane-7FibI8GYY,https://www.mycia.it/menu/milano/focus-bracerie-italiane-7FibI8GYY,"Piazzale Segrino, 5, 20159 Milano, Milano MI, Italia",Milano,45.4906234,9.1887933,Ristorante,€€,,Lunedì 12:00 - 15:00 / 19:00 - 01:00 | Martedì 12:00 - 15:00 / 18:00 - 01:00 | Mercoledì 12:00 - 15:00 / 18:00 - 01:00 | Giovedì 12:00 - 15:00 / 18:00 - 01:00 | Venerdì 12:00 - 15:00 / 18:00 - 01:00 | Sabato 12:00 - 15:00 / 18:00 - 01:00 | Domenica 12:00 - 15:00 / 18:00 - 01:00,filtered_out,mycia,2026-05-30T17:24:11.456952+00:00
6ubRbWM8o,FOFÒ,https://www.mycia.it/menu/milano/fofo-6ubRbWM8o,https://www.mycia.it/menu/milano/fofo-6ubRbWM8o,"Via Paolo Sarpi, 53, Milano, Italia",Milano,45.4810377,9.1728531,Ristorante,€€,,Lunedì 12:00 - 23:00 | Martedì 12:00 - 23:00 | Mercoledì 12:00 - 23:00 | Giovedì 12:00 - 23:00 | Venerdì 12:00 - 23:00 | Sabato 12:00 - 23:30 | Domenica 12:00 - 23:30,filtered_out,mycia,2026-05-30T17:24:12.993880+00:00
F9Lfz922B,Frank Pummarola,https://www.mycia.it/menu/milano/frank-pummarola-F9Lfz922B,https://www.mycia.it/menu/milano/frank-pummarola-F9Lfz922B,"Via Scoglio di Quarto, 3, Milano, MI, Italia",Milano,45.4518989,9.1785895,"Bar, Ristorante Pizzeria, Steak House",€€,,Lunedì Chiuso | Martedì 19:00 - 01:00 | Mercoledì 12:00 - 15:00 / 19:00 - 01:00 | Giovedì 12:00 - 15:00 / 19:00 - 01:00 | Venerdì 12:00 - 15:00 / 19:00 - 01:00 | Sabato 12:00 - 15:00 / 19:00 - 01:00 | Domenica 12:00 - 15:00 / 19:00 - 01:00,ok_no_menu,mycia,2026-05-30T17:24:14.538441+00:00
YbJ3BDLEw,Fred,https://www.mycia.it/menu/milano/fred-YbJ3BDLEw,https://www.mycia.it/menu/milano/fred-YbJ3BDLEw,"Via Francesco Ingegnoli, 2, Milano, MI, Italia",Milano,45.4863002,9.2317916,PREMIUM COCKTAIL BAR,€€,,Lunedì 17:00 - 01:00 | Martedì 09:00 - 01:00 | Mercoledì 09:00 - 01:00 | Giovedì 09:00 - 01:00 | Venerdì 09:00 - 02:00 | Sabato 09:00 - 02:00 | Domenica 09:00 - 00:00,ok_with_menu,mycia,2026-05-30T17:24:16.086836+00:00
xn4G4Hjlz,Fresco & Cimmino,https://www.mycia.it/menu/milano/fresco-cimmino-xn4G4Hjlz,https://www.mycia.it/menu/milano/fresco-cimmino-xn4G4Hjlz,"Via Ugo Foscolo, 4, Milano, MI, Italia",Milano,45.4652687,9.1910422,"Pizzeria, Trattoria",€€€,,Lunedì 12:00 - 00:00 | Martedì 12:00 - 00:00 | Mercoledì 12:00 - 00:00 | Giovedì 12:00 - 00:00 | Venerdì 12:00 - 00:00 | Sabato 12:00 - 00:00 | Domenica 12:00 - 00:00,filtered_out,mycia,2026-05-30T17:24:17.631896+00:00
VQ0ayuns3,Fresco Trattoria,https://www.mycia.it/menu/milano/fresco-trattoria-VQ0ayuns3,https://www.mycia.it/menu/milano/fresco-trattoria-VQ0ayuns3,"Via Dante, 16, 20121 Milano Milano, Italia",Milano,45.46781,9.1834326,"Pizzeria, Trattoria",€,,Lunedì 10:00 - 23:00 | Martedì 10:00 - 23:00 | Mercoledì 10:00 - 23:00 | Giovedì 10:00 - 23:00 | Venerdì 10:00 - 23:00 | Sabato 10:00 - 23:00 | Domenica 10:00 - 23:00,filtered_out,mycia,2026-05-30T17:24:19.171967+00:00
BWVg7nnDh,Fu Asian Restaurant,https://www.mycia.it/menu/milano/fu-asian-restaurant-BWVg7nnDh,https://www.mycia.it/menu/milano/fu-asian-restaurant-BWVg7nnDh,"Viale Abruzzi, 51, 20129 Milano Milano, Italia",Milano,45.4809363,9.2168252,Sushi,€€€,,Lunedì Chiuso | Martedì 10:00 - 15:00 / 17:00 - 00:00 | Mercoledì 10:00 - 15:00 / 17:00 - 00:00 | Giovedì 10:00 - 15:00 / 17:00 - 00:00 | Venerdì 10:00 - 15:00 / 17:00 - 00:00 | Sabato 10:00 - 15:00 / 17:00 - 00:00 | Domenica 10:00 - 15:00 / 17:00 - 00:00,filtered_out,mycia,2026-05-30T17:24:20.721236+00:00
dfJe0bfI1,Fuel,https://www.mycia.it/menu/milano/fuel-dfJe0bfI1,https://www.mycia.it/menu/milano/fuel-dfJe0bfI1,"Via Festa del Perdono, 8, Milan, Metropolitan City of Milan, Italy",Milano,45.46133,9.1946089,Cocktail Bar,€€,,Lunedì 07:30 - 00:00 | Martedì 07:30 - 00:00 | Mercoledì 07:30 - 00:00 | Giovedì 07:30 - 00:00 | Venerdì 07:30 - 00:00 | Sabato 07:30 - 00:00 | Domenica Chiuso,ok_with_menu,mycia,2026-05-30T17:24:22.257916+00:00
vPQjqVPuD,FUN Food United Nations,https://www.mycia.it/menu/milano/fun-food-united-nations-vPQjqVPuD,https://www.mycia.it/menu/milano/fun-food-united-nations-vPQjqVPuD,"Corso di Porta Romana, 85, 20122 Milano, MI, Italia",Milano,45.4555212,9.1969396,"Bistrot, Ristorante",€,,Lunedì 00:00 - 00:00 / 12:00 - 15:00 | Martedì 12:00 - 15:00 / 19:00 - 22:00 | Mercoledì 12:00 - 15:00 / 19:00 - 22:00 | Giovedì 12:00 - 15:00 / 19:00 - 22:00 | Venerdì 12:00 - 15:00 / 19:00 - 23:00 | Sabato 12:00 - 15:00 / 19:00 - 23:00 | Domenica Chiuso,filtered_out,mycia,2026-05-30T17:24:23.805907+00:00
GT5mwGBzs,Galli Pizza &amp; More,https://www.mycia.it/menu/milano/galli-pizza-amp-more-GT5mwGBzs,https://www.mycia.it/menu/milano/galli-pizza-amp-more-GT5mwGBzs,"Corso Magenta, 78, 20123 Milano MI, Italy",Milano,45.4659071,9.1689936,,€€,,,no_category,mycia,2026-05-30T17:24:25.349750+00:00
3fk5k0u8f,Garage Pizza & Co,https://www.mycia.it/menu/milano/garage-pizza-co-3fk5k0u8f,https://www.mycia.it/menu/milano/garage-pizza-co-3fk5k0u8f,"Corso Sempione, 42, Milano, MI, Italia",Milano,45.4818573,9.1650984,Pizzeria,€€,,Lunedì 12:30 - 14:30 / 19:30 - 00:00 | Martedì 12:30 - 14:30 / 19:30 - 00:00 | Mercoledì 12:30 - 14:30 / 19:30 - 00:00 | Giovedì 12:30 - 14:30 / 19:30 - 00:00 | Venerdì 12:30 - 14:30 / 19:30 - 00:00 | Sabato 19:30 - 01:00 | Domenica 19:30 - 00:00,filtered_out,mycia,2026-05-30T17:24:26.894463+00:00
opByR56lm,Garage pizza & Co,https://www.mycia.it/menu/milano/garage-pizza-co-opByR56lm,https://www.mycia.it/menu/milano/garage-pizza-co-opByR56lm,"Corso Sempione, 42, 20154 Milano, Milano MI, Italia",Milano,45.4818573,9.1650984,Pizzeria,€€,,Lunedì Chiuso | Martedì 12:30 - 14:30 / 19:00 - 23:00 | Mercoledì 12:30 - 14:30 / 19:00 - 23:00 | Giovedì 12:30 - 14:30 / 19:00 - 23:00 | Venerdì 12:30 - 14:30 / 19:00 - 23:00 | Sabato 19:00 - 23:00 | Domenica 19:00 - 23:00,filtered_out,mycia,2026-05-30T17:24:28.440688+00:00
FCSYm1Qor,Gattò Robe e Cucina,https://www.mycia.it/menu/milano/gatto-robe-e-cucina-FCSYm1Qor,https://www.mycia.it/menu/milano/gatto-robe-e-cucina-FCSYm1Qor,"Via Castel Morrone, 10, 20129 Milano, MI, Italia",Milano,45.4698049,9.2150741,Ristorante,€€€,,Lunedì 12:45 - 14:30 / 18:30 - 22:30 | Martedì 12:45 - 14:30 / 18:30 - 22:30 | Mercoledì 12:45 - 14:30 / 18:30 - 22:30 | Giovedì 12:45 - 14:30 / 18:30 - 22:30 | Venerdì 12:45 - 14:30 / 18:30 - 22:30 | Sabato 12:45 - 14:30 / 18:30 - 22:30 | Domenica Chiuso,filtered_out,mycia,2026-05-30T17:24:29.988702+00:00
tQctlMo3l,Gennarì,https://www.mycia.it/menu/milano/gennari-tQctlMo3l,https://www.mycia.it/menu/milano/gennari-tQctlMo3l,"Viale Umbria, 101, Milan, Italie",Milano,45.4574562,9.2169337,Pizzeria,€,,Lunedì 19:00 - 22:30 / 19:00 - 22:30 | Martedì 19:00 - 22:30 / 19:00 - 22:30 | Mercoledì 19:00 - 22:30 / 19:00 - 22:30 | Giovedì 19:00 - 22:30 / 19:00 - 22:30 | Venerdì 19:00 - 22:30 / 19:00 - 22:30 | Sabato 19:00 - 22:30 / 19:00 - 22:30 | Domenica 19:00 - 22:30,filtered_out,mycia,2026-05-30T17:24:31.847891+00:00
GOeSPAYKH,Gerico,https://www.mycia.it/menu/milano/gerico-GOeSPAYKH,https://www.mycia.it/menu/milano/gerico-GOeSPAYKH,"Via Pio IV, 3, Milan, Metropolitan City of Milan, Italy",Milano,45.4586783,9.1817474,Cocktail Bar,€€,,Lunedì Chiuso | Martedì 16:00 - 02:00 | Mercoledì 16:00 - 02:00 | Giovedì 16:00 - 02:00 | Venerdì 16:00 - 02:00 | Sabato 16:00 - 02:00 | Domenica 16:00 - 02:00,ok_with_menu,mycia,2026-05-30T17:24:33.387997+00:00
3AeuL0beV,Gesto,https://www.mycia.it/menu/milano/gesto-3AeuL0beV,https://www.mycia.it/menu/milano/gesto-3AeuL0beV,"Via Giuseppe Sirtori, 15, Milano, MI, Italia",Milano,45.4732801,9.2077526,MIXOLOGY COCKTAIL BAR,€€,,Lunedì Chiuso | Martedì 19:00 - 02:00 | Mercoledì 19:00 - 02:00 | Giovedì 19:00 - 02:00 | Venerdì 19:00 - 02:00 | Sabato 19:00 - 02:00 | Domenica 19:00 - 02:00,ok_with_menu,mycia,2026-05-30T17:24:34.932792+00:00
Tn6GPqq6l,Giappugliese,https://www.mycia.it/menu/milano/giappugliese-Tn6GPqq6l,https://www.mycia.it/menu/milano/giappugliese-Tn6GPqq6l,"Viale Papiniano, 16, Milano, MI, Italia",Milano,45.4598743,9.1659517,"Ristorante, Sushi",€€€,,Lunedì 00:00 - 00:00 / 19:30 - 23:30 | Martedì 00:00 - 00:00 / 19:30 - 23:30 | Mercoledì 12:30 - 14:30 / 19:30 - 23:30 | Giovedì 12:30 - 14:30 / 19:30 - 23:30 | Venerdì 12:30 - 14:30 / 19:30 - 23:30 | Sabato 12:30 - 14:30 / 19:30 - 23:30 | Domenica 12:30 - 14:30 / 19:30 - 23:30,filtered_out,mycia,2026-05-30T17:24:36.486353+00:00
Ovul1wgCD,Giardino di Giada,https://www.mycia.it/menu/milano/giardino-di-giada-Ovul1wgCD,https://www.mycia.it/menu/milano/giardino-di-giada-Ovul1wgCD,"Via Palazzo Reale, 5, 20122 Milano, MI, Italia",Milano,45.4622951,9.1927739,Ristorante,€€,,Lunedì Chiuso | Martedì 12:00 - 14:45 / 19:00 - 23:45 | Mercoledì 12:00 - 14:45 / 19:00 - 23:45 | Giovedì 12:00 - 14:45 / 19:00 - 23:45 | Venerdì 12:00 - 14:45 / 19:00 - 23:45 | Sabato 12:00 - 14:45 / 19:00 - 23:45 | Domenica 12:00 - 14:45 / 19:00 - 23:45,filtered_out,mycia,2026-05-30T17:24:38.030119+00:00
249bb0151,Gino Sorbillo - Gourmand Milano,https://www.mycia.it/menu/milano/gino-sorbillo-gourmand-milano-249bb0151,https://www.mycia.it/menu/milano/gino-sorbillo-gourmand-milano-249bb0151,"Via Ugo Foscolo, 1, 20121 Milano, MI, Italia",Milano,45.4651638,9.1906349,Ristorante Pizzeria,€€,,Lunedì 12:00 - 23:00 | Martedì 12:00 - 23:00 | Mercoledì 12:00 - 23:00 | Giovedì 12:00 - 23:00 | Venerdì 12:00 - 23:00 | Sabato 12:00 - 23:30 | Domenica 12:00 - 23:00,filtered_out,mycia,2026-05-30T17:24:39.569469+00:00
fb30fcc7c,Gino Sorbillo Olio a Crudo,https://www.mycia.it/menu/milano/gino-sorbillo-olio-a-crudo-fb30fcc7c,https://www.mycia.it/menu/milano/gino-sorbillo-olio-a-crudo-fb30fcc7c,"Via Montevideo, 4, 20144 Milano, MI, Italia",Milano,45.4552598,9.1667657,Ristorante Pizzeria,€€,,Lunedì 12:00 - 15:00 / 19:00 - 23:00 | Martedì 12:00 - 15:00 / 19:00 - 23:00 | Mercoledì 12:00 - 15:00 / 19:00 - 23:00 | Giovedì 12:00 - 15:00 / 19:00 - 23:00 | Venerdì 19:00 - 23:30 | Sabato 19:00 - 23:30 | Domenica 12:00 - 15:00 / 19:00 - 23:00,filtered_out,mycia,2026-05-30T17:24:41.111116+00:00
LDbu3S9V1,Gio Docet,https://www.mycia.it/menu/milano/gio-docet-LDbu3S9V1,https://www.mycia.it/menu/milano/gio-docet-LDbu3S9V1,"Viale Bligny, 24, 20136 Milano, Italia",Milano,45.4508693,9.1900731,"Bar, Fast-Food",€,,Lunedì 07:00 - 20:30 | Martedì 07:00 - 20:30 | Mercoledì 07:00 - 20:30 | Giovedì 07:00 - 20:30 | Venerdì 07:00 - 20:30 | Sabato 08:00 - 20:30 | Domenica 09:00 - 17:00,ok_with_menu,mycia,2026-05-30T17:24:42.652655+00:00
eh11vl0iZ,Giulio Pane e Ojo,https://www.mycia.it/menu/milano/giulio-pane-e-ojo-eh11vl0iZ,https://www.mycia.it/menu/milano/giulio-pane-e-ojo-eh11vl0iZ,"Via Lodovico Muratori, 10, Milano, MI, Italia",Milano,45.4519156,9.2047626,"Enoteca, Osteria",€€,,Lunedì 12:00 - 15:00 / 19:15 - 00:00 | Martedì 12:00 - 15:00 / 19:15 - 00:00 | Mercoledì 12:00 - 15:00 / 19:15 - 00:00 | Giovedì 12:00 - 15:00 / 19:15 - 00:00 | Venerdì 12:00 - 15:00 / 19:15 - 00:00 | Sabato 12:00 - 15:00 / 19:15 - 00:00 | Domenica 12:00 - 15:00 / 19:15 - 00:00,ok_with_menu,mycia,2026-05-30T17:24:44.199695+00:00
f25cba196,Gli Orti del Belvedere,https://www.mycia.it/menu/milano/gli-orti-del-belvedere-f25cba196,https://www.mycia.it/menu/milano/gli-orti-del-belvedere-f25cba196,"Via Orti, 10, 20122 Milano MI, Italia",Milano,45.4545941,9.2000808,Ristorante,€€€,,Lunedì 19:30 - 00:00 | Martedì 12:00 - 15:00 / 19:30 - 00:00 | Mercoledì 12:00 - 15:00 / 19:30 - 00:00 | Giovedì 12:00 - 15:00 / 19:30 - 00:00 | Venerdì 12:00 - 15:00 / 19:30 - 00:00 | Sabato 12:00 - 15:00 / 19:30 - 00:00 | Domenica Chiuso,filtered_out,mycia,2026-05-30T17:24:45.746829+00:00
698a7tJWo,God Save The Food Brera,https://www.mycia.it/menu/milano/god-save-the-food-brera-698a7tJWo,https://www.mycia.it/menu/milano/god-save-the-food-brera-698a7tJWo,"Piazza del Carmine, 1, Milan, Metropolitan City of Milan, Italy",Milano,45.4700469,9.1853616,"Cocktail Bar, Ristorante",€€,,Lunedì 10:30 - 00:00 | Martedì 10:30 - 00:00 | Mercoledì 10:30 - 00:00 | Giovedì 10:30 - 00:00 | Venerdì 10:30 - 00:00 | Sabato 10:30 - 00:00 | Domenica 10:30 - 00:00,ok_with_menu,mycia,2026-05-30T17:24:47.281789+00:00
