name,lat,lon,amenity,cuisine,website,phone
Da Gigi,45.4809459,9.2038085,restaurant,,,
Ristorante Al Valentino,45.48544,9.1549106,restaurant,,,
Caruso Nuovo,45.4701195,9.1923871,restaurant,italian;mediterranean,https://www.grandhoteletdemilan.it/en/dining/caruso-nuovo-restaurant.html,
Red Cafè,45.4767705,9.2040167,bar,,,
Amici,45.461869,9.2111934,cafe,,,+39 389 4346714
Tommy & Lucy,45.4841473,9.2229357,cafe,,,
Bar Giada,45.4889166,9.2133017,cafe,,,
La quercia,45.4298321,9.246761,restaurant,pizza;italian,,
C&C Bar,45.4909355,9.2074306,bar,,,
Lux Cafè,45.4859352,9.2262987,cafe,,,
Porpora,45.486159,9.2245513,cafe,,,
Sushi You,45.4862113,9.2325441,restaurant,sushi;chinese;japanese,,
Trattoria Sincera,45.4859932,9.231608,restaurant,,,
Noodle House,45.486217,9.2329236,restaurant,korean,,
FRED,45.4862076,9.2318065,bar,,,
Pizzeria Meucci,45.4658805,9.1806693,restaurant,pizza,,
Bar al posto giusto,45.4757111,9.2211456,bar,,,
Iris,45.4767026,9.207921,bar,,,
Trattoria Trinacria,45.4529177,9.1603582,restaurant,italian,http://www.trattoriatrinacria.it/,+39 02 4238250
Al Fresco,45.4539581,9.1629822,restaurant,regional,https://www.alfrescomilano.it/,+390249533630
La pizza di Pulcinella,45.4124486,9.1737224,restaurant,pizza,,
Dillo Bistro,45.4755628,9.2043437,restaurant,indian,,
Steven Hill Coffe,45.4620419,9.2096837,bar,,https://www.improntabirraia.com/,+39 02 3668 4747
DCafé,45.5012315,9.1972526,cafe,,,
Carpe Diem,45.5018886,9.1998641,cafe,,,
Hinode Sushi,45.5020205,9.1999254,restaurant,sushi,,
La Sirenella,45.5002206,9.1988069,restaurant,seafood;fish,,+39 02 66800761
Bar Vega,45.5012221,9.1986867,bar,,,
Tomojoshi Endo,45.4822767,9.1996645,restaurant,japanese,https://www.tomoyoshi-endo.com/,
Olympus Restaurant,45.4904303,9.212359,restaurant,,,
Balafon,45.4830976,9.2301661,restaurant,african,,+39 02 236 0155
L'Angolo della Pizza,45.4915265,9.1842097,restaurant,pizza,,
Margot Bistrot,45.4903397,9.1836978,restaurant,italian,,
Blender Farini,45.4913093,9.1841357,bar,,,
Trattoria Tiberio,45.4909616,9.183956,restaurant,,,
Zhizun Pub,45.4914095,9.1847285,pub,,,
150UP,45.4902529,9.1847278,bar,,https://150up.com/,+39 02 89452576
Tabit,45.5145362,9.2391024,bar,,,
Pizzeria Naturale,45.48567,9.1920765,restaurant,pizza,http://www.pizzeria-naturale.it/,+39 02 87 066 934
Capolinea Caffè,45.4568189,9.2235176,cafe,,,
Bar Velasca,45.4601431,9.1911925,cafe,,,+39028052327
Jubin,45.4603632,9.190383,restaurant,chinese,,
Ice & Coffee,45.4603544,9.19075,cafe,,,+390239563572
Seon,45.4571998,9.1932399,restaurant,korean,https://www.seonristorantecoreano.com,+39 02 4944 1149
Peter Bar,45.4606839,9.1916054,cafe,,,+390258303846
Yokohama,45.4598277,9.1914333,restaurant,sushi,https://www.sushiyokohama.it/,+3902874291
Sakura,45.4583247,9.1919782,restaurant,sushi;japanese,,
REF* - RE FOSCO,45.4568832,9.1930299,cafe,italian,,
Il Caffè della Terra di P.ta Romana,45.4563234,9.1950218,cafe,,https://caffeterra.com,+39 02 83480866
Raw,45.4574858,9.1937064,restaurant,,https://raw-restaurant.it/,
Viva,45.4561604,9.1952105,restaurant,,,+39 02 58437953
Shalimar,45.4585334,9.1922484,restaurant,indian,https://www.shalimarrestaurant.it/,+390258307508;+393391785899
Caffè Napoli Crocetta,45.455715,9.1954801,cafe,,,
Nettare dei Santi,45.4568089,9.1929895,cafe,,,
Bellaria,45.4837195,9.105199,restaurant,regional,,+39 02 4820 6551
Break,45.4368963,9.1941273,cafe,,,
Angelo Azzurro,45.4370953,9.1963011,cafe,,,
Prog,45.4577567,9.2079204,pub,,,
Pizzeria Gourmet,45.4579274,9.2080681,restaurant,pizza,,
Enikma,45.5149131,9.2118461,restaurant,italian,,
Farinami,45.515189,9.2117465,restaurant,italian,http://www.farinami.net,
Verde Luna,45.471506,9.2234232,restaurant,,http://ristoranteverdeluna.it/,+39 02 710749
New Wood,45.4870646,9.1888333,bar,burger,,
Thai Gallery,45.4820111,9.1928663,restaurant,thai,http://www.thaigallery.it/,+39 02 89280745
Mind the GAP,45.456646,9.2024271,pub,,,
Ristorante Terra e Mare,45.4917909,9.2076393,restaurant,seafood,,
Afterline,45.4889658,9.2055739,bar,,,
Bar Fiamingo,45.4959235,9.2100769,cafe,,,
Al Cuoco di Bordo,45.4914609,9.2074288,restaurant,seafood,http://www.cuocodibordo.it/,+39 02 6691873
Antica Osteria di Via Gluck,45.4915239,9.2076487,restaurant,italian,http://www.anticaosteriaviagluck.flazio.com/,+39 02 66982898
Turkish Direzionale Bar Kepab,45.488656,9.2036301,restaurant,kebab,,
Bar Gluck,45.4909946,9.2073114,cafe,,,
Club 23,45.4888849,9.205488,bar,,,
Coco,45.4902636,9.2058335,restaurant,sushi,,
Happy Days,45.490008,9.2051566,cafe,,,
Il Gatto e la Volpe,45.4898539,9.2049648,cafe,,,
Mercato del Pesce,45.4948321,9.2116056,restaurant,seafood,,
Sauna Metro club Milano Centrale,45.489261,9.2055336,nightclub,,www.metroclubmilano.it,+39 02 66719089
Mari e Sapori,45.4885013,9.2050938,restaurant,seafood,,
Ristorante Pizzeria Al Vesuvio,45.4894697,9.2051072,restaurant,pizza,,
Ristorante Pizzeria La Caletta,45.4951593,9.2115076,restaurant,pizza,http://www.lacalettadimilano.com/,+39 02 6693159
Queen Bar,45.4879552,9.204146,cafe,,,
Lameizi,45.4877315,9.2039089,restaurant,chinese,,
GUD Bocconi,45.450292,9.1876926,restaurant,italian,https://www.gudmilano.com/gud-bocconi.asp,
Ginger Cocktail Lab,45.4496651,9.1777067,bar,,,
Usman,45.476657,9.2033578,restaurant,indian,,+39 02 9143 3141
I due leccesi,45.4635833,9.2118562,restaurant,pizza;italian,,
Caffè Milanino,45.4906171,9.236875,cafe,,,
Al Rubattino,45.4763194,9.2479829,restaurant,,,
La Svolta,45.4749121,9.1443194,restaurant,italian,,
Peter Bar,45.4776378,9.193344,bar,,,
Bar Brambilla,45.4777102,9.1922349,bar,,,
Covino Club Cafe,45.4773585,9.1921451,bar,,,
Chiosco Manin,45.4756052,9.1972584,cafe,,,
Bar Tiffany,45.5125477,9.2218154,cafe,,,
San Filippo Neri,45.5119568,9.2246787,restaurant,italian,,+39 02 84344847
Quik Service,45.5121288,9.2237989,restaurant,italian,,
Viel,45.5122096,9.2247873,cafe,,,
Gnam,45.4414662,9.2207355,restaurant,deli;italian,http://www.gnam-milano.com,
Bar Lucania,45.4414918,9.2237729,bar,,,
Gran caffè,45.4559603,9.1343807,cafe,,,
Le petit jardin,45.4240623,9.2035877,restaurant,,,
Cao,45.4243116,9.2035293,restaurant,chinese,,
Dal pugliese,45.4244749,9.2034754,restaurant,pizza,,
Ralph's,45.4578194,9.1807356,pub,,,+390287250438
Prince,45.4371728,9.1836399,cafe,,,
Jo's,45.4350305,9.1778198,cafe,,,
La baia buia,45.4360744,9.1745907,cafe,,,
Diaboliko,45.4337127,9.1740304,cafe,,,
Bar del punt,45.4330365,9.1742941,cafe,,,
Lisa bar,45.4338467,9.1779979,cafe,,,
Bar Caffetteria Club Davide,45.4360368,9.1814263,cafe,,,
Asmara,45.4763813,9.2057316,restaurant,african,http://www.ristoranteasmara.milano.it/,+39 02 89073798
Ristorante 168,45.4969538,9.1808367,restaurant,chinese;fusion,,
Caffè del binari,45.4537231,9.1687408,cafe,,,
Slow sud,45.4532124,9.1671773,restaurant,,https://slow-sud.it/,+390294755965
I love poke,45.4530254,9.1666077,restaurant,poke;mexican,https://ilovepoke.it/i-love-poke-tortona/,+390291949102
Kairos café,45.4539722,9.1690946,cafe,italian,,+390236512487
Caffè Mania,45.4500285,9.1405537,cafe,,,+39 347 3629181
Silia Pizza al Trancio,45.4487653,9.1422852,restaurant,pizza,https://siliapizzaaltrancio.online/,
Bar Cupido,45.4489,9.1437494,bar,,,
Bar Jessica,45.44975,9.1364153,cafe,,,
Bar Sincero,45.448456,9.1392303,cafe,,,
Laguna Blu,45.4487895,9.1400883,restaurant,pizza,,
Lina's Bar,45.4490599,9.1397575,cafe,,,
La Forchetta,45.4497541,9.1416086,restaurant,italian,https://www.ristoranteforchetta.it/,
Eleven Bar,45.4494612,9.1415724,cafe,,,
Astro Bar - Tabacchi,45.4514486,9.1416356,cafe,,,+39024238881
Bottega dei Pasticci,45.4527098,9.1445258,cafe,,,+39 02 474 427
Va a ciapà il bar,45.4525632,9.1450887,cafe,,,
L'atelier del caffè,45.4532443,9.1471896,cafe,,,
Zero Due,45.4527997,9.1498348,bar,,,
Hobby,45.4519164,9.1507325,restaurant,pizza,,
Break Café Caffeteria Mokito,45.4520717,9.1506577,cafe,,,
La Fenice,45.4519778,9.150307,cafe,,,
Panarello,45.4494752,9.1513241,cafe,,,
Kimkameamea,45.4507738,9.1385725,cafe,,,
Italian Dream,45.450102,9.1365129,cafe,,,
Bar Lory,45.4512556,9.1354818,cafe,,,
La Pizzeria di Brasilia,45.4512914,9.135573,restaurant,pizza;kebab,,+39 02 4775 0119
Ravioleria e Ramen di Hao,45.4489359,9.1396555,restaurant,chinese,,
Cris Bar,45.4971131,9.1310742,cafe,,,
Elegance,45.4971536,9.1318394,restaurant,,,
Coffee Brown,45.4972269,9.1316168,cafe,,,
Madame Cafè,45.4936795,9.1805564,cafe,,,
Bar Azzurra,45.4922563,9.1841894,cafe,,,
Caffè Galli,45.4916024,9.1836932,cafe,,,
QIYUN,45.493407,9.1842186,restaurant,chinese,,
Trattoria San Basilio,45.5086071,9.2082805,restaurant,,,
Waiting Bar,45.4920241,9.1844035,bar,,,
Ristorante Lepontina,45.4932866,9.1836955,restaurant,pizza;pasta,http://ristorante-pizzeria-lepontina.it/,+39 02 39820772
Trattoria Piccolo Fumino,45.4933749,9.1817808,restaurant,regional,https://www.trattoriapiccolofumino.it/,+39 02 680631
Caffè Amore Bistrot,45.4934935,9.1827293,cafe,,,
Bar fortuna,45.5086066,9.2014342,cafe,,,
Bjork,45.4771008,9.2020033,restaurant,,,
Habesha Bar e Ristorante,45.4772344,9.2021587,restaurant,,,
Injera,45.4772814,9.2020246,restaurant,,,
Mantra Vegan Raw,45.4771968,9.2022581,restaurant,,,
Dhaba,45.4770482,9.2021158,restaurant,indian,,
Urus,45.4768507,9.2029553,restaurant,african,https://urus-restaurant-milano.eatbu.com/,
Mono Bar,45.4763822,9.2039648,cafe,italian,,
Rizzo Come a Casa,45.5028773,9.1391781,restaurant,italian,https://rizzocomeacasa.com/,
people of Pizz,45.4630237,9.1890774,restaurant,pizza,https://www.peopleofpizza.it/,
Il Priscio,45.4627438,9.1933157,restaurant,italian;regional,,
Bar delle Ore,45.4629769,9.1934813,cafe,,,+39 02 860377
Bar Duomo,45.4638617,9.1932848,cafe,coffee_shop,,+39028057461
Bar Sole,45.4619255,9.1908573,cafe,,,
Ca'puccino,45.4621984,9.190446,cafe,,https://www.ca-puccino.com/,+39 02 86882993
Caffè Napoli,45.4626412,9.1891509,cafe,,,
12oz Cofee Joint,45.4636035,9.1891221,cafe,dessert,,
Dogana,45.4632282,9.188958,restaurant,,https://www.ristorantedogana.it/,+39 02 805 6766
Porta d'Oro,45.4623498,9.1904357,nightclub,,http://www.portadoroclub.it/,+39 02 86998972
Shilling's,45.4619518,9.1908857,nightclub,,https://www.shillings.it/it/shillings,+39 02 8693554
Spontini,45.4632301,9.1886307,restaurant,pizza,,+39 02 25061118
Venus Night Club,45.4626409,9.1894738,nightclub,,http://www.venusnightclub.it/,+39 02 89093816
a'Mare,45.4627448,9.1931695,restaurant,seafood,https://www.amarerestaurant.it/,+39 02 36503024
Dinette,45.4661979,9.2149093,restaurant,italian,,
La gelateria della Musica,45.4720659,9.2143198,cafe,ice_cream,,
Nozomi,45.4667061,9.2100141,restaurant,japanese,,
Ristorante Coreano Ginmi,45.4816094,9.218264,restaurant,korean,,
Gaya,45.4817133,9.211554,restaurant,korean,,
Komenn thai,45.4503799,9.2066415,restaurant,thai,,
Berberè,45.4748393,9.2144926,restaurant,pizza,,
Clorofilla,45.4827144,9.1865291,bar,,,
Bar Turati,45.473912,9.1950498,cafe,,,
Biancolatte,45.4762939,9.1952049,restaurant,,https://www.biancolatte.it/,+39 02 62086177
Desinolento,45.4737112,9.1954268,restaurant,,,
Parco Sushi,45.4732811,9.1955877,restaurant,sushi,,
Il baracchino,45.4731655,9.1960988,cafe,,,
Panino Giusto,45.4767589,9.1956354,restaurant,sandwich,,
Genuino,45.4740628,9.1946682,restaurant,,,
NUI City Jungle Cafè,45.4750154,9.1940486,restaurant,italian,,
Canter,45.4818511,9.1259374,restaurant,,https://www.canter1920.it/,
Pizza Ok,45.4745459,9.2103966,restaurant,pizza,,
The wall,45.487542,9.2357985,nightclub,,https://www.wallmilano.com/club/,
Maio Restaurant,45.464893,9.1916862,restaurant,,,
La Ratera,45.4913034,9.09949,restaurant,birreria,,
Caffé Sudan,45.4526547,9.1647919,bar,,,+39028392547
Mudec Bistrot,45.4516876,9.1614577,restaurant,,,
Shizen,45.4895351,9.2239976,restaurant,japanese;sushi;asian,http://www.shizenmilano.it/,+39 02 36563617
Bar Armony,45.4873912,9.1688561,cafe,,,+3902314346
Osteria dei Poeti,45.4889249,9.170753,restaurant,regional,,+393482431491
GOOD TIME,45.487317,9.1716938,bar,,,
Ristorante Alfredo,45.4890922,9.1695563,restaurant,,,
Wok of Milan,45.487704,9.1702158,restaurant,asian,,
Pepe Verde,45.4873264,9.1714672,restaurant,,,
Ambita Pizzeria con Cucina,45.4858486,9.1704138,restaurant,,https://www.ambitapizzeria.it/,+39 02 4539 5367
Quartieri Spagnoli Milano,45.487317,9.1696651,restaurant,pizza;italian,http://www.primogustomilano.it/,+390233614582
Thai Square,45.487673,9.171046,restaurant,thai,,
Trattoria Aurora,45.4549628,9.1668226,restaurant,italian,https://www.trattoriaauroramilano.it/,+39 02 8323144
Macondo cafè,45.5022627,9.1623083,bar,,,
Accademia Libanese,45.4879244,9.2278123,restaurant,lebanese,https://accademialibanese.it/,
La Brasserie di Milano Greco,45.4999832,9.2100832,restaurant,,,
Artisti Del Vegatariano,45.4753255,9.2065335,restaurant,,,
The Club,45.4775441,9.1841451,nightclub,,https://www.theclubmilano.it,+39 02 3653 4005
da Marco,45.5124821,9.2499026,restaurant,italian;pizza,,+39 02 27206557
San Paolo Pizza & Bistrot,45.4660478,9.1931514,restaurant,pizza,,
Pineta Milano,45.4861894,9.1738635,nightclub,,https://www.pinetamilano.com/,
Antica Pizza Fritta da Zia Esterina,45.4659898,9.1917635,restaurant,pizza,,
Casa Ramen,45.4890955,9.1885815,restaurant,japanese,,
Morosini,45.4585645,9.2109433,cafe,,,
NaBi,45.4563152,9.212146,cafe,,,
Cafè Chantal,45.4568836,9.2124538,cafe,,,
Ryad Yacout,45.457869,9.2132536,restaurant,moroccan,https://www.yacout.it/,+39 02 5462230
Giulio Pane e Ojo,45.4519177,9.2045941,restaurant,italian,,
Barbisa 1920,45.4521021,9.2054417,cafe,coffee_shop,https://barbisa-1920.eatbu.com,+39 025516935
Bomaki,45.4516637,9.2053692,restaurant,japanese,,
Casa Tua Osteria,45.4518368,9.2051091,restaurant,italian,,
CoseNostre,45.4518518,9.2032181,restaurant,italian,,
Trapizzino,45.4519873,9.2030947,cafe,,,
Bar Porta Romana,45.4512375,9.2042816,cafe,,,
Caffeteria XXI Secolo,45.4519026,9.2031832,cafe,,,
Al Paradiso della Pizza,45.5114344,9.1755477,restaurant,,,
Bar Luce,45.4438095,9.2052904,cafe,,,
Clarissa bar,45.4558218,9.2109286,cafe,,,
Deus Café,45.4909146,9.1884416,cafe,coffee_shop,,
Il Secco,45.4502902,9.1697096,bar,,https://www.ilsecco.com/it/,
02 Hosteria Contemporenea,45.4446462,9.2109703,restaurant,,,
Millenium Cafè,45.445593,9.2126575,cafe,,,
The White Flag,45.4446317,9.2105485,pub,,https://www.thewhiteflag.it/,+39 340 176 7631
Bar Primavera,45.4446634,9.2112247,cafe,,,
Quel che c'è cafè,45.4428053,9.205684,cafe,,,
Upcycle,45.4837153,9.2262672,restaurant,,https://www.upcyclecafe.it/,+39 02 8342 8268
Golden Cafè,45.4678887,9.2045254,cafe,,,
Bar Salvini,45.471981,9.2034672,cafe,,,
Caffè Duse,45.471698,9.2035812,cafe,,,
Caffè di via Vivaio,45.4699664,9.2038781,cafe,,,
Osteria Tajoli,45.4446159,9.2100641,restaurant,,,
Bar Bianco,45.4743781,9.2016733,bar,,https://www.barbiancomilano.com/,
Granaio,45.4655478,9.188313,restaurant,,,
Lo Smeraldo,45.4692929,9.234918,restaurant,pizza,,+39 02 7012 6197
Piz,45.4620841,9.185827,restaurant,pizza,,+39 02 86453482
Serendib,45.4799011,9.1828319,restaurant,indian,https://www.serendib.it,
Al vecchio ponte,45.4442722,9.2663108,restaurant,italian,,
Cittamani,45.4752145,9.1902446,restaurant,indian,https://www.cittamani.com/,
Tiramisu Delishoes Milano,45.4715757,9.185553,restaurant,,,
Tropical Bar,45.4516424,9.1750226,bar,,,
Ideal Bar,45.4954972,9.1890881,cafe,,,
Il Posto Giusto,45.4952423,9.1900388,cafe,,,
Calafuria,45.495932,9.1922021,restaurant,pizza;italian,https://www.calafuriafood.com/,+39 02 6886753
Sabatini,45.4791579,9.2090683,restaurant,italian,https://www.ristorantesabatini.com/,
Bar Sbagliato,45.4888609,9.2100648,cafe,,,
Giglio Bar,45.4883293,9.2100846,bar,,,
Bar L'Angolo,45.4891041,9.210579,cafe,,,
Dinky,45.4894858,9.2097656,restaurant,,https://ristorantedinky.milano.it/,+39 02 26145872
Birrificio Italiano,45.4883145,9.208948,pub,,,
Rosso Mattone,45.4882317,9.2099705,restaurant,pizza,,
Mai dire bar,45.4873755,9.2098072,cafe,coffee_shop;breakfast,https://mai-dire-bar.eatbu.com/,+39 02 8287 5469
Trattoria L'Angolo Nascosto,45.4986424,9.2035445,restaurant,,,
Trattoria Siciliana Da Salvatore,45.4889035,9.2099554,restaurant,,,
Al Cantinone,45.4660259,9.1916569,restaurant,,,
Trattoria Bruschetteria Chiesa Vecchia,45.50056,9.1630141,restaurant,,,
Meat Grill Food,45.4659055,9.1910105,restaurant,,,
da Vic,45.471733,9.1495755,restaurant,,,
The English Football Pub,45.4620417,9.1853897,pub,burger,,+39 02 864464
Illy,45.4832044,9.1902262,cafe,coffee_shop,,
Replay - The Stage Fine Dining,45.4831836,9.1887121,restaurant,,,
Bistrot Manzoni,45.4711488,9.1936771,restaurant,,,
Caffè 19,45.4699531,9.1912081,cafe,,,
Caffè Mozart,45.4684483,9.1907836,cafe,,,
Nobu,45.4708525,9.1930535,restaurant,sushi,https://www.noburestaurants.com/milan/experience/,+39 02 72318645
La Tavernetta da Elio,45.4725995,9.1934843,restaurant,,https://www.tavernetta.it/,+39 02 653441
Tizio & Caio,45.5090017,9.2221076,restaurant,,,
Sushi Ran,45.4978895,9.1699438,restaurant,sushi,,
La Rocchetta,45.4688345,9.1763077,cafe,italian,,
Osteria del Gambero Rosso,45.4815897,9.1847357,restaurant,,https://www.algambero.com/,+39 02 6571208
Morsi e Rimorsi,45.4811886,9.1853824,restaurant,,,+39 02 62086369
Flamingo,45.4811792,9.1864351,bar,,,
Prince Cafè,45.4488278,9.1775196,cafe,,,
Movida,45.448227,9.1773724,restaurant,,https://www.spaziomovida.it/,
100 Montaditos,45.4469837,9.1771274,restaurant,sandwich,,
Dar Bottarolo,45.447108,9.1771134,restaurant,regional,https://darbottarolo.it/,
La Cantinetta,45.446579,9.1769872,bar,,,
Maya,45.4479597,9.1773008,restaurant,,https://www.mayamilano.it/,
Myoshi,45.4473356,9.1771892,restaurant,sushi,https://miyoshisushi.it/,+39 02 5810 2397
Barragán,45.446667,9.1770084,restaurant,,,
Ramen House,45.4593566,9.2071614,restaurant,ramen;japanese;dim_sum,,
Mizuki,45.4586078,9.206515,restaurant,sushi,,
Mare mosso,45.4583238,9.2062978,restaurant,,,
Il Birillo,45.4595706,9.2074251,cafe,,,
Mom's,45.4584498,9.2074108,cafe,,,
Caffè Moda Maffei,45.458145,9.2081699,cafe,,,
La Bracioleria,45.4583067,9.2076947,restaurant,,https://www.labracioleria.it/en/,+39 02 551 4784
Cambusa 2.0,45.4585878,9.149288,pub,,,
Snoopy Bar,45.5205189,9.2254582,bar,,,+39 02 27006433
Pizzeria Naturale,45.4588626,9.1781535,restaurant,pizza,,+39028395710
Il Trancio di Fra,45.4700366,9.2258228,restaurant,pizza,,
La piccola Ischia,45.4779561,9.2114811,restaurant,pizza;italian,,
Sabbia d'oro,45.4527402,9.1752938,restaurant,italian;pizza,,+390289406761
Ristorante La Bicocca,45.5156919,9.2085178,restaurant,,,+39 02 6425226
Shaker Bubble Tea,45.4639021,9.1874322,cafe,tea,https://www.shakerbubbletea.it/,
La Trattoria La pesa,45.4678807,9.1345063,restaurant,regional,https://www.trattorialapesa1902.it/,+39 02 3651 4525
Mag Cafè,45.4512973,9.1733671,bar,,https://www.farmilygroup.com/locali/mag,+39 02 3956 2875
Sweet Coffee Bar,45.4715009,9.1944372,cafe,,,
Fresco & Cimmino,45.4719823,9.1950559,restaurant,,,
12Oz,45.474801,9.2058133,cafe,,,
San Gregorio,45.4778507,9.2077432,cafe,,,+39 02 2952 4182
Gustosa,45.4811702,9.2173405,restaurant,,,
Bar Abruzzi,45.4796676,9.2173713,cafe,,,
Glauco Petisserie,45.4793178,9.2167624,cafe,,,
Bottega Di Mare,45.4789501,9.2166726,restaurant,seafood,,
Made in Sicily,45.5073092,9.2038429,cafe,italian,,
Corner,45.4916802,9.213299,restaurant,italian;pizza;burger,,
La bufalotta,45.5074279,9.2039029,restaurant,italian;pizza,,
Tavernetta Rasori,45.467701,9.1638854,restaurant,italian,,
Barbacoa,45.5002719,9.1983711,restaurant,brazilian;barbecue,https://barbacoa.com.br/,+39 02 6883883
Da Giannino,45.472744,9.2130472,restaurant,,,
Bar Castello,45.4690339,9.1817914,cafe,italian,https://www.gelateriabarcastello.com/,+39 02 864038
Frank Pummarola,45.4519402,9.1782641,restaurant,,,+39028323810
DAU cafè milanese,45.4573048,9.1808294,cafe,,,
Café Saint George,45.4609125,9.1839223,cafe,,,
Lucas Bar,45.5005226,9.2243735,cafe,,,
Pizzacoteca di Brera,45.4728283,9.1873387,restaurant,italian;pizza,,
Cool Morning,45.4433412,9.1788907,bar,,,
99 Bar,45.4816018,9.179417,cafe,italian,,
Della Torre,45.5006509,9.224423,restaurant,,,
Dru Bar Caffetteria,45.5007779,9.2224763,cafe,,,
Bar 1970,45.491051,9.2129322,cafe,,,
Il Kaimano,45.4721469,9.1862635,restaurant,,,
Osteria Del Lazzaretta,45.4793153,9.2033289,cafe,,,
Riviera,45.4443023,9.1728797,restaurant,pizza,https://rivierapizzeriaristorante.com/,
Penny Lane,45.443992,9.1736678,cafe,,,
L'Angolo,45.4439745,9.1740259,bar,,,
Ristorante L'essenziale,45.4778104,9.1789612,restaurant,,http://ristorantelessenzialemilano.it,
Alhambra,45.4784832,9.2064522,restaurant,,https://alhambranaturale.wixsite.com/alhambra,+39 02 3943 2750
Nuhar Cafè,45.4791012,9.2062464,bar,,,
"Alla Grande, osteria tradizionale",45.4612688,9.0905353,restaurant,regional,,+39 0248911166
Good Morn'ng,45.5150601,9.2126561,cafe,,,
Losa Cafè,45.5078527,9.2234442,cafe,,,
Brambilla's,45.4458836,9.1646575,cafe,,,
Joia,45.4771424,9.2018693,restaurant,,https://joia.it/,+39 02 29522124
Bar Chèri,45.4653971,9.1893489,cafe,,,
Da Regina,45.4650782,9.1891729,restaurant,,http://www.ristorantedareginamenu.it/,+39 02 36584500
Trussardi alla Scala,45.467048,9.1891254,restaurant,,,
Beynac,45.4518202,9.1758496,bar,,,
La Cascina Moncucco,45.4395595,9.1662981,restaurant,,,
Green bar,45.4370641,9.164605,bar,,,
Bu:r,45.4553761,9.1896398,restaurant,,https://www.restaurantboer.com/,+39 02 62065383
Ripa's Cafe,45.4484648,9.1600758,cafe,,,
Diamond Cafe,45.4407246,9.128911,cafe,,,
Covo di Matti,45.4484687,9.1623675,bar,,,
Fonderie Milanesi,45.4507057,9.1842112,bar,,,
TPR,45.4509532,9.1841512,bar,,,
Officina Milano,45.4499066,9.1843997,bar,,,
Tsuru,45.4488099,9.1781499,restaurant,sushi,https://www.sushiallosteria.com/,+39 02 8378366
Caffè Olimpia,45.4689324,9.1827097,cafe,,,+39 02 8057251
Miscusi,45.4838565,9.1889914,restaurant,italian,,
Potafiori,45.4505478,9.1961374,cafe,,,+39 02 87065930
Al panino 900,45.4561697,9.1699158,cafe,,https://alpanino900.it/,+390287166673
Ristorante Scilla,45.4561074,9.1697507,restaurant,,,+390283240460
Tao 2,45.4383238,9.2000601,restaurant,chinese,,
Pepe Nero Ripamonti,45.4389503,9.199902,restaurant,,https://pepeneroripamonti.it/,+39 02 57303081
Pitti Caffè,45.4701013,9.1654294,cafe,ice_cream;coffee_shop,,
mediterraneo,45.5217811,9.2162725,restaurant,,,
Rossopomodoro,45.5220358,9.2164251,restaurant,pizza;seafood,,
gusto,45.5218844,9.2164423,restaurant,,,
dino Cafe,45.5152024,9.2113814,restaurant,,,+39 02 643 3035
Fashion Cafe,45.5003611,9.1646555,cafe,,,
Sushi Matsu Omakase,45.4767627,9.2094813,cafe,japanese,https://www.sushimatsuomakase.com/,
Cream Lounge,45.4765597,9.1708611,bar,,,
Trippa,45.4522019,9.2055171,restaurant,italian,https://www.trippamilano.it/,+39 32 766 879 08
Bar Tabacchi Martini,45.4576339,9.2200564,cafe,,,
Bachelite cLab,45.4578902,9.2191425,bar,,,
Gran Caffè,45.457893,9.2187589,cafe,,,
Bar Tabacchi,45.4559712,9.2192031,cafe,,,
Damm-atra' Milano,45.4490915,9.1642438,restaurant,,https://www.dammatra.com/,+39 02 58111224
Premiata Trattoria Arlati,45.5180955,9.2086637,restaurant,,http://trattoriaarlati.com,
Trattoria del Nuovo Macello,45.4560792,9.2260857,restaurant,,http://trattoriadelnuovomacello.it,+39 02 599 021 22
Osteria dell'Acquabella,45.4498705,9.2013718,restaurant,italian,http://acquabella.it,
Trattoria da Pino,45.4642077,9.1988006,restaurant,,,
Trattoria Masuelli,45.4563953,9.2171851,restaurant,italian,https://masuellitrattoria.com/,
Trattoria Madonnina,45.4489046,9.1809072,restaurant,,,+39 02 89409089
Trattoria Albero Fiorito,45.4687027,9.2260721,restaurant,,,+39 02 70123425
Trattoria da Abele,45.4901765,9.2202965,restaurant,,http://trattoriadaabele.it,
La Piola,45.477253,9.2168551,restaurant,italian;local,,
Testina Milano,45.4898297,9.1958988,restaurant,italian;regional,https://www.testina.eu/,+39 349 1648 213
Don Lisander,45.4687993,9.1919582,restaurant,italian,http://ristorantedonlisander.it,
Trattoria Fà Ballà l'Oeucc,45.4627163,9.0904688,restaurant,,https://www.trattoriafaballaloeucc.it/,+39 02 48911812
Smooshi,45.4686306,9.1719645,restaurant,danish,http://www.smooshi-milano.it/,+39 02 7862 2016
Bontà Ristorante Cinese E Thailandese,45.5164881,9.20898,restaurant,sushi,http://www.sushi187milano.it/,
Osteria La Sirenella,45.5147656,9.207718,restaurant,,,
Caffetteria Ateneo,45.5148576,9.2080596,cafe,,,
Azabu 10,45.5182073,9.2083019,restaurant,sushi,,
Ristorante San Glicerio 1,45.5181236,9.2085736,restaurant,,http://www.sangliceriouno.com/,+39 02 6424710
Sarcafè,45.5178032,9.2097109,cafe,,,
