venue_name,lat,lon,amenity,leisure,sport,website,phone,addr_street,addr_city,addr_postcode,opening_hours,brand,operator
Ranco Fitness Park post. 6,45.7968336,8.5734643,,fitness_station,fitness,,,,,,24/7,,
Ranco Fitness Park post. 7,45.79376,8.5685465,,fitness_station,fitness,,,,,,24/7,,
Fit 280,37.5158356,15.1036989,,fitness_centre,,,,,,,,,
Bad Beast Crossfit,43.8506065,10.5053264,,fitness_centre,gymnastics,,,,,,,,
Magic,42.0248364,12.8043431,,fitness_centre,fitness,,,,,,,,
QBO Club Centro Fitness,43.8363745,10.5015589,,,fitness,,,,,,,,
Gherard gym,40.8251382,14.1238058,,fitness_centre,,,,,,,,,
FormaN,42.9355063,10.7810784,,fitness_centre,,https://metodoforman.it,,Via del Commercio,Follonica,58022,,,
Palestra comunale,45.5325518,9.4017065,,sports_centre,multi,,,,,,,,
Palestra Atlantide,42.9330321,10.7840404,,fitness_centre,,,,Via dell'Industria,Follonica,58022,,,
Palestra Iron Club,42.9329049,10.7834472,,fitness_centre,,,,,,,,,
Dude Crossfit,42.936206,10.7906811,,fitness_centre,,,,Via dell'Edilizia,Follonica,58022,,,
My Gym 10,43.616247,13.5130489,,fitness_centre,,,,Via San Martino,Ancona,60122,"Mo-Fr 07:30-22:00; Sa 08:00-13:00; Su,PH off",,
Happiness,43.6161178,13.5131258,,fitness_centre,,,+39 071 2363323,Via San Martino,Ancona,60122,,,
Ferrata della Balma,45.6492221,8.0135899,,sports_centre,climbing,,,,,,,,
Harmonia,44.2008855,7.5772047,,fitness_centre,yoga,,,Via Venti Settembre,,12015,,,
La Zenia Sporting Centre,37.5460894,15.1122469,,sports_centre,,,,,,,,,
Lincoln Sport Palestre,37.5216579,15.0882639,,fitness_centre,,,,,,,,,
Falesia di Masso ai corvi,43.960877,11.0812144,,sports_centre,climbing,,,,,,,,
Yoga Hatha,41.8570566,12.5698016,,fitness_centre,yoga,http://yogahatha.it/,+39 333 2945757,Via Statilio Ottato,Roma,00175,,,
Palestra Arcobaleno,45.1868505,7.7200802,,fitness_centre,,,,,,,,,
Invictus,45.8002789,9.2394644,,sports_centre,shooting,,,,,,,,
Palestra Legend,43.708443,10.4007237,,fitness_centre,,,,Via Filippo Corridoni,,,,,
"Centro Nautico Agesci ""Maestrale""",42.0960133,12.1981367,,sports_centre,canoe;rowing,,,,,,,,
Billy,44.1914094,8.3174506,,sports_centre,climbing,,,,,,,,
Centro Fitness Peter Pan,42.2184256,14.388472,,fitness_centre,gym;weightlifting,,+39 0872 717271,Via Decorati Al Valor Militare E Civile,Lanciano,66034,"Mo-Fr 08:30-22:30; Sa 09:00-12:30,15:00-18:30",,
Fara Sport Center,42.1567516,12.6633449,,fitness_centre,,,,Via Salaria Vecchia,Passo Corese,,,,
Crossfit Meda,45.6572607,9.1653295,,fitness_centre,fitness,https://www.crossfitmeda.it/,+3903621860064,Via Consorziale dei boschi,Meda,20821,,,
A.S.D. Officina 129,37.9819989,12.9731431,,sports_hall,fitness,,,Via Porta Palermo,Alcamo,91011,,,
Climbo,43.7347355,10.4252187,,sports_centre,climbing,https://climbopisa.it/,+39 320 8774928,,,,"Mo 17:00-22:30; Tu-Fr 12:00-15:30,17:00-22:30",,
Crazy Center,43.8950671,11.1031975,,sports_centre,climbing,https://www.crazycenter.it/,+39 328 6089543,Via del Bisenzio a San Martino,Prato,59100,"Mo,We 10:00-23:00; Tu,Th 16:00-23:00; Fr 14:00-22:00",,
Palestra Gold,40.4856907,18.0467015,,fitness_centre,,,,,,,,,
Palazzetto dello Sport G. Canepa,43.915476,8.076424,,sports_centre,fitness;judo;karate;basketball;volleyball;soccer,,,Via Diano Castello,Diano Marina,18013,,,
Campo Scuola MTB Golfo Dianese,43.9159214,8.0758907,,sports_centre,mtb,,,Via Diano Castello,Diano Marina,18013,,,
New Center Fitness Excalibur,37.1551744,15.1886965,,fitness_centre,,,,,,,,,
Palestra comunale di Orsenigo,45.779654,9.1847196,,fitness_centre,,,,,,,,,
Montedarena Sporting club calcetto,40.4884957,18.0282292,,sports_centre,,,,,,,,,
Great Gym Active,41.0189331,14.3279802,,fitness_centre,,,,Via Giuseppe Di Vittorio,Marcianise,,,,
Palestra Arnold Club,43.9074661,8.0798696,,fitness_centre,fitness,,+39 0183 494875,Viale Giacomo Matteotti,Diano Marina,18013,,,
Moving,38.0025866,12.9761443,,fitness_centre,,,,,,,,,
Moving,38.0028139,12.9764062,,fitness_centre,,,,,,,,,
Studio Olistico Namasté,41.8689445,12.8233463,,fitness_centre,,https://www.studiolisticonamaste.com/,+393275461238,Via Europa,Gallicano nel Lazio,00010,,,
palestra,44.4201108,8.9315806,,sports_centre,,,,,,,,,
Tiger King,38.0743946,13.4510924,,fitness_centre,,,,,,,,,
Soccer Village,41.0619161,14.2922741,,sports_centre,soccer,,,Via Cupa di Recale,Macerata Campania,,,,
"Centro ippico ""A colori""",45.7996244,9.0399402,,sports_centre,equestrian,,,,,,,,
Crono sport,45.0525648,7.6541366,,fitness_centre,,,,,,,,,
ASD Area 51 - Fitness Village,41.0516111,14.3718519,,fitness_centre,fitness,,,Strada Statale 7 Via Appia,Maddaloni,,,,
Gym Pescara City A.S.D.,42.4504838,14.2332962,,sports_hall,fitness,,+39 085 693819,Strada della Bonifica,Pescara,65129,Mo-Fr 09:00-22:30; Sa 10:00-18:00,,
Boxing Team,42.4542499,14.2191663,,fitness_centre,boxing,,,Viale Gabriele D'Annunzio,Pescara,65127,,,
Audacia,42.4502115,14.2336481,,sports_hall,fitness,,,Via Lago Isoletta,Pescara,65129,,,
Amatori Hockey Pesaro,43.8712446,12.80031,,sports_centre,roller_skating,,,,,,,,
Il muro nascosto,45.8689271,9.3839113,,sports_centre,climbing,,,,,,,,
Piscina Quartiere Affori - Centro Sportivo Iseo,45.5213269,9.1732928,,sports_centre,swimming;affori;piscina;municipio_9,,,Via Iseo,,20161,,,
Centro sportivo ISEO quartiere Affori,45.5208533,9.1737456,,sports_centre,fitness;centrosportivo;quartiereaffori;sport,,,Via Iseo,Milano,20161,,,
Acero Yoga,43.1309285,11.016259,,fitness_centre,yoga,,,Via del Romito,Montieri,58026,,,
Artistica Aretusea,37.0647484,15.2732914,,sports_centre,gymnastics,,,,,,,,
Padel Club Siracusa,37.0801918,15.2920474,,sports_centre,,,,,,,,,
Ashtanga Yoga,42.935319,10.7798887,,fitness_centre,yoga,https://yogatoscana.it,,Via del Fonditore,Follonica,58022,,,
Adhara estetica,45.6680206,9.167159,,,fitness,,,Viale Brianza,Meda,20821,,,
Sporting Village,40.7826368,16.7423501,,sports_centre,,,,,,,,,
Falesia del Tifata,41.0978445,14.2831082,,sports_centre,climbing,,,,,,,,
Palestra di arrampicata del morissolo,46.0208746,8.644238,,sports_centre,climbing,,,,,,,,
Palladium Gym,43.6656445,10.5435254,,fitness_centre,,,,,,,,,
Balena alta,45.8710768,8.4453715,,sports_centre,climbing,,,,,,,,
Cascata,45.8734033,8.4452553,,sports_centre,climbing,,,,,,,,
Palestra comunale,41.8970386,12.5501417,,sports_centre,,,,Via Montona,Roma,00177,,,
Valeas Club,41.6558614,12.5279373,,fitness_centre,,https://www.valeasclub.it/,+39 063246751,Via della Castagnetta,,,Mo-Fr 07:00-22:30; Sa 09:00-19:00; Su 09:00-13:00,,
Freelife,37.1567804,15.1887401,,fitness_centre,,,,,,,,,
Palestra Smart,42.4867318,14.187961,,fitness_centre,fitness;weightlifting,,,Via Montanara,Pescara,65123,Mo-Sa 09:00-22:00,,
Centro Sportivo Carlotta,45.4664434,9.5502677,,sports_centre,,,,,,,,,
Officina del movimento,45.3599398,11.8026276,,sports_centre,gymnastics,https://officinadelmovimento.fit/,,Via Trieste,Padova,35142,,,
ASV Schabs,46.7672618,11.6655295,,sports_centre,handball;soccer;ski;tennis,,,,,,,,
La Bisa Agriturismo e Centro Equestre,45.0115238,11.4610567,,sports_centre,equestrian,,,Via Tenuta Spalletti,Trecenta,45027,,,
FitActive,45.4444637,11.8945362,,fitness_centre,gymnastics,,,,,,,FitActive,
Palestra Oratorio San Paolo,45.6605834,8.8009248,,sports_centre,,,,,,,,,
20 hours club,45.4767306,9.1602908,,fitness_centre,gymnastics,,,,,,,,
Un tempo per Te,45.9622358,10.9116349,restaurant,fitness_station,yoga,https://www.untempoperte.it,+39 333 364 9554,Via Torre,Dro,38074,"""by appointment""",,
Canottieri Villamarzana A.S.D.,45.0012425,11.6859532,,sports_centre,boating;fitness;soccer,,,Via Cesare Battisti,Passo di Villamarzana (RO),45030,,,
Royal Fit Palestre,41.7377084,12.2762677,,fitness_centre,,,+39 06 95215096,Via delle Aleutine,Roma,00121,,,
Cr Workout,45.7818307,9.2728733,,sports_centre,,,,,,,,,
CrossFit,42.4625645,14.2249697,,fitness_centre,crossfit,https://www.crossfitlamarea.com/,,Piazza Caduti del Mare,Pescara,65126,"Mo,We,Fr 07:00-21:00; Tu,Th 09:00-21:30; Sa 09:00-13:00",CrossFit,
Heracles Gymnasium,45.4886808,9.219596,,fitness_centre,fitness,,,,,,,,
Palestra Workout,40.4830346,18.0025282,,fitness_centre,,,,,,,,,
The Bridge Fitness e Wellness,41.8692805,12.488188,,fitness_centre,,,+393936999921,Via Francesco Antonio Pigafetta,Roma,00154,,,
a.s.d La Palestra,41.8696677,12.488095,,fitness_centre,,,+390645470599,Via Francesco Antonio Pigafetta,Roma,00154,,,
Pera Pluc,45.1242307,7.4157969,,sports_centre,climbing,,,,,,,,
Yoga in valle,45.6908662,9.1154145,,fitness_centre,yoga,,,Via della Valle,Carimate,22060,,,
Falesia di Frachiamo,45.4218824,7.5552939,,sports_centre,climbing,,,,,,,,
Palestra AllFit,46.1616241,12.239509,,fitness_centre,,,,,,,,,
We_Beat,45.5526016,11.5147394,,fitness_centre,,,,,,,,,
Lungotevere fitness,41.8739406,12.4698591,,fitness_centre,,https://www.lungoteverefitness.it/,+39 06 3209 1632,Lungotevere degli Artigiani,Roma,00153,,,
Ashtanga Yoga Arona,45.759708,8.5557933,,fitness_centre,yoga,https://ashtangayogarona.org/,,Via Martiri della Libertà,Arona,28041,,,
Zia,45.1283066,7.2320177,,sports_centre,climbing,,,,,,,,
Camillo Spadano Fitness,42.4476675,14.2129068,,sports_centre,swimming;fitness;gym,https://www.camillospadanofitness.it/,+39 085 33387;+39 391 493 9728,Via Rio Sparto,Pescara,65129,Mar 21-Sep 20 Mo-Fr 07:00-20:00; Mar 21-Sep 20 Sa 08:00-13:00; Aug Sa off; Sep 21-Mar 20 Mo-Fr 07:00-21:00; Sep 21-Mar 20 Sa 08:00-15:00; Sep 21-Mar 20 Su 09:00-13:00,,
Loft Studio Cerere,41.8991243,12.5165344,,fitness_centre,pilates;yoga;bootybarre,,,,,,,,
Gym Club America,45.794353,9.1242478,,fitness_centre,fitness,,,Via Quattro Novembre,Lipomo,22030,,,
Falesia di Ocre,42.2887364,13.4686707,,sports_centre,climbing,,,,,,,,
"Falesia di Andrea Bafile M.O.V,M.",42.3127445,13.4679771,,sports_centre,climbing,,,,,,,,
Falesia di Genzano,42.3478725,13.3190462,,sports_centre,climbing,,,,,,,,
Falesia di Lucoli,42.2765691,13.3583848,,sports_centre,climbing,,,,,,,,
Wind Life Sport Center,39.0673839,17.1310158,,sports_centre,kitesurfing;windsurfing;stand_up_paddling,,,,,,,,
palestra comunale,45.9753053,9.9145901,,sports_centre,climbing,,,,,,,,
Salgari Campus,45.0644026,7.7333016,,,fitness,https://www.salgaricampus.it,,Corso Chieri,Torino,10132,Mo-Fr 09:00-16:30; Sa-Su 11:00-17:00,,
Bocca di Lupo,44.4552149,8.6298829,,sports_centre,climbing,,,,,,,,
Fertobon,44.4554188,8.6304473,,sports_centre,climbing,,,,,,,,
Ferrel,44.4567473,8.6331535,,sports_centre,climbing,,,,,,,,
Miami Sporting Club,41.8621619,12.6030842,,fitness_centre,swimming;fitness,https://miamisportingclub.it/,+39 062040072,Via Giulio Bonasoni,Roma,00133,Mo-Fr 7:30-22:30; Sa 08:00-19:00; Su 09:00-13:00,,
Azzurra Pattinaggio,45.5892286,12.0416639,,sports_centre,roller_skating,https://www.azzurrapattinaggiocorsa.com/,+39 347 056 4995,,,,,,
Steno's Gym,37.1528517,15.1902924,,fitness_centre,,,,,,,,,
Operazione Fitness,44.4751068,11.4121513,,fitness_centre,fitness;exercise,https://www.operazionefitness.it/,+39 051 627 1523,Via Speranza,San Lazzaro di Savena,40068,Mo-Fr 07:30-22:30; Sa 09:00-18:30,,
Crossfit Livorno,43.5622464,10.336429,,fitness_centre,,http://www.crossfitlivorno.it/,,Via delle Sorgenti,,57121,,,
Studio Zona Pilates,42.4570841,14.2271884,,fitness_centre,pilates,https://www.zonastudiopilates.com/,+39 085 692 2328,Via Giovanni Chiarini,Pescara,65126,Mo-Fr 08:00-21:30; Sa 08:00-13:00,,
Palestra fit village evolution,39.8718809,16.5352254,,fitness_centre,,,,Via Galileo Galilei,Trebisacce,87075,,,
La Palestra,45.4401254,10.966517,,fitness_centre,fitness,,,,,,,,
Body & Mind,37.1576584,15.1813433,,fitness_centre,,,,,,,,,
Falesia Cassano Valcuvia,45.9250489,8.7653838,,sports_centre,climbing,,,,,,,,
Hana Wa,45.545382,9.0726007,,fitness_centre,karate;fitness;pilates;yoga,,+390293904323,Via Arese,Rho,20017,,,
Pizzocol,45.9261199,10.7174461,,sports_centre,climbing,,,,,,,,
Spazio intreccio,45.5083847,9.2365022,,fitness_centre,yoga,https://www.spaziointreccio.it/,+39 02 91676908,Via Ponte Nuovo,Milano,20128,,,
Bike Park - P. And,37.4963548,14.0571973,,sports_centre,cycling,,,,,,,,
Falesia Alta di Grotti,42.3579964,12.9433165,,sports_centre,climbing,,,,,,,,
Palestra Universal club,43.548598,10.3138467,,fitness_centre,,,,Via della Rondinella,,,Mo-Fr 08:00-21:00; Sa 08:00-19:00; Su off,,
PLAY Sport Village,45.5436247,8.8989238,,sports_centre,volleyball;futsal,,,,,,,,
Anytime Fitness,45.6926499,9.6589345,,fitness_centre,,,,,,,,,
Big Gym,43.7924174,7.6080448,,fitness_centre,,,+39 347 2357621,Piazza Venti Settembre,Ventimiglia,18039,"Mo-Fr 09:00-21:00, Sa 09:30-12:30",,
Palestra Comunale Giordano Pacco,45.6015225,13.7662423,,sports_centre,,,,Via Gabriele D'Annunzio,Muggia / Milje,34015,,,
Studio Palestra Play Sport,43.7926097,7.6081692,,fitness_centre,,https://gymnavigator.com/gyms/163328/studio-palestra-play-sport#gsc.tab=0,,Via Sir Thomas Hanbury,Ventimiglia,18039,,,
Fisico da urlo,44.3366847,8.5006814,,fitness_centre,fitness,https://www.fisicodaurlo.it/,+39 019 450 2278,Via Papa Giovanni Paolo Secondo,Albissola Marina,17012,,,
PERSONAL TRAINING STUDIO,44.7203467,10.6220379,,sports_hall,fitness,,,Via Fratelli Pietro e Alessandro Verri,Reggio nell'Emilia,42124,,,
Urban Fitness,45.8164253,8.8256653,,fitness_centre,,,,,,,,,
GymnasiumSport,38.3593164,16.0747764,,fitness_centre,,,,,,,,,
Alfa Fit,42.1407262,12.2837206,,fitness_centre,,http://www.alfafit.it/,+39069985301,Via dell'Acquarella,,,Mo-Fr 09:00-22:00; Sa 10:00-13:00,,
My Suite,42.4020058,14.167804,,fitness_centre,,http://www.mysuitefitness.it/,+39 0871 565 751;+39 085 446 4850,Via Pietro Nenni,San Giovanni Teatino,66020,Mo-Sa 09:00-22:00,,
Calisthenics,44.470034,11.4009048,,fitness_station,fitness,,,,,,,,Comune di San Lazzaro di Savena
A.S.D. Shouri Team Karate,45.838689,8.7041054,,sports_centre,karate,,,Viale Ticino,Gavirate,21026,,,
A.S.D. Shouri Team Karate,45.8076534,8.6764151,,sports_centre,karate,,,,,,,,
Fitactive,45.6369975,9.1432395,,fitness_centre,fitness,,,Via Sabotino,Seveso,20822,,,
Falesia Family San Martino,45.9274647,10.8999233,,sports_centre,climbing,,,,,,,,
Falesia Laguna,44.0509277,10.2067043,,sports_centre,climbing,,,,,,,,
Pole Dancing School,45.650983,13.7917105,,fitness_centre,,https://www.poledancingschool.it/,+39 345 9352665,,,,,,
Falesia di Campareccia,44.0576396,10.1948643,,sports_centre,climbing,,,,,,,,
Wellness Club Mensana,42.7607901,11.1197722,,fitness_centre,,,,,,,,,
Fitactive Cantù,45.716462,9.1600914,,fitness_centre,fitness,,,Viale Lombardia,Cantù,22063,,,
Centro Tennis San Sivino,45.5311751,10.5542752,,sports_centre,,,,,,,,,
Crossfit Riccione,43.9981314,12.631465,,fitness_centre,,,,,,,,,
Palestra della ginnastica ritmica,43.9876824,12.6127285,,sports_centre,gymnastics,,,,,,,,
Piscina Comunale,43.6264884,12.6744249,,sports_centre,swimming,,,,,,,,
Leo Soccer,37.5322246,15.092656,,sports_centre,,,,,,,,,
Associazione Italiana Kung Fu,45.5057974,9.229552,,sports_centre,martial_arts,https://aikmilano.it/,+39 388 7851479,Via Asiago,Milano,20128,,,
Bloom,43.7902538,7.6120146,,sports_centre,yoga,,+39 320 143 3969,Via Sottoconvento,Ventimiglia,18039,,,
Sport Science: Biomechanics and Training,42.3320084,13.4056842,,fitness_centre,cycling,https://sportscienceitalia.simplybook.it/,+39 347 5164454,Via Colleverde,L'Aquila,67100,,,
Beta-Flag,42.7626146,11.12656,,fitness_centre,fitness,,,Via Legnano,Grosseto,58100,,,
Falesia di Ovindoli,42.1386848,13.5401883,,sports_centre,climbing,,,,,,,,
Roma OCR,41.7550338,12.4991961,,fitness_centre,,https://www.romaocr.it/,+39 3356939258,,,,,,
MilanoFit,45.4981087,9.235378,,sports_centre,,https://milanofit.it/,+39 338 5822309,Via Oropa,Milano,20132,,,
Falesia Castelvecchio Subequo Settore A,42.1318929,13.7335149,,sports_centre,climbing,https://www.thecrag.com/climbing/italy/central-and-southern-italy/laquila-area/area/2356516614,,,,,,,
Falesia Castelvecchio Subequo Settore D,42.1320542,13.7343119,,sports_centre,climbing,https://www.thecrag.com/climbing/italy/central-and-southern-italy/laquila-area/area/2356525263,,,,,,,
Falesia Castelvecchio Subequo Settore B,42.1315521,13.733978,,sports_centre,climbing,https://www.thecrag.com/climbing/italy/central-and-southern-italy/laquila-area/area/2356519215,,,,,,,
Falesia Castelvecchio Subequo Settore C,42.1314214,13.7345809,,sports_centre,climbing,https://www.thecrag.com/climbing/italy/central-and-southern-italy/laquila-area/area/2356520787,,,,,,,
Circolo Scherma Savona,44.3136638,8.4779906,,fitness_centre,fencing,,,,,,,,
Taekwondo Club,38.0804421,13.4379199,,fitness_centre,,,+390916142384,Via Varese,Villabate,90039,,,
Stasia,40.8908919,14.4076962,,fitness_centre,,,,,,,,,
Anytime Fitness,45.4824955,9.2024186,,fitness_centre,,https://www.anytimefitness.it/gyms/IT-0007/milano-lombardia-20124/,+39 389 5529217,Via Ruggero Boscovich,Milano,20124,,Anytime Fitness,
59 Sport Village,37.0711147,15.197701,,sports_centre,,https://59sportvillage.com/,+39 375 5901774,,,,Mo-Fr 07:00-22:00; Sa 09:00-18:00; Su 09:00-13:00,,
Crossfit774,41.8124677,12.6798113,,fitness_centre,crossfit,https://www.crossfit774.com/,+39 334 9307876,Via Sciadonna,Frascati,00044,"Mo-Fr 07:15-21:00; Sa 10:30-13:00; Su,PH off",,
Il tempio della boxe,40.9389856,14.2647837,,fitness_centre,,,,,,,,,
CrossFit Frascati,41.8149027,12.6853839,,fitness_centre,crossfit,https://www.crossfitfrascati.it,+39 06 942 6084,Vicolozzo di Spinetta,Frascati,00044,"Mo-Fr 07:30-20:00; Sa 11:00-15:00; Su,PH off",,
B)Side Sporting Club,43.780153,11.2878697,,sports_centre,,https://bsidesporting.it/,,,,,,,
Body Master Club,40.913434,14.3986629,,fitness_centre,,,,,,,,,
pls Gym,38.4737622,16.4650588,,fitness_centre,fitness,,,Piazza Vincenzo Bellini,Stilo,89040,,,
Start,36.8322441,14.7700265,,fitness_centre,,,,,,,,,
Il Tempio,44.0024221,10.1690272,,sports_centre,climbing,,,,,,,,
Health People Club,40.9509057,14.2686713,,fitness_centre,,,,,,,,,
GAM Climbing,45.4771144,12.1191996,,sports_centre,climbing,https://gamclimbing.eu,+390415411670,Via Taglio Sinistro,Mirano,30035,Mo-Fr 09:00-22:30,,
Evergreen Dance & Fitness,40.9028733,14.347136,,fitness_centre,,,,,,,,,
Centro Magatana,37.0635252,15.2946447,,fitness_centre,,,,,,,,,
Piscina comunale di Spina,42.9854293,12.2698563,,sports_centre,swimming,,,,,,,,
Time sporting club,45.5870182,9.0787703,,fitness_centre,,https://www.timesportingclub.it/,+390287249319,Via per Cesate,Garbagnate Milanese,20024,"Mo-We,Fr 09:00-12:30, 15:00-21:00; Th 15:00-21:00; Sa 09:00-12:30; Su off",,
falesia Villeneuve,45.7042063,7.2115332,,sports_centre,climbing,,,,,,,,
Palestra di Vollein,45.7463152,7.4433932,,sports_centre,climbing,,,,,,,,
Palestra d arrampicata di Trois-Villes.,45.7578257,7.4377234,,sports_centre,climbing,,,,,,,,
Centro Manzoni,45.3367383,9.0983324,,fitness_centre,fitness,,,Via Alessandro Manzoni,Binasco,20082,,,
Anytime Fitness,45.502118,9.2650918,,fitness_centre,,,,,,,24/7,Anytime Fitness,
Pilatify,45.4669302,8.8869508,,fitness_centre,pilates,,,,,,,,
Kratas,37.5998638,13.2070949,,fitness_centre,,,,Cottonaro Lavanche,,92010,,,
Regeneration Body,37.2519931,15.0928116,,fitness_centre,,,,,,,,,
Rembukan,37.2514529,15.0918446,,sports_centre,karate,,,,,,,,
Centro sportivo Cambini Fossati – MilanoSport,45.4942741,9.2316209,,sports_centre,,http://www.milanosport.it/impianto/20/cambini-fossati/5/,+39 02 2820544,Via Leonardo Cambini,Milano,20132,,,
A.S.D. Topmaster,42.2438461,14.0434787,,sports_centre,volleyball;tennis;futsal;soccer,,,Via Colloerotondo,Lettomanoppello,,,,
Campo Di Calcio Lettese,42.2446947,14.0458463,,sports_centre,soccer,,,Via Colloerotondo,Lettomanoppello,,,,
Fit & Fun,42.4593051,14.2215998,,fitness_centre,,,,Via Benedetto Croce,Pescara,,,,
Santa Maria Club,37.0757461,15.2880777,,sports_centre,padel,,,,,,,,
Stazione Padel,37.0707969,15.2664637,,sports_centre,padel,,,,,,,,
GYM FACTORY,41.0620431,14.3248845,,fitness_centre,,,,Viale Carlo III di Borbone,Caserta,81020,,,
Palestra di Bettola,45.9915474,8.4120798,,sports_centre,climbing,,,,,,,,
Urban Climb Savona,44.3135628,8.4779194,,sports_centre,climbing,,,,,,,,
Leonidas,45.5084977,9.2270476,,fitness_centre,,,+39 02 27004651,Via Apelle,Milano,20128,,,
Palestra Olympus,37.0856738,15.1583039,,fitness_centre,,,,,,,,,
biostudio bioginnastica,44.0085208,12.6341419,,fitness_centre,gymnastics,,,,,,,,
Centro sportivo '' Oscar Rini'',45.699732,7.200337,,sports_centre,soccer;multi,,,,,,,,
Rafting Aventure,45.702444,7.2174714,,sports_centre,canoe,,,,,,,,
Bike Park Belvedere,37.0871502,15.2038711,,sports_centre,cycling,,,,,,,,
Malibù,42.8529396,13.5869846,,fitness_centre,,https://www.malibufitness.it/,,Via Giovanni Tranquilli,Ascoli Piceno,63100,,,
Body Center,38.1160657,13.3340067,,fitness_centre,,,+39 3891928676,Via Ettore Arculeo,Palermo,90135,,,
Omnia Sport,38.1149609,13.3308658,,fitness_centre,,,+39 3880528877,Via degli Emiri,Palermo,90135,,,
WellFit Personal Training Club,41.0757181,14.3189755,,fitness_centre,,,,Via Sardegna,Caserta,81100,,,
Circolo Tennis Cutrofiano,40.1229185,18.2150233,,sports_centre,tennis;soccer,,,,,,,,
REVERBIA,45.4529198,9.2093928,,fitness_centre,,https://www.reverbia.it/,,Via Gerolamo Tiraboschi,Milano,20135,,,
FitActive,45.4435514,9.0398223,,fitness_centre,,https://www.fitactive.it/i-club/cusago.php,,Viale Europa,Cusago,20090,24/7,,
New popeye club,43.5597506,10.3267039,,fitness_centre,,,,,,,,,
Bocciofila Martesana,45.50296,9.2194684,,sports_centre,boules,,,Via Rovigno,Milano,20125,,,
Giacomo Piccolo,40.9167967,14.4157095,,sports_centre,tennis;soccer,,+39 081 886 3230,Via Camillo Cucca,Brusciano,80031,,,
Sasso del Drago,46.3279884,9.4667436,,sports_centre,climbing,,,,,,,,
Polidiportiva Ginnastica Patavium Asd,45.6023795,11.7999829,,sports_centre,gymnastics,https://www.ginnasticapatavium.it/,,Via Valsugana,San Giorgio in Bosco,35010,,,
BI KARTING SNC e C,45.6028524,11.7997482,,sports_centre,karting,https://www.bikarting.com/,+39 049 945 0066; +39 0324 36755,Via Valsugana,San Giorgio in Bosco,35010,,,
Dance & Fitness,40.8676064,14.3811458,,fitness_centre,,,,Via Giuseppe Mazzini,Pollena Trocchia,80040,,,
Animal Kingdom XXXL,40.8624176,14.3577767,,fitness_centre,,,,,Cercola,80040,,,
Padel Lago,37.1012642,15.1467025,,sports_centre,,,,,,,,,
Bella Italia Efa Village,45.6784041,13.1220176,,sports_centre,,https://www.bellaitaliavillage.com/,+39 0431 409511,Viale Centrale,Lignano Sabbiadoro,33054,,,
Sasso Mescatelli,42.4094171,12.2073555,,sports_centre,climbing,,,,,,24/7,,
Enjoy's,40.906639,14.4083756,,sports_centre,fitness;soccer,,,,,,,,
Sport Village,40.9118152,14.4046413,,sports_centre,soccer;padle,,,,,,,,
Centro Sportivo Comunale Le Querce,45.5635286,9.0746393,,sports_centre,soccer,,,,,,,,
Barbera Skatepark,45.0344638,7.5877659,,sports_centre,skateboard,,,Strada del Bottone,Orbassano,,,,
Boxe Club Catania,37.5149992,15.0712758,,fitness_centre,boxing,https://boxeclubcatania.business.site/,+39 334 3689319,,,,,,
Shooter Armi Sports,37.0608536,15.0933748,,sports_centre,shooting,,,,,,,,
Jump 4 Fitness,41.6166469,13.3096456,,fitness_centre,,,,Viale Volsci,,03100,,,
Falesia di Bisuschio,45.8695905,8.8874542,,sports_centre,climbing,,,,,,,,
Sportyque,45.4489433,9.1787497,,fitness_centre,,https://sportyque.it/,,,,,,,
FITclass,45.4532301,9.1613384,,fitness_centre,,https://www.fitclass.it/,,Via Savona,Milano,20144,,,
Bocciofila Aurora,44.6997916,7.9349108,,sports_centre,boules,,,,,,,,
Centro Fondo Pietro Scola,46.3558771,11.8725213,,sports_centre,skiing,https://www.dolomiti.org/it/falcade/inverno/sci-nordico-falcade/,+39 0437 599441;+39 335 5766623,,,,,,
Iron Fit Pro,45.5473176,9.4366966,,fitness_centre,fitness,https://www.ironfitpro.com/,,,,,,,
Zuppadel,36.8960512,15.1342678,,sports_centre,padel,,,,,,,,
Extreme Fitness,44.7518892,7.800348,,fitness_centre,,,+39 379 115 4624,Via Circonvallazione,,,,,
Energy Club,43.764635,12.9332739,,fitness_centre,,https://energyclubwellness.it/,,Via Giovanni Agnelli,Calcinelli,61036,,,
Virgin Active,45.4140056,10.9708435,,fitness_centre,,,,,,,"Mo-Fr 06:30-23:00; Sa,Su 08:00-20:00",Virgin Active,
Todo Playfitness,45.4395054,10.5168375,,sports_hall,fitness,,,Via Mantova,Lonato del Garda,25017,,,
Falesia di Crana,46.3332998,9.4225191,,sports_centre,climbing,,,,,,,,
Falesia di Scilano,46.3225799,9.4449815,,sports_centre,climbing,,,,,,,,
Paretina dell'amico Fritz,46.3247593,9.4256618,,sports_centre,climbing,,,,,,24/7,,
La Ciclabile,46.3248893,9.4293886,,sports_centre,climbing,,,,,,,,
Sasso Bianco,46.3071256,9.4048634,,sports_centre,climbing,,,,,,,,
Gildo Burgener,45.973641,7.9595951,,sports_centre,climbing,,,,,,,,
Luciano Bettineschi,45.973559,7.9436856,,sports_centre,climbing,,,,,,,,
