name,lat,lon,amenity,cuisine,website,phone,opening_hours,address
Happy Bar,45.4658211,9.1775475,bar,,,,,"Corso Magenta 25, 20123, Milano"
P14 Bicocca,45.5155703,9.2116047,bar,,https://pquattordici.weebly.com/,+39 02 2111 9189,,"Viale Piero e Alberto Pirelli 14, 20126, Milano"
Batita,45.5142628,9.2124781,cafe,,,,Mo-Fr 07:30-21:00,
Panta Rei,45.5143131,9.2123138,cafe,,,,,
MEZCA,45.4772035,9.1699589,bar,mexican,https://www.mezca.it/,,Mo-Su 18:00-02:00,"Corso Sempione 7, 20145, Milano"
Caffè' Sempione,45.4781820,9.1683270,cafe,,,,,
Caffè in diretta,45.4787387,9.1675747,cafe,,,,,"Corso Sempione 23, Milano"
La pidaseparsot,45.5142963,9.2123703,cafe,,www.lapidaseparsot.it,+39 342 3880889,,
Banco,45.4512939,9.1718079,pub,,,+390289415868,,"Alzaia Naviglio Grande 46, 20144, Milano"
Boombastic Cafè,45.4821435,9.1880415,bar,,,,,"Via Carlo De Cristoforis 2, 20124, Milano"
Swinging Cafe,45.4783506,9.1885512,cafe,,,,,"Via Castelfidardo 3, 20121, Milano"
Street coffee,45.4853437,9.2037025,cafe,,,,,
Bar Fusina Di Crescente Nicola,45.4689413,9.2299208,bar,,https://www.barfusina.it/,,,"Piazza Andrea Fusina 1, 20133, Milano"
Altro Bar,45.4409249,9.1814693,cafe,,,,,"Via Ruggero Bonghi 17, 20141, Milano"
Selz,45.4802007,9.2192444,bar,,,,,
Blackout Lounge Bar,45.4801964,9.2178457,bar,,,,,
Stoppani,45.4752399,9.2136536,cafe,,,,,
Fashion Bar,45.4803279,9.2026274,cafe,,,,,
Cheri,45.4806518,9.2020128,cafe,,,+39 02 66983172,,
Café GinRosa,45.4663059,9.1982739,cafe,,https://gin-rosa.it/,,,"Galleria San Babila 4b, 20122, Milano"
Tazzulella,45.4714431,9.2303069,cafe,,,,,"Via Gaspare Aselli 24, 20133, Milano"
Twain,45.4853489,9.2296963,bar,,,,,
Madà,45.4316757,9.1536476,bar,,,,,"Via Agostino Depretis 3, 20142, Milano"
Bar Voltri,45.4355955,9.1543597,cafe,,,,,
Camelot,45.4366846,9.1547907,cafe,,,,,"Viale Famagosta 2, 20142, Milano"
Beluga,45.4778425,9.1986056,bar,,,,,"Viale Vittorio Veneto 32, 20124, Milano"
Bar Dogana,45.4906489,9.1815249,cafe,,,,,"Via Arnaldo da Brescia 10, 20159, Milano"
Seitaly,45.4601001,9.1880088,cafe,breakfast;italian_pizza,https://www.seitaly.it/,+39 02 72095365,Mo-Su 07:30-00:00,"Corso Italia 6, 20122, Milano"
Bar Sorriso,45.4949693,9.1428703,bar,,,,,"Via Gian Battista Casella 43, 20156, Milano"
La buttiga beer room,45.4975736,9.2086831,pub,,https://www.labuttiga.it/,,Mo-Fr 17:00-02:00; Sa-Su 15:00-02:00,"Via Melchiorre Gioia 194, 20125"
Bar Barbara,45.4821864,9.1812527,cafe,,,,,"Piazzale Antonio Baiamonti 1, 20154, Milano"
Caffetteria Baiamonti,45.4826252,9.1817481,cafe,,,,,"Piazzale Antonio Baiamonti 4, 20154, Milano"
Drago Verde,45.4823676,9.1811537,pub,,,,,"Piazzale Antonio Baiamonti 3, 20154, Milano"
oTTo,45.4819680,9.1797339,cafe,,http://www.sarpiotto.com/,+39 02 83417249,Mo 18:30-02:00; Tu-Su 10:00-02:00,"Via Paolo Sarpi 10, 20154, Milano"
S'LAB,45.4817219,9.1807871,cafe,chinese;japanese;juice,,+39 02 36535586,,"Via Paolo Sarpi 1, 20154, Milano"
Chateau Dufan,45.4819237,9.1812401,cafe,chinese,https://www.chateaudufan.com/,+39 02 34534113,,"Via Paolo Sarpi 2, 20154, Milano"
Jolly Bar,45.4817370,9.1793747,cafe,,,,,"Via Paolo Sarpi 12, 20154, Milano"
Café Nord 2000,45.4684934,9.1747425,cafe,,,+390209969911,,"Piazzale Luigi Cadorna 14, 20123, Milano"
L'angolo dell'aperitivo,45.4649462,9.2111247,cafe,,,,,
Bar Tabacchi Udine,45.4911975,9.2364298,cafe,,,+39 02 26414577,,"Piazzale Udine, 20132, Milano"
Caffè Corridoni,45.4634408,9.2034396,bar,,,,,
Caffè delle Colonne,45.4670769,9.1971776,cafe,,,+39 0276021907,,"Corso Giacomo Matteotti 11, Milano"
Bar Mida,45.4733055,9.2281378,cafe,italian,http://www.barmida.com/,+39 02 714428,7:00-20:00,"Via Sandro Botticelli 22, 20133, Milano"
Noi Pilates e sala da tè,45.4800385,9.1831912,cafe,tea,,,,"Via Alessandro Volta 15, 20121, Milano"
Pink Bar,45.4791472,9.1845374,cafe,,,,,"Via Varese 6, 20121, Milano"
Zodiaco,45.4797299,9.1834134,cafe,,,,,"Via Alessandro Volta 11, 20121, Milano"
Al Solito Posto,45.4802708,9.1830334,cafe,,,,,"Via Alessandro Volta 17, 20121, Milano"
Melabevo,45.4800031,9.1834485,bar,,,,,"Via Alessandro Volta 14, 20121, Milano"
the pure café,45.4802387,9.1832929,cafe,coffee_shop,,,Tu-We 08:00-24:00; Th-Sa 08:00-23:00; Su 09:00-23:00,"Via Alessandro Volta 16, 20121, Milano"
Capolinea,45.5243047,9.1926569,cafe,,,,,
Tardis,45.5238074,9.1925759,pub,burger,https://tardispubmilano.it,,,"Via Luigi Ornato 134, 20162"
Caffé Piazza,45.4824400,9.2069341,cafe,,,,,
Domm,45.4770997,9.1883639,cafe,,,,,"Via San Marco 23, 20121, Milano"
Caffè Panzera,45.4771846,9.1879388,cafe,,,,,"Via Solferino 32, 20121, Milano"
Bar Mondino 1994,45.4805209,9.1772716,cafe,,,+39 02 89052595,,"Via Giovanni Battista Niccolini, 20154, Milano"
Patti bakery & bistrot,45.4687328,9.1763952,cafe,,https://pattibakery.com/store-milano-cadorna/,+39028900266,"Mo-Fr 07:00-20:00; Sa-Su,PH 09:00-19:00","Via Pietro Paleocapa 1, 20121, Milano"
Ginza,45.4803810,9.1780912,cafe,,,,,
Anna,45.4675747,9.2232568,bar,,,,,
Bar Sesto,45.4735677,9.2180605,bar,,,,,
Bar Pasticceria La Maison,45.4631340,9.2279989,bar,,,,,
Caffe' Jesi,45.4664481,9.2317786,bar,,,,,
Pavé,45.4791058,9.2026434,cafe,,https://www.pavemilano.com/,+39 02 94392259,"Mo,We-Su 08:00-19:00; Tu off","Via Felice Casati 27, 20124, Milano"
Semplice,45.5031981,9.2216029,cafe,,,,,"Viale Monza 175, 20126, Milano"
Bar Monte San Gabriele,45.5049099,9.2233175,cafe,,,,,"Via Monte San Gabriele 6, 20127, Milano"
404,45.5046054,9.2224884,cafe,,,,Mo-Su 07:00-12:00,"Viale Monza 144, 20127, Milano"
Bar Piazza,45.5058972,9.2243822,cafe,,,,,"Via Aristotele 13, 20128, Milano"
Barrito,45.5053162,9.2222233,cafe,,,,,"Via Sant'Erlembaldo 1, 20126, Milano"
Pandy e Mucca,45.4548459,9.2090882,bar,,,,,
Picchio,45.4735746,9.2092768,bar,,,+39 02 29531433,,"Via Melzo 11, 20129, Milano"
Nuit Cafè,45.4614769,9.2442360,cafe,coffee_shop,,,,"Viale Enrico Forlanini 50/7, Milano"
XXI Secolo,45.4836918,9.1703718,bar,,,,,
Lambiczoon,45.4541198,9.2133409,pub,burger,https://www.lambiczoon.com,+39 02 3653 4840,Mo-Th 18:00-01:00; Fr-Sa 18:00-02:00,"Via Friuli 46, 20135"
Shot Cafe,45.4839253,9.1995100,cafe,,http://www.shotcafe.it/,+39 02 6700206,,"Via Giovanni Battista Pirelli 19, 20124, Milano"
Bar Golf,45.4873740,9.1971057,cafe,,,,,"Via Luigi Galvani 21, 20124, Milano"
Feel Bar,45.4838239,9.1987470,cafe,,,,,"Via Giovanni Battista Pirelli 19, 20124, Milano"
Bar Fara,45.4824097,9.1979259,cafe,,,,,"Via Gustavo Fara 8, 20124, Milano"
Kafana,45.4821355,9.1976110,cafe,,,,,"Via Gustavo Fara 5, 20124, Milano"
Norin Caffè Bistrot,45.4851432,9.1987218,cafe,italian;italian_pizza,https://www.pizzeriabistronorin.com/,+390267071339,Mo-Fr 07:30-22:00,"Via Gustavo Fara 33, 20124, Milano"
Sushimi,45.4839773,9.1980915,cafe,,,,,"Via Gustavo Fara 24, 20124, Milano"
cafe Victum,45.4675567,9.2067904,cafe,,http://victum.it,,Tu-Su 07:00-20:00; Mo 07:00-22:00,
Bar Alfa,45.4850057,9.2091950,cafe,,,,,"Viale Andrea Doria 14, 20124, Milano"
Best Cafe,45.4856607,9.2087727,cafe,,,,,"Via Giovanni Battista Pergolesi 25, 20124, Milano"
Mogamo,45.4850484,9.2088175,cafe,,https://www.mogamo.it/,+39 02 36528389,Mo-Fr 07:00-02:00; Sa 18:00-02:00,"Viale Andrea Doria 12, 20124, Milano"
Waiting Bar,45.4857384,9.2093866,cafe,,,,,"Piazza Caiazzo 1, 20124, Milano"
Retrò Cafe,45.5023648,9.2097743,cafe,,,,,"Via Pigello Portinari 1, 20125, Milano"
Bar La Compagnia,45.5018878,9.2125059,cafe,,,,,"Piazza Greco 10, 20125, Milano"
Caffè Mediterraneo,45.5070630,9.2076124,cafe,,,,,
Greco Bar,45.5022878,9.2102872,cafe,,,,,"Via Pigello Portinari 1, 20125, Milano"
La Gintoneria di Davide,45.5045417,9.2088243,bar,,http://www.gintoneria.it/,+39 392 0397315,,"Via Comune Antico 25, 20125, Milano"
Pinocchio,45.5023376,9.2115748,cafe,,,,,"Piazza Greco 7, 20125, Milano"
Bar Bonfadini,45.4448053,9.2462564,cafe,,,,,
Picchio,45.4162350,9.1695363,cafe,,,,,"Via Gratosoglio 105, 20142, Milano"
Ice Cream bar,45.4305012,9.1789147,cafe,,,,,
Mediterraneo,45.4303459,9.1786184,cafe,,,,,
Colibrì,45.4048133,9.1722182,cafe,,,,,
Campoverde,45.4047184,9.1720582,cafe,,,,,
Bar Capriccio,45.4114035,9.1722724,cafe,,,,,"Via Costantino Baroni 11, 20142, Milano"
Bar Happy,45.4260975,9.2514483,cafe,,,+39 351 7464833,,"Via Rogoredo, 20138, Milano"
Sella Cafè,45.4702680,9.1827764,cafe,,,,,"Via Quintino Sella 2, 20121, Milano"
Cafè Rivoli,45.4720916,9.1830588,cafe,,,,,"Via Rivoli 2, 20121, Milano"
Dolce e Amaro,45.4722379,9.1829881,cafe,,,,,"Via Rivoli 2, 20121, Milano"
Movidas,45.4788473,9.1853912,bar,,,,,"Corso Giuseppe Garibaldi 111, 20121, Milano"
Cantiere,45.4786894,9.1856855,pub,jamon,,,,"Corso Giuseppe Garibaldi 108, 20121, Milano"
Caffetteria della Moscova,45.4775547,9.1858839,cafe,,,,,"Via della Moscova 46, 20121, Milano"
Cimmino 104,45.4784932,9.1855145,bar,,,,,"Corso Giuseppe Garibaldi 104, 20121, Milano"
Our Gin,45.4783522,9.1854064,cafe,,,,,"Corso Giuseppe Garibaldi 104, 20121, Milano"
Panarello,45.4777552,9.1848880,cafe,,https://www.panarello.com/,+39 02 87141481,Mo-Su 08:00-19:30,"Via della Moscova 52, 20121, Milano"
Coll Bubble Tea And Coffee,45.4800079,9.1863289,cafe,bubble_tea,,,,"Corso Giuseppe Garibaldi 127, 20121, Milano"
Jet Lag,45.4582629,9.2482022,cafe,,,,,
Déjà-vu,45.4569191,9.2421952,cafe,,,,,
Mecenate 30,45.4553233,9.2443964,cafe,,,,,
Gil Cafè,45.4544207,9.2456108,cafe,,,,,
Crazy Cat Café,45.4809664,9.2034354,cafe,,https://www.crazycatcafe.it/,,Tu-Su 9:30-21:30,
Caffè Liberty,45.4833861,9.2108987,cafe,,,,,"Via Saverio Mercadante 1, 20124, Milano"
La Fenice,45.4835413,9.2100514,cafe,,,,,
Pepe Nero,45.4826214,9.2092606,cafe,,,,,"Via Benedetto Marcello 91, 20124, Milano"
Nico Quick Bite,45.4835033,9.2029388,cafe,,https://www.nicoquickbite.com/,+39 02 66987791,,"Via Napo Torriani 29, 20124, Milano"
Caffè Panzera,45.4837772,9.2044247,cafe,,http://www.caffepanzera.it/,+39 02 6692647,07:00-23:30,
Green Garden,45.4820550,9.2012082,cafe,,,,,"Via Alfredo Cappellini 10, 20124, Milano"
Inside,45.4818085,9.2006897,bar,,,,,"Via Vittor Pisani 12a, 20124, Milano"
Bar Espresso,45.4830356,9.2052446,cafe,,,,,"Via Vitruvio 43, 20124, Milano"
Nice Cafè,45.4823746,9.2035057,cafe,,https://nicecafe.eatbu.com/,+393279736359,Mo-Su 07:00-02:00,"Via Roberto Lepetit 3, 20124, Milano"
The Street Bar,45.4835505,9.2039140,cafe,,,+39 328 6619443,,"Via Antonio da Recanate 2, 20124, Milano"
la Gintoneria,45.4825390,9.2031511,bar,,,,off,
Caffè Napoli,45.4827010,9.2063502,cafe,,,+39 02 36505527,"Mo-Fr 07:00-19:00, Sa 07:30-19:00, Su 08:00-13:00","Via Vitruvio, 20124, Milano"
Red Cafè,45.4767705,9.2040167,bar,,,+39 02 36798869,Mo-Th 08:00-02:00; Fr-Sa 08:00-03:00; Su 08:00-02:00,"Via Panfilo Castaldi 29, 20124, Milano"
Amici,45.4618690,9.2111934,cafe,,,+39 389 4346714,,"Piazza Santa Maria del Suffragio 6;8, Milano"
Tommy & Lucy,45.4841473,9.2229357,cafe,,,,,"Via Vallazze 26, 20131, Milano"
Bar Giada,45.4889166,9.2133017,cafe,,,,,
C&C Bar,45.4909355,9.2074306,bar,,,,,
Lux Cafè,45.4859352,9.2262987,cafe,,,,,"Via Andre' Marie Ampere 87, 20131, Milano"
Porpora,45.4861590,9.2245513,cafe,,,,,
FRED,45.4862076,9.2318065,bar,,,,"Tu-Th 09:00-01:00; Mo 17:00-01:00; Fr, Sa 09:00-02:00; Su 09:00-00:00","Via Francesco Ingegnoli 2, 20131, Milano"
Bar al posto giusto,45.4757111,9.2211456,bar,,,,,
Iris,45.4767026,9.2079210,bar,,,,,
Steven Hill Coffe,45.4620419,9.2096837,bar,,https://www.improntabirraia.com/,+39 02 3668 4747,Mo-Sa 07:00-19:00; Su 08:00-19:00,"Via Amatore Sciesa 1, 20135, Milano"
DCafé,45.5012315,9.1972526,cafe,,,,,"Piazzale Istria 1, 20159, Milano"
Carpe Diem,45.5018886,9.1998641,cafe,,,,,"Via Arbe 85, 20125, Milano"
Bar Vega,45.5012221,9.1986867,bar,,,,,"Piazzale Istria 4, Milano"
Blender Farini,45.4913093,9.1841357,bar,,,,,"Via Carlo Farini 48, 20159, Milano"
Zhizun Pub,45.4914095,9.1847285,pub,,,,,"Via Alserio 3, 20159, Milano"
150UP,45.4902529,9.1847278,bar,,https://150up.com/,+39 02 89452576,Mo-Sa 09:00-22:30,"Via Medardo Rosso 16, 20159, Milano"
Tabit,45.5145362,9.2391024,bar,,,,,
Capolinea Caffè,45.4568189,9.2235176,cafe,,,,,"Viale Molise 51, 20137, Milano"
Bar Velasca,45.4601431,9.1911925,cafe,,,+39028052327,,"Via Pantano 2, 20122, Milano"
Ice & Coffee,45.4603544,9.1907500,cafe,,,+390239563572,,"Via Pantano 2, 20122, Milano"
Peter Bar,45.4606839,9.1916054,cafe,,,+390258303846,,"Via Larga 31, 20122, Milano"
REF* - RE FOSCO,45.4568832,9.1930299,cafe,italian,,,Mo-Su 09:30-22:00,"Via San Calimero 7, 20122, Milano"
Il Caffè della Terra di P.ta Romana,45.4563234,9.1950218,cafe,,https://caffeterra.com,+39 02 83480866,,"Corso di Porta Romana 80, 20122, Milano"
Caffè Napoli Crocetta,45.4557150,9.1954801,cafe,,,,,
Nettare dei Santi,45.4568089,9.1929895,cafe,,,,,"Via San Calimero 7, 20122, Milano"
Break,45.4368963,9.1941273,cafe,,,,,
Angelo Azzurro,45.4370953,9.1963011,cafe,,,,,
Prog,45.4577567,9.2079204,pub,,,,,"Via Andrea Maffei 12, 20135, Milano"
New Wood,45.4870646,9.1888333,bar,burger,,,,"Via Pietro Borsieri 14, 20124, Milano"
Mind the GAP,45.4566460,9.2024271,pub,,,,,
Afterline,45.4889658,9.2055739,bar,,http://www.afterline.it/,,,"Via Giovanni Battista Sammartini 25, 20125, Milano"
Bar Fiamingo,45.4959235,9.2100769,cafe,,,,,"Via Gianfranco Zuretti 57, 20125, Milano"
Bar Gluck,45.4909946,9.2073114,cafe,,,,,"Via Cristoforo Gluck 2, 20125, Milano"
Club 23,45.4888849,9.2054880,bar,,,,,"Via Giovanni Battista Sammartini 23, 20125, Milano"
Happy Days,45.4900080,9.2051566,cafe,,,,,"Via Ponte Seveso 33, 20125, Milano"
Il Gatto e la Volpe,45.4898539,9.2049648,cafe,,,,,"Via Ponte Seveso 33, 20125, Milano"
Sauna Metro club Milano Centrale,45.4892610,9.2055336,nightclub,,www.metroclubmilano.it,+39 02 66719089,Mo-Su 12:00-01:30,"Via Giovanni Schiaparelli 1, 20125, Milano"
Queen Bar,45.4879552,9.2041460,cafe,,,,,"Via Giovanni Battista Sammartini 15, 20125, Milano"
Ginger Cocktail Lab,45.4496651,9.1777067,bar,,https://www.gingercocktailab.it/,,Tu-Su 17:30-02:30,"Via Ascanio Sforza 21, 20136, Milano"
Caffè Milanino,45.4906171,9.2368750,cafe,,,,,
Peter Bar,45.4776378,9.1933440,bar,,,,,
Bar Brambilla,45.4777102,9.1922349,bar,,,,,
Covino Club Cafe,45.4773585,9.1921451,bar,,,,,
Chiosco Manin,45.4756052,9.1972584,cafe,,,,,
Bar Tiffany,45.5125477,9.2218154,cafe,,,,,"Via Bernardo Rucellai 12, 20126, Milano"
Viel,45.5122096,9.2247873,cafe,,,,Th-Tu 08:00-20:00; We 15:00-20:00,"Viale Monza 222, 20128, Milano"
Bar Lucania,45.4414918,9.2237729,bar,,,,,
Gran caffè,45.4559603,9.1343807,cafe,,,,,"Via Arzaga 24, 20146, Milano"
Ralph's,45.4578194,9.1807356,pub,,,+390287250438,,"Via Edmondo De Amicis 4, 20123, Milano"
Prince,45.4371728,9.1836399,cafe,,,,,
Jo's,45.4350305,9.1778198,cafe,,,,,
La baia buia,45.4360744,9.1745907,cafe,,,,,
Diaboliko,45.4337127,9.1740304,cafe,,,,,
Bar del punt,45.4330365,9.1742941,cafe,,,,,
Lisa bar,45.4338467,9.1779979,cafe,,,,,
Bar Caffetteria Club Davide,45.4360368,9.1814263,cafe,,,,,"Via Francesco De Sanctis 50, 20141, Milano"
Caffè del binari,45.4537231,9.1687408,cafe,,,,,"Via Tortona 3, 20144, Milano"
Kairos café,45.4539722,9.1690946,cafe,italian,,+390236512487,,"Via Tortona 12, 20144, Milano"
Caffè Mania,45.4500285,9.1405537,cafe,,,+39 347 3629181,Mo-Fr 06:30-21:00; Sa 07:00-18:00,"Largo Giovan Battista Scalabrini 2, 20146, Milano"
Bar Cupido,45.4489000,9.1437494,bar,,,,,"Via Giambellino 79, 20146, Milano"
Bar Jessica,45.4497500,9.1364153,cafe,,,,,"Via Lorenteggio 163, 20146, Milano"
Bar Sincero,45.4484560,9.1392303,cafe,,,,,"Via dei Biancospini 1, 20146, Milano"
Lina's Bar,45.4490599,9.1397575,cafe,,,,,
Eleven Bar,45.4494612,9.1415724,cafe,,,,,"Via Curio Dentato 11, 20146, Milano"
Astro Bar - Tabacchi,45.4514486,9.1416356,cafe,,,+39024238881,,"Via Lorenteggio 137, 20146, Milano"
Bottega dei Pasticci,45.4527098,9.1445258,cafe,,,+39 02 474 427,Tu-Su 07:00-20:30,
Va a ciapà il bar,45.4525632,9.1450887,cafe,,,,,"Via Lorenteggio 57, 20146, Milano"
L'atelier del caffè,45.4532443,9.1471896,cafe,,,,,"Via Lorenteggio 41, 20146, Milano"
Zero Due,45.4527997,9.1498348,bar,,,,,"Via Leone Tolstoi 47, 20146, Milano"
Break Café Caffeteria Mokito,45.4520717,9.1506577,cafe,,,,,"Via Leone Tolstoi 24/1, 20146, Milano"
La Fenice,45.4519778,9.1503070,cafe,,,,,"Via Leone Tolstoi 37, 20146, Milano"
Panarello,45.4494752,9.1513241,cafe,,,,,
Kimkameamea,45.4507738,9.1385725,cafe,,,,,
Italian Dream,45.4501020,9.1365129,cafe,,,,,
Bar Lory,45.4512556,9.1354818,cafe,,,,,"Via Francesco Primaticcio 34, 20146, Milano"
Cris Bar,45.4971131,9.1310742,cafe,,,,,
Coffee Brown,45.4972269,9.1316168,cafe,,,,,
Madame Cafè,45.4936795,9.1805564,cafe,,,,,"Via dell'Aprica 10, 20158, Milano"
Bar Azzurra,45.4922563,9.1841894,cafe,,,,Mo-Su 07:30-24:00,"Via Carlo Farini 55, 20159, Milano"
Caffè Galli,45.4916024,9.1836932,cafe,,,,,"Via privata Dina Galli 2, 20159, Milano"
Waiting Bar,45.4920241,9.1844035,bar,,,,,"Via Carlo Farini 52, 20159, Milano"
Caffè Amore Bistrot,45.4934935,9.1827293,cafe,,,,,Via Valtellina
Bar fortuna,45.5086066,9.2014342,cafe,,,,,
Mono Bar,45.4763822,9.2039648,cafe,italian,,,Mo off; Tu 18:30-01:00; We-Th 18:30-01:30; Fr-Sa 18:30-02:00; Su 18:30-01:00,"Via Lecco 6b, 20124, Milano"
Bar delle Ore,45.4629769,9.1934813,cafe,,,+39 02 860377,,"Via delle Ore 4, 20122, Milano"
Bar Duomo,45.4638617,9.1932848,cafe,coffee_shop,,+39028057461,,"Via Carlo Maria Martini 1, 20122, Milano"
Bar Sole,45.4619255,9.1908573,cafe,,,,,"Via Paolo da Cannobio 4, 20122, Milano"
Ca'puccino,45.4621984,9.1904460,cafe,,https://www.ca-puccino.com/,+39 02 86882993,Mo-Su 07:30-23:00,"Piazza Armando Diaz 5, 20122, Milano"
Caffè Napoli,45.4626412,9.1891509,cafe,,,,,"Via Gaetano Giardino 3, 20123, Milano"
12oz Cofee Joint,45.4636035,9.1891221,cafe,dessert,https://www.12ozcj.com/,+39 02 49635212,"Mo-Th 07:30-22:30; Fr-Su,PH 07:30-23:00","Via Dogana 2, 20123, Milano"
Porta d'Oro,45.4623498,9.1904357,nightclub,,http://www.portadoroclub.it/,+39 02 86998972,,"Piazza Armando Diaz 3, 20122, Milano"
Shilling's,45.4619518,9.1908857,nightclub,,https://www.shillings.it/it/shillings,+39 02 8693554,,"Via Paolo da Cannobio 2, 20122, Milano"
Venus Night Club,45.4626409,9.1894738,nightclub,,http://www.venusnightclub.it/,+39 02 89093816,,"Via Gaetano Giardino 1, 20122, Milano"
La gelateria della Musica,45.4720659,9.2143198,cafe,ice_cream,,,Tu-Su 14:00-22:00,Via privata Giuseppe Abamonti 2
Clorofilla,45.4827144,9.1865291,bar,,,,,
Bar Turati,45.4739120,9.1950498,cafe,,,,,"Via Filippo Turati 8, 20121, Milano"
Il baracchino,45.4731655,9.1960988,cafe,,,,,
The wall,45.4875420,9.2357985,nightclub,,https://www.wallmilano.com/club/,,Mo-Fr 11:00-02:00; Sa-Su 09:00-01:00,"Via Plezzo 16, Milano"
Caffé Sudan,45.4526547,9.1647919,bar,,,+39028392547,,"Via Bergognone da Fossano 47, 20144, Milano"
Bar Armony,45.4873912,9.1688561,cafe,,,+3902314346,,"Via Fratelli Induno 28, 20154, Milano"
GOOD TIME,45.4873170,9.1716938,bar,,,,,"Via Cenisio 7, 20154, Milano"
Macondo cafè,45.5022627,9.1623083,bar,,,,,"Via Emilio Broglio 25, 20158, Milano"
The Club,45.4775441,9.1841451,nightclub,,https://www.theclubmilano.it,+39 02 3653 4005,,
Pineta Milano,45.4861894,9.1738635,nightclub,,https://www.pinetamilano.com/,,,"Via Messina 38, 20154, Milano"
Morosini,45.4585645,9.2109433,cafe,,,,,
NaBi,45.4563152,9.2121460,cafe,,,,,
Cafè Chantal,45.4568836,9.2124538,cafe,,,,,
Barbisa 1920,45.4521021,9.2054417,cafe,coffee_shop,https://barbisa-1920.eatbu.com,+39 025516935,,"Via Lodovico Muratori 11, 20135, Milano"
Trapizzino,45.4519873,9.2030947,cafe,,,,,
Bar Porta Romana,45.4512375,9.2042816,cafe,,,,,
Caffeteria XXI Secolo,45.4519026,9.2031832,cafe,,,,,
Bar Luce,45.4438095,9.2052904,cafe,,,,,
Clarissa bar,45.4558218,9.2109286,cafe,,,,,
Deus Café,45.4909146,9.1884416,cafe,coffee_shop,,,,
Il Secco,45.4502902,9.1697096,bar,,https://www.ilsecco.com/it/,,,"Via Angelo Fumagalli 2, 20143, Milano"
Millenium Cafè,45.4455930,9.2126575,cafe,,,,,
The White Flag,45.4446317,9.2105485,pub,,https://www.thewhiteflag.it/,+39 340 176 7631,Mo-Su 17:30-02:00,"Via Brembo 7, 20139, Milano"
Bar Primavera,45.4446634,9.2112247,cafe,,,,,
Quel che c'è cafè,45.4428053,9.2056840,cafe,,,,,
Golden Cafè,45.4678887,9.2045254,cafe,,,,,"Via Vivaio 2, 20122, Milano"
Bar Salvini,45.4719810,9.2034672,cafe,,,,Mo-Sa 06:30-20:00,
Caffè Duse,45.4716980,9.2035812,cafe,,,,,
Caffè di via Vivaio,45.4699664,9.2038781,cafe,,,,,"Via Vivaio 20, 20122, Milano"
Bar Bianco,45.4743781,9.2016733,bar,,https://www.barbiancomilano.com/,,,
Tropical Bar,45.4516424,9.1750226,bar,,,,,"Ripa di Porta Ticinese 27, 20143, Milano"
Ideal Bar,45.4954972,9.1890881,cafe,,,,,
Il Posto Giusto,45.4952423,9.1900388,cafe,,,,,
Bar Sbagliato,45.4888609,9.2100648,cafe,,,,,"Viale Brianza 33, Milano"
Giglio Bar,45.4883293,9.2100846,bar,,,,,"Via Soperga 22, Milano"
Bar L'Angolo,45.4891041,9.2105790,cafe,,,,,
Birrificio Italiano,45.4883145,9.2089480,pub,,https://www.birrificio.it/it/birrificio-italiano-milano,+39 02 38310351,,"Via Ferrante Aporti 12, Milano"
Mai dire bar,45.4873755,9.2098072,cafe,coffee_shop;breakfast,https://mai-dire-bar.eatbu.com/,+39 02 8287 5469,Mo-Fr 07:30-20:00 Sa 07:30 - 15:30 18:00 - 20:00,"Via Giovanni Pierluigi da Palestrina 32, Milano"
The English Football Pub,45.4620417,9.1853897,pub,burger,,+39 02 864464,"Mo-Fr 12:00-15:00,17:00-02:00; Sa 13:00-02:00; Su 15:00-00:00","Via Valpetrosa 5, 20123, Milano"
Illy,45.4832044,9.1902262,cafe,coffee_shop,,+39 02 65560331,Mo-Fr 07:30-21:00; Sa-Su 08:00-21:00,"Piazza Gae Aulenti 6, 20154, Milano"
Caffè 19,45.4699531,9.1912081,cafe,,,,,"Via Monte di Pietà 19, 20121, Milano"
Caffè Mozart,45.4684483,9.1907836,cafe,,,,,"Via Romagnosi 2, 20121, Milano"
La Rocchetta,45.4688345,9.1763077,cafe,italian,https://www.larocchettacaffe.it/,+39 02 8056710,,"Via Pietro Paleocapa 1, 20121, Milano"
Flamingo,45.4811792,9.1864351,bar,,,,,"Piazza Venticinque Aprile 7, 20154, Milano"
Prince Cafè,45.4488278,9.1775196,cafe,,,,,
La Cantinetta,45.4465790,9.1769872,bar,,,,,
Il Birillo,45.4595706,9.2074251,cafe,,,,,
Mom's,45.4584498,9.2074108,cafe,,,,,
Caffè Moda Maffei,45.4581450,9.2081699,cafe,,,,,
Cambusa 2.0,45.4585878,9.1492880,pub,,,+39 02 48951361,,"Piazzale Tripoli 7, 20146, Milano"
Snoopy Bar,45.5205189,9.2254582,bar,,,+39 02 27006433,,Via privata Alfredo Soffredini 77
Shaker Bubble Tea,45.4639021,9.1874322,cafe,tea,https://www.shakerbubbletea.it/,,,"Via Victor Hugo 1n04, 20123, Milano"
Mag Cafè,45.4512973,9.1733671,bar,,https://www.farmilygroup.com/locali/mag,+39 02 3956 2875,Mo-Su 07:30-02:00,"Ripa di Porta Ticinese 43, 20143, Milano"
Sweet Coffee Bar,45.4715009,9.1944372,cafe,,,,,"Via Alessandro Manzoni 42, 20121, Milano"
