source_platform,source_venue_id,venue_name,venue_url,address,city,latitude,longitude,categories,price_tier,rating,rating_count,phone,website,opening_hours,has_menu,menu_url,extraction_status,retrieved_at,venue_type,target_classification,has_price,geocoding_confidence,all_names
web_extract,23a4f8453007,Covino Club Cafe,https://www.valsana.it/it/store-locator,CORSO PORTA NUOVA (DI) 36,Milano,45.477333,9.192123,e - Bar gastronomici e simili,,,,,https://www.valsana.it/it/store-locator,,False,https://www.valsana.it/it/store-locator,no_price,2026-05-31T16:45:42.791847+00:00,cafe,TARGET,False,existing,Covino Club Cafe
web_extract,5f91d340de46,Covo di Matti,https://www.vita.it/snob-e-noiosetta-ma-questa-e-la-mia-citta-dei-sogni/,VIA VILLORESI EUGENIO 6,Milano,45.448398,9.162378,e - Bar gastronomici e simili,,,,,https://www.vita.it/snob-e-noiosetta-ma-questa-e-la-mia-citta-dei-sogni/,,False,https://www.vita.it/snob-e-noiosetta-ma-questa-e-la-mia-citta-dei-sogni/,no_price,2026-05-31T16:45:42.791847+00:00,cafe,TARGET,False,existing,Covo di Matti
web_extract,9b5dd1de79f8,Crazy Moon,https://trovabar.sky.it/bn/san-leucio-del-sannio/via-vittorio-emanuele-ii-001tj00000gxbcbiaf,Via Antonio Mambretti 24,Milano,45.508567,9.133096,bar,,,,,https://trovabar.sky.it/bn/san-leucio-del-sannio/via-vittorio-emanuele-ii-001tj00000gxbcbiaf,,False,https://trovabar.sky.it/bn/san-leucio-del-sannio/via-vittorio-emanuele-ii-001tj00000gxbcbiaf,no_price,2026-05-31T19:03:58.101062+00:00,cafe,TARGET,False,existing,Crazy Moon
web_extract,4174fc4556fd,Cristal Café,https://www.oraridiapertura24.it/filiale/Paderno%2520Dugnano-Cristal%2520Caf%25E8-244871Q.html,"Viale Corsica, 20137, Milano",Milano,45.462548,9.228188,bar,,,,,https://www.oraridiapertura24.it/filiale/Paderno%2520Dugnano-Cristal%2520Caf%25E8-244871Q.html,,False,https://www.oraridiapertura24.it/filiale/Paderno%2520Dugnano-Cristal%2520Caf%25E8-244871Q.html,no_price,2026-05-31T19:03:58.101062+00:00,cafe,TARGET,False,existing,Cristal Café
web_extract,27c78e839cfa,Da Orient,https://flawless.life/it/italia/milano/drink/,VIALE MONTELLO 8,Milano,45.480807,9.181089,f - Bar caffè e simili,,,,,https://flawless.life/it/italia/milano/da-orient,,False,https://flawless.life/it/italia/milano/drink/,no_price,2026-05-31T17:56:58.981539+00:00,cafe,TARGET,False,existing,Da Orient
direct_website,476a54949105,Dada Bar,https://www.facebook.com/dadabaggio/,Via delle Forze Armate 410 20152,Milano,45.4613624,9.0903421,,,,,,https://www.facebook.com/dadabaggio/,,False,,no_price,2026-05-30T22:25:39Z,cafe,TARGET,False,existing,Dada Bar
direct_website,fe457472188b,Daisy American Garden,https://www.instagram.com/daisyamericangarden/,Ripa di Porta Ticinese 79,Milano,45.449848,9.1678077,bar,,,,,https://www.instagram.com/daisyamericangarden/,,False,https://www.instagram.com/daisyamericangarden/,no_price,2026-05-30T20:43:55.019300+00:00,cafe,TARGET,False,existing,Daisy American Garden
web_extract,72c4293bd5c2,De Angeli,https://deangelisrl.it/,"Piazza Ernesto De Angeli, 20149, Milano",Milano,45.466587,9.15068,bar,,,,,https://deangelisrl.it/,,False,https://deangelisrl.it/,no_price,2026-05-31T19:03:58.101062+00:00,cafe,TARGET,False,existing,De Angeli
web_extract,dec5bef4de0b,Dejavu,https://www.dejavu.it/,VIA BORSI GIOSUE' 2,Milano,45.447642,9.17672,e - Bar gastronomici e simili;f - Bar caffè e simili,,,,,https://www.dejavu.it/,,False,https://www.dejavu.it/,no_price,2026-05-31T17:56:58.981539+00:00,cafe,TARGET,False,existing,Dejavu
web_extract,3f3b8f2a8319,Dim Sum,https://www.mudimsum.it/it/menu/,Viale CORSICA 41,Milano,45.46251,9.229532,e - Bar gastronomici e simili,,,,,https://www.mudimsum.it/it/,,False,https://www.mudimsum.it/it/menu/,no_price,2026-05-31T16:45:42.791847+00:00,cafe,TARGET,False,existing,Dim Sum
direct_website,ed65bdbe1b94,Dito Divino,https://www.ditodivino.com/,Via Gaetano Negri 8,Milano,45.4652176,9.1840313,bar,,,,+39 02 89096532,https://www.ditodivino.com/,,False,https://www.ditodivino.com/,no_price,2026-05-30T20:43:55.019300+00:00,cafe,TARGET,False,existing,Dito Divino
web_extract,be979257a49e,Dogana10,https://www.dogana10.it/,Viale Martesana 101,Milano,45.519236,9.277481,bar,,,,,https://www.dogana10.it/,,False,https://www.dogana10.it/,no_price,2026-05-31T19:03:58.101062+00:00,cafe,TARGET,False,existing,Dogana10
web_extract,99e20eea659f,DolceSalato,https://dolcesalatodonhauser.it/prodotti/,"Via Vittorio Veneto, 20091, Bresso",Milano,45.535958,9.192784,bar,,,,,https://dolcesalatodonhauser.it/,,False,https://dolcesalatodonhauser.it/prodotti/,no_price,2026-05-31T19:03:58.101062+00:00,cafe,TARGET,False,existing,DolceSalato
web_extract,6cff92b1f173,Dolphin,https://www.dolphinfluidics.com/it,Via Padova,Milano,45.486794,9.217753,bar,,,,,https://www.dolphinfluidics.com/it,,False,https://www.dolphinfluidics.com/it,no_price,2026-05-31T19:03:58.101062+00:00,cafe,TARGET,False,existing,Dolphin
web_extract,182a7ab47508,Dom's Caffè,https://www.ilgiorno.it/milano/cronaca/dom-cafe-chiuso-715b0d2a,VIA BIUMI PAOLO GEROLAMO 18,Milano,45.506052,9.236408,f - Bar caffè e simili,,,,,https://www.ilgiorno.it/milano/cronaca/dom-cafe-chiuso-715b0d2a,,False,https://www.ilgiorno.it/milano/cronaca/dom-cafe-chiuso-715b0d2a,no_price,2026-05-31T17:56:58.981539+00:00,cafe,TARGET,False,existing,Dom's Caffè
web_extract,12189a6d15af,Don't Tell Mama,https://www.rollingstone.it/tag/dont-tell-mama/,Via CRESPI PIETRO 10,Milano,45.493146,9.22099,"e - Bar gastronomici e simili;f - Bar caffè e simili;i - Disco bar, america bar, locali serali e simili",,,,,https://www.rollingstone.it/tag/dont-tell-mama/,,False,https://www.rollingstone.it/tag/dont-tell-mama/,no_price,2026-05-31T17:56:58.981539+00:00,cafe,TARGET,False,existing,Don't Tell Mama
web_extract,64ae16c09c41,Downtown,https://www.downtown-milano.it/,"Via Amerigo Vespucci, 20152, Corsico",Milano,45.442927,9.113339,bar,,,,,https://www.downtown-milano.it/,,False,https://www.downtown-milano.it/,no_price,2026-05-31T19:03:58.101062+00:00,cafe,TARGET,False,existing,Downtown
web_extract,d0fe4fbc8a28,Dream cafè,https://dream-caffe.res-menu.net/,Via GROSOTTO 3,Milano,45.491319,9.147604,f - Bar caffè e simili,,,,,https://dream-caffe.res-menu.net/,,False,https://dream-caffe.res-menu.net/,no_price,2026-05-31T16:45:42.791847+00:00,cafe,TARGET,False,existing,Dream cafè
web_extract,5bfe9be4df1a,Dromobar,https://www.caffeferro.it/47-vibiemme,"Via Piero Gobetti, 20090, Buccinasco",Milano,45.4207,9.117323,bar,,,,,https://www.caffeferro.it/47-vibiemme,,False,https://www.caffeferro.it/47-vibiemme,no_price,2026-05-31T19:03:58.101062+00:00,cafe,TARGET,False,existing,Dromobar
web_extract,f6ccf88e6a76,El barrettin,http://www.spec-chir.it/wp-content/uploads/2014/12/BONAVINA-CV.pdf,Via ALTAGUARDIA 15,Milano,45.44919,9.200102,f - Bar caffè e simili,,,,,http://www.spec-chir.it/wp-content/uploads/2014/12/BONAVINA-CV.pdf,,False,http://www.spec-chir.it/wp-content/uploads/2014/12/BONAVINA-CV.pdf,no_price,2026-05-31T16:45:42.791847+00:00,cafe,TARGET,False,existing,El barrettin
mycia,e6764dca3b0c,Enrico Bartolini,https://www.mycia.it/menu/milano/enrico-bartolini-7daa7967b,"Via Tortona, 56, 20144 Milano MI, Italia",Milano,45.4520543,9.1612919,Ristorante,€€,,,,,Lunedì Chiuso | Martedì 12:30 - 14:00 / 19:30 - 22:00 | Mercoledì 12:30 - 14:00 / 19:30 - 22:00 | Giovedì 12:30 - 14:00 / 19:30 - 22:00 | Venerdì 12:30 - 14:00 / 19:30 - 22:00 | Sabato 12:30 - 14:00 / 19:30 - 22:00 | Domenica 12:30 - 14:00,False,https://www.mycia.it/menu/milano/enrico-bartolini-7daa7967b,no_price,2026-05-30T17:23:40.489548+00:00,cafe,AMBIGUOUS_TO_REVIEW,False,existing,Enrico Bartolini
direct_website,2d7cc65e55c7,Eppol Liquors $ Kitchen,https://www.eppolmilano.com/,Via Marcello Malpighi 7,Milano,45.4748734,9.2076783,bar,,,,,https://www.eppolmilano.com/,,False,https://www.eppolmilano.com/,no_price,2026-05-30T20:43:55.019300+00:00,cafe,TARGET,False,existing,Eppol Liquors $ Kitchen
direct_website,c0974bb08bb0,Equo caffè,https://www.cafegorille.it/,Via Gaetano De Castillia 24 20124,Milano,45.4856882,9.1922173,,,,,+39 02 6887627,https://www.cafegorille.it/,,True,https://www.cafegorille.it/,no_price,2026-05-30T22:25:39Z,cafe,TARGET,False,existing,Equo caffè
web_extract,a4b5f62ff90f,Erica,https://www.massaggiamilano.it/centri/erica-6314,"Via Eugenio Curiel, 20094, Corsico",Milano,45.439425,9.09251,bar,,,,,https://www.massaggiamilano.it/centri/erica-6314,,False,https://www.massaggiamilano.it/centri/erica-6314,no_price,2026-05-31T19:03:58.101062+00:00,cafe,TARGET,False,existing,Erica
web_extract,790481c6bdbd,Et pourqoui pas?,https://www.puntarellarossa.it/2025/12/22/cenone-di-capodanno-2026-a-milano-last-minute-con-i-prezzi-low-cost-a-partire-da-80-euro/,"Via Pietro Colletta, 20135, Milano",Milano,45.449264,9.210965,bar,,,,,https://www.puntarellarossa.it/2016/10/20/pourquoi-pas-milano-ristorante-francese-corso-garibaldi/,,False,https://www.puntarellarossa.it/2025/12/22/cenone-di-capodanno-2026-a-milano-last-minute-con-i-prezzi-low-cost-a-partire-da-80-euro/,no_price,2026-05-31T19:03:58.101062+00:00,cafe,TARGET,False,existing,Et pourqoui pas?
web_extract,b8add0191a93,Exotica,https://www.milanoindiscoteca.it/locali-milano/exotica-lap-dance-milano/,VIA BONNET NINO 11,Milano,45.482526,9.184955,e - Bar gastronomici e simili;f - Bar caffè e simili,,,,,https://www.milanoindiscoteca.it/locali-milano/exotica-lap-dance-milano/,,False,https://www.milanoindiscoteca.it/locali-milano/exotica-lap-dance-milano/,no_price,2026-05-31T16:45:42.791847+00:00,cafe,TARGET,False,existing,Exotica
web_extract,3c2759d5e3c4,Extro,https://www.extro.it/,"Viale Alcide De Gasperi, 20017, Rho",Milano,45.528742,9.086455,bar,,,,,https://www.extro.it/,,False,https://www.extro.it/,no_price,2026-05-31T19:03:58.101062+00:00,cafe,TARGET,False,existing,Extro
web_extract,524183098e47,FAB,https://2night.it/fab-milano.html,Ripa di Porta Ticinese 27,Milano,45.451596,9.174791,bar,,,,,https://2night.it/fab-milano.html,,False,https://2night.it/fab-milano.html,no_price,2026-05-31T19:03:58.101062+00:00,cafe,TARGET,False,existing,FAB
web_extract,b4ed6fc232de,Falau Cafè,https://static.sif.it/SIF/resources/public/files/congr22/Mappa.pdf,VIA FORLANINI CARLO 19,Milano,45.471888,9.232146,e - Bar gastronomici e simili,,,,,https://static.sif.it/SIF/resources/public/files/congr22/Mappa.pdf,,False,https://static.sif.it/SIF/resources/public/files/congr22/Mappa.pdf,no_price,2026-05-31T17:56:58.981539+00:00,cafe,TARGET,False,existing,Falau Cafè
web_extract,c1259c58ade6,Fantaghirò,https://www.bambinopoli.it/asilo-nido/fantaghiro-di-debora-di-prossimo-milano/,"Via Vittorio Veneto, 20091, Bresso",Milano,45.538954,9.190718,bar,,,,,https://www.bambinopoli.it/asilo-nido/fantaghiro-di-debora-di-prossimo-milano/,,False,https://www.bambinopoli.it/asilo-nido/fantaghiro-di-debora-di-prossimo-milano/,no_price,2026-05-31T19:03:58.101062+00:00,cafe,TARGET,False,existing,Fantaghirò
web_extract,cb139865d99d,feelgood,https://www.letsfeelgood.it/il-menu/,CORSO VENTIDUE MARZO 42,Milano,45.462006,9.21955,f - Bar caffè e simili,,,,,https://www.letsfeelgood.it/,,False,https://www.letsfeelgood.it/il-menu/,no_price,2026-05-31T16:45:42.791847+00:00,cafe,TARGET,False,existing,feelgood
web_extract,5b3961f520b6,Fenice,https://www.hotelfenice.it/,"Via Francesco Crispi, 20090, Trezzano sul Naviglio",Milano,45.424877,9.066265,bar,,,,,https://www.hotelfenice.it/,,False,https://www.hotelfenice.it/,no_price,2026-05-31T19:03:58.101062+00:00,cafe,TARGET,False,existing,Fenice
web_extract,fe3974b063c2,Filly,https://www.oraridiapertura24.it/filiale/Milano-Bar%2520Tabacchi%2520Filly-243041P.html,VIA SOLARI ANDREA 4,Milano,45.456336,9.165555,e - Bar gastronomici e simili,,,,,https://www.oraridiapertura24.it/filiale/Milano-Bar%2520Tabacchi%2520Filly-243041P.html,,False,https://www.oraridiapertura24.it/filiale/Milano-Bar%2520Tabacchi%2520Filly-243041P.html,no_price,2026-05-31T16:45:42.791847+00:00,cafe,TARGET,False,existing,Filly
mycia,108c2e495d43,Fishbar de Milan,https://www.mycia.it/menu/milano/fishbar-de-milan-YlYoNk2UD,"Via Montebello, 7, Milano, MI, Italia",Milano,45.4752888,9.1891169,Ristorante,€€€€,,,,,Lunedì 12:00 - 15:00 / 20:00 - 00:00 | Martedì 12:00 - 15:00 / 20:00 - 00:00 | Mercoledì 12:00 - 15:00 / 20:00 - 00:00 | Giovedì 12:00 - 15:00 / 20:00 - 00:00 | Venerdì 12:00 - 15:00 / 20:00 - 00:00 | Sabato 12:00 - 15:00 / 20:00 - 00:00 | Domenica 12:00 - 15:00 / 20:00 - 00:00,False,https://www.mycia.it/menu/milano/fishbar-de-milan-YlYoNk2UD,no_price,2026-05-30T17:24:05.263361+00:00,cafe,AMBIGUOUS_TO_REVIEW,False,existing,Fishbar de Milan
web_extract,450842a75247,Flamingo,https://flamingobeauty.net/,PIAZZA VENTICINQUE APRILE 7,Milano,45.481185,9.186269,f - Bar caffè e simili,,,,,https://flamingobeauty.net/,,False,https://flamingobeauty.net/,no_price,2026-05-31T16:45:42.791847+00:00,cafe,TARGET,False,existing,Flamingo
web_extract,7992467607ba,Fonderie Milanesi,https://fonderiemilanesi.it/,"Via Col Moschin, 20136, Milano",Milano,45.450706,9.184211,bar,,,,,https://fonderiemilanesi.it/,,False,https://fonderiemilanesi.it/,no_price,2026-05-31T19:03:58.101062+00:00,cafe,TARGET,False,existing,Fonderie Milanesi
web_extract,63b1eb9d4e7e,Food House,https://www.oraridiapertura24.it/filiale/Milano-Fave%2520Street%2520Food%2520House-3024274D.html,"Via Lomellina, 20090, Buccinasco",Milano,45.420428,9.120442,bar,,,,,https://www.oraridiapertura24.it/filiale/Milano-Fave%2520Street%2520Food%2520House-3024274D.html,,False,https://www.oraridiapertura24.it/filiale/Milano-Fave%2520Street%2520Food%2520House-3024274D.html,no_price,2026-05-31T19:03:58.101062+00:00,cafe,TARGET,False,existing,Food House
web_extract,fb066ae37419,Forum Cafè,https://basket.forumfree.it/,Via Giuseppe Di Vittorio 6,Milano,45.402005,9.143025,bar,,,,,https://basket.forumfree.it/,,False,https://basket.forumfree.it/,no_price,2026-05-31T19:03:58.101062+00:00,cafe,TARGET,False,existing,Forum Cafè
direct_website,2f8b1f6aa38e,Franci's Bar,https://www.facebook.com/FrancisbarMilano/,Viale San Michele del Carso 6 20144,Milano,45.4652439,9.164432,,,,,39024890512,https://www.facebook.com/FrancisbarMilano/,Mo-Sa 07:00-20:00; Su off,False,,no_price,2026-05-30T22:25:39Z,cafe,TARGET,False,existing,Franci's Bar
direct_website,cf47ec1d55e0,Frau,https://barlorenfrau.eatbu.com/,"Via Lorenteggio, 20147, Milano",Milano,45.4471707,9.1273921,bar,,,,,https://barlorenfrau.eatbu.com/,,False,https://barlorenfrau.eatbu.com/,no_price,2026-05-30T20:43:55.019300+00:00,cafe,TARGET,False,existing,Frau
web_extract,55617203ae6c,Free Time's Cafe,https://toiboy.it/,Via ROGOREDO 21,Milano,45.432054,9.24192,e - Bar gastronomici e simili;f - Bar caffè e simili,,,,,https://toiboy.it/,,False,https://toiboy.it/,no_price,2026-05-31T16:45:42.791847+00:00,cafe,TARGET,False,existing,Free Time's Cafe
web_extract,a0f25a3174bf,Fuori Luogo,https://www.fuoriluogomilano.it/,Via Lepontina 12,Milano,45.492969,9.185281,bar,,,,,https://www.fuoriluogomilano.it/,,False,https://www.fuoriluogomilano.it/,no_price,2026-05-31T19:03:58.101062+00:00,cafe,TARGET,False,existing,Fuori Luogo
web_extract,4fc70bb4dcc7,Gaina café,https://www.cibotoday.it/mappe/guida-nuovi-cocktail-bar-di-milano-aperti-recentemente.html,Via PAPA GREGORIO XIV 16,Milano,45.459189,9.182601,"a - Ristorante, trattoria, osteria con cucina e simili;f - Bar caffè e simili",,,,,https://www.cibotoday.it/location/Gaina.html,,False,https://www.cibotoday.it/mappe/guida-nuovi-cocktail-bar-di-milano-aperti-recentemente.html,no_price,2026-05-31T16:45:42.791847+00:00,cafe,AMBIGUOUS_TO_REVIEW,False,existing,Gaina café
web_extract,c5b71e582d7a,GEB,https://www.gebpartners.it/garanzie-infragruppo-e-prezzi-di-trasferimento-la-corte-di-cassazione-italiana-avalla-un-approccio-basato-sulla-sostanza/,"Via Genova Thaon Di Revel, 20159, Milano",Milano,45.492219,9.188628,bar,,,,,https://www.gebpartners.it/,,False,https://www.gebpartners.it/garanzie-infragruppo-e-prezzi-di-trasferimento-la-corte-di-cassazione-italiana-avalla-un-approccio-basato-sulla-sostanza/,no_price,2026-05-31T19:03:58.101062+00:00,cafe,TARGET,False,existing,GEB
direct_website,b31caeb016a4,Gecko23,https://gecko23.it/,Via Brembo 23,Milano,45.4445252,9.2079801,bar,,,,,https://gecko23.it/,,False,https://gecko23.it/,no_price,2026-05-30T20:43:55.019300+00:00,cafe,TARGET,False,existing,Gecko23
web_extract,284a18a8c5ce,Gelateria Capriccio,https://www.gelateriadolcecapriccio.it/,"Via Giacomo Matteotti, 20057, Milano",Milano,45.409299,9.132046,bar,,,,,https://www.gelateriadolcecapriccio.it/,,False,https://www.gelateriadolcecapriccio.it/,no_price,2026-05-31T19:03:58.101062+00:00,cafe,AMBIGUOUS_TO_REVIEW,False,existing,Gelateria Capriccio
web_extract,01c5de3f30df,Gianni Saporito,https://www.ilgiornale.it/news/chiosco-toglie-degrado-e-viene-stangato-dai-vigili-2177694.html,"Piazza Piemonte, 20149, Milano",Milano,45.466077,9.154878,bar,,,,,https://www.ilgiornale.it/news/chiosco-toglie-degrado-e-viene-stangato-dai-vigili-2177694.html,,False,https://www.ilgiornale.it/news/chiosco-toglie-degrado-e-viene-stangato-dai-vigili-2177694.html,no_price,2026-05-31T19:03:58.101062+00:00,cafe,TARGET,False,existing,Gianni Saporito
mycia,0206baba35b5,Gio Docet,https://www.mycia.it/menu/milano/gio-docet-LDbu3S9V1,"Viale Bligny, 24, 20136 Milano, Italia",Milano,45.4508693,9.1900731,"Bar, Fast-Food",€,,,,,Lunedì 07:00 - 20:30 | Martedì 07:00 - 20:30 | Mercoledì 07:00 - 20:30 | Giovedì 07:00 - 20:30 | Venerdì 07:00 - 20:30 | Sabato 08:00 - 20:30 | Domenica 09:00 - 17:00,True,https://www.mycia.it/menu/milano/gio-docet-LDbu3S9V1,no_price,2026-05-30T17:24:42.652655+00:00,cafe,AMBIGUOUS_TO_REVIEW,False,existing,Gio Docet
direct_website,00137ba4040c,Gipsy,https://gipsy.fun/,"Via Carlo Valvassori Peroni 56, 20133, Milano",Milano,45.4795351,9.2375744,bar,,,,,https://gipsy.fun/,Tu-Fr 09:00-02:30; Mo 11:00-19:00; Sa 10:00-02:30; Su 18:00-02:00,False,https://gipsy.fun/,no_price,2026-05-30T20:43:55.019300+00:00,cafe,TARGET,False,existing,Gipsy
web_extract,34dd06353c16,Girasole,https://www.centrocommercialeilgirasole.com/,"Piazzale Susa, 20133, Milano",Milano,45.469086,9.224205,bar,,,,,https://www.centrocommercialeilgirasole.com/,,False,https://www.centrocommercialeilgirasole.com/,no_price,2026-05-31T19:03:58.101062+00:00,cafe,TARGET,False,existing,Girasole
web_extract,ed901bc7a47f,Globe,https://www.globeinmilano.it/,Viale MURILLO SEBASTIANO BARTOLOMEO 1,Milano,45.471969,9.144176,e - Bar gastronomici e simili,,,,,https://www.globeinmilano.it/,,False,https://www.globeinmilano.it/,no_price,2026-05-31T16:45:42.791847+00:00,cafe,TARGET,False,existing,Globe
menudigitale,9b3ff270a1d2,Golden Bar,https://www.menudigitale.io/uytzt/?lang=it,,Milano,45.464200,9.190000,,,,,,,,True,https://www.menudigitale.io/uytzt/?lang=it,no_price,2026-05-31T09:40:55Z,cafe,TARGET,False,fallback,Golden Bar
web_extract,d5fc0e8a355e,Golden Lion,https://www.goldenlion.it/,Viale STELVIO 52,Milano,45.494523,9.186039,e - Bar gastronomici e simili,,,,,https://www.goldenlion.it/,,False,https://www.goldenlion.it/,no_price,2026-05-31T16:45:42.791847+00:00,cafe,TARGET,False,existing,Golden Lion
web_extract,f6b6c797cbbb,GOOD TIME,https://trovabar.sky.it/mi/milano/via-paolo-sarpi-00109000022wqfsaac,VIA CENISIO 7,Milano,45.487323,9.171562,e - Bar gastronomici e simili,,,,,https://trovabar.sky.it/mi/milano/via-paolo-sarpi-00109000022wqfsaac,,False,https://trovabar.sky.it/mi/milano/via-paolo-sarpi-00109000022wqfsaac,no_price,2026-05-31T16:45:42.791847+00:00,cafe,TARGET,False,existing,GOOD TIME
web_extract,72770f01650b,Gran Galà,https://grangala-milano.com/,Via Gaspare Aselli 25,Milano,45.470807,9.229937,bar,,,,,https://grangala-milano.com/,,False,https://grangala-milano.com/,no_price,2026-05-31T19:03:58.101062+00:00,cafe,TARGET,False,existing,Gran Galà
mycia,ff5269711969,Granaio Duomo,https://www.mycia.it/menu/milano/granaio-duomo-N8WhAGTc5,"Via Giuseppe Mengoni, 2, Milano, Italia",Milano,45.4654818,9.1883795,"Cafè, Ristorante",€€€,,,,,Lunedì 07:00 - 00:00 | Martedì 07:00 - 00:00 | Mercoledì 07:00 - 00:00 | Giovedì 07:00 - 00:00 | Venerdì 07:00 - 00:00 | Sabato 07:00 - 00:00 | Domenica Chiuso,False,https://www.mycia.it/menu/milano/granaio-duomo-N8WhAGTc5,no_price,2026-05-30T17:24:53.450230+00:00,cafe,AMBIGUOUS_TO_REVIEW,False,existing,Granaio Duomo
web_extract,408d4fff53a0,Green,https://www.green-srl.it/,Via LANINO BERNARDINO 2,Milano,45.457011,9.161082,f - Bar caffè e simili,,,,,https://www.green-srl.it/,,False,https://www.green-srl.it/,no_price,2026-05-31T17:56:58.981539+00:00,cafe,TARGET,False,existing,Green
direct_website,1b08ecf56712,Happy Cafè,http://www.happycafemilano.it,"Porta Lodovica, 20136, Milano",Milano,45.4514494,9.1866412,bar,,,,,http://www.happycafemilano.it,,False,http://www.happycafemilano.it,no_price,2026-05-30T20:43:55.019300+00:00,cafe,TARGET,False,existing,Happy Cafè
web_extract,dbdb30d74237,Happy Hour,https://www.domina.it/en/blog/i-migliori-rooftop-di-milano-dove-bere-un-cocktail-con-vista/,VIA GRASSI GIOVANNI BATTISTA 67,Milano,45.516933,9.120479,f - Bar caffè e simili,,,,,https://www.domina.it/blog/i-migliori-rooftop-di-milano-dove-bere-un-cocktail-con-vista/,,False,https://www.domina.it/en/blog/i-migliori-rooftop-di-milano-dove-bere-un-cocktail-con-vista/,no_price,2026-05-31T16:45:42.791847+00:00,cafe,TARGET,False,existing,Happy Hour
direct_website,00275af5b22d,Harris Bar,https://www.harrisbarmilano.it/pub-navigli-milano-cocktails-bar-aperitivo-happy-hour-birreria-paninoteca-panini-calcio-sky-dazn-solari-menu/,Via Andrea Solari 50,Milano,45.4538592,9.1580855,bar,,,,+390242290276,https://www.harrisbarmilano.it/,,False,https://www.harrisbarmilano.it/pub-navigli-milano-cocktails-bar-aperitivo-happy-hour-birreria-paninoteca-panini-calcio-sky-dazn-solari-menu/,no_price,2026-05-30T20:43:55.019300+00:00,cafe,TARGET,False,existing,Harris Bar
web_extract,ed10f80a2bcf,Hemingway,https://www.festa18annimilano.it/location/hemingway-cafe/,Piazza Marinai d'Italia 12,Milano,45.536738,9.238191,bar,,,,,https://www.festa18annimilano.it/location/hemingway-cafe/,,False,https://www.festa18annimilano.it/location/hemingway-cafe/,no_price,2026-05-31T19:03:58.101062+00:00,cafe,TARGET,False,existing,Hemingway
direct_website,017ddecc3623,I Mas!,https://lnx.mas-milano.it/menu/,Ripa di Porta Ticinese 11,Milano,45.4519575,9.176461,bar,,,,,https://lnx.mas-milano.it/,,True,https://lnx.mas-milano.it/menu/,no_price,2026-05-31T13:16:40Z,cafe,TARGET,False,existing,I Mas!
web_extract,5a0b33ea10ef,I Tabacchi Vostri,https://www.oraridiapertura24.it/filiale/Baranzate-I%2520Tabacchi%2520Vostri-5402393K.html,Via Milano 240,Milano,45.527226,9.111744,bar,,,,,https://www.oraridiapertura24.it/filiale/Baranzate-I%2520Tabacchi%2520Vostri-5402393K.html,,False,https://www.oraridiapertura24.it/filiale/Baranzate-I%2520Tabacchi%2520Vostri-5402393K.html,no_price,2026-05-31T19:03:58.101062+00:00,cafe,TARGET,False,existing,I Tabacchi Vostri
web_extract,b6ee2fcb1d52,Il bancale,https://www.oraridiapertura24.it/filiale/Milano-Il%2520Bancale-4028652M.html,VIA BASSINI EDOARDO 31,Milano,45.480456,9.234014,e - Bar gastronomici e simili,,,,,https://www.oraridiapertura24.it/filiale/Milano-Il%2520Bancale-4028652M.html,,False,https://www.oraridiapertura24.it/filiale/Milano-Il%2520Bancale-4028652M.html,no_price,2026-05-31T16:45:42.791847+00:00,cafe,TARGET,False,existing,Il bancale
direct_website,9ccd5a3e7136,Il bar Milano,http://www.ilbarmilano.it/,"1_33051, 20122, Milano",Milano,45.4649015,9.191829,,,,,+39 02 8852454,http://www.ilbarmilano.it/,,True,http://www.ilbarmilano.it/,no_price,2026-05-30T22:25:39Z,cafe,TARGET,False,existing,Il bar Milano
web_extract,a7cd7aba2673,Il Giò,https://burlagiomilano.it/trattoria-burlagio-menu/,Via Andrea Appiani 9,Milano,45.477246,9.193852,bar,,,,,https://burlagiomilano.it/,,False,https://burlagiomilano.it/trattoria-burlagio-menu/,no_price,2026-05-31T19:03:58.101062+00:00,cafe,TARGET,False,existing,Il Giò
web_extract,b3f081a426cf,Il Padrino,https://www.oraridiapertura24.it/filiale/Trezzano%2520Sul%2520Naviglio-Dolceczze%2520Siciliane%2520-%2520Il%2520Padrino-644206F.html,Ripa di Porta Ticinese 17,Milano,45.451788,9.175705,bar,,,,,https://www.oraridiapertura24.it/filiale/Trezzano%2520Sul%2520Naviglio-Dolceczze%2520Siciliane%2520-%2520Il%2520Padrino-644206F.html,,False,https://www.oraridiapertura24.it/filiale/Trezzano%2520Sul%2520Naviglio-Dolceczze%2520Siciliane%2520-%2520Il%2520Padrino-644206F.html,no_price,2026-05-31T19:03:58.101062+00:00,cafe,TARGET,False,existing,Il Padrino
direct_website,1ac1b8c9ca2f,Il Secco,https://www.ilsecco.com/it/,Via Angelo Fumagalli 2,Milano,45.4502902,9.1697096,bar,,,,,https://www.ilsecco.com/it/,,False,https://www.ilsecco.com/it/,no_price,2026-05-30T20:43:55.019300+00:00,cafe,TARGET,False,existing,Il Secco
web_extract,943167aaeeb9,Il Sidro,https://sidrodimele.it/dove-comprare-sidro-a-milano/,Via OZANAM FEDERICO 15,Milano,45.480501,9.213439,f - Bar caffè e simili,,,,,https://sidrodimele.it/dove-comprare-sidro-a-milano/,,False,https://sidrodimele.it/dove-comprare-sidro-a-milano/,no_price,2026-05-31T17:56:58.981539+00:00,cafe,TARGET,False,existing,Il Sidro
